,Unnamed: 0,speaker,content,block,session
32247,5205,Oleg, That's why I fill it in.,0,12117
32247,5205,Oleg,But I'm just looking at others.,0,12117
32248,5206,Ashley, And tell me if there is water at fourteen thirty-seven.,0,12117
32249,5207,Vika, No.,0,12117
32249,5207,Vika,Fourteen thirty-seven?,0,12117
32250,5208,Ashley, Yes.,0,12117
32251,5209,Vika, Uno momento por favor.,0,12117
32252,5210,Ashley, De nada.,0,12117
32253,5211,Vika, Let’s see.,0,12117
32253,5211,Vika,[UI].,0,12117
32254,5212,Salah," [UI],",0,12117
32255,5213,Oleg, It’s too dirty.,0,12117
32256,5214,Vika, And there is not any water.,0,12117
32257,5215,Ashley, Okay.,0,12117
32258,5216,Vika, Sorry.,0,12117
32259,5217,Ashley, Okay.,0,12117
32260,5218,Vika:,  But we do have an apple.,0,12117
32261,5219,Vika, Right…,0,12117
32262,5220,Salah, What?,0,12117
32262,5220,Salah,Huh?,0,12117
32263,5221,Ashley, Nothing.,0,12117
32264,5222,Salah, What?,0,12117
32265,5223,Ashley, I’ll tell you in a second.,0,12117
32266,5224,Vika, Interesting.,0,12117
32267,5225,Salah," [UI],",0,12117
32268,5226,Vika, What?,0,12117
32269,5227,Ashley, [UI].,0,12117
32270,5228,Vika, Damn!,0,12117
32270,5228,Vika,Don't be dumb!,0,12117
32271,5229,Ashley, They said that… my team also said that they are looking at //forty forty-five.,0,12117
32272,5230,Salah," //[SL] We did,",0,12117
32272,5230,Salah,thank you.,0,12117
32272,5230,Salah,[UI],0,12117
32273,5231,Ashley, What?,0,12117
32273,5231,Ashley,"Oh,",0,12117
32273,5231,Ashley,about the videos.,0,12117
32273,5231,Ashley,"Because I sent…Oh,",0,12117
32273,5231,Ashley,"you’re not getting mine,",0,12117
32273,5231,Ashley,are you?,0,12117
32274,5232,Salah, This is robotics.,0,12117
32275,5233,Ashley," Oh,",0,12117
32275,5233,Ashley,"because I said,",0,12117
32275,5233,Ashley,"like,",0,12117
32275,5233,Ashley,"“I hope that you got our videos.” And they said,",0,12117
32275,5233,Ashley,"“We did.” So,",0,12117
32275,5233,Ashley,they got our videos.,0,12117
32275,5233,Ashley,"Also,",0,12117
32275,5233,Ashley,"I just realized that that’s you…That’s why I was like,",0,12117
32275,5233,Ashley,“Oh my God!”.,0,12117
32275,5233,Ashley,That’s what I’m saying.,0,12117
32276,5234,Salah, I make you happy.,0,12117
32277,5235,Ashley, You did!,0,12117
32277,5235,Ashley,You do!,0,12117
32277,5235,Ashley,So they said forty forty-five too.,0,12117
32277,5235,Ashley,That they are looking at it.,0,12117
32277,5235,Ashley,Have you looked at it?,0,12117
32278,5236,Oleg, Forty-five?,0,12117
32279,5237,Ashley, Forty forty-five.,0,12117
32280,5238,Vika, Forty forty-five?,0,12117
32281,5239,Ashley, Yes.,0,12117
32282,5240,Salah, Five?,0,12117
32283,5241,Ashley, I don’t like that one.,0,12117
32284,5242,Vika, No.,0,12117
32284,5242,Vika,Very much [UI],0,12117
32285,5243,Oleg, Oh no.,0,12117
32286,5244,Ashley, I think nine twenty-eight is the best.,0,12117
32287,5245,Vika, Forty forty-five is very dirty.,0,12117
32287,5245,Vika,The previous one was better.,0,12117
32288,5246,Ole,//Well that wouldn’t do definitely.,0,12117
32289,5247,Ashley, //It is very...definitely no.,0,12117
32289,5247,Ashley,Too dirty and…,0,12117
32290,5248,Salah, //Which one are they talking about?,0,12117
32291,5249,Oleg, There will be a very big loss.,0,12117
32292,5250,Will, I don’t know.,0,12117
32293,5251,Oleg," I will clean it up,",0,12117
32293,5251,Oleg,but the loss will be up to 60%.,0,12117
32293,5251,Oleg,Only while cleaning.,0,12117
32293,5251,Oleg,And look how much water is there.,0,12117
32294,5252,Ashley," But we do like nine twenty-eight,",0,12117
32294,5252,Ashley,right?,0,12117
32295,5253,Will," Yeah,",0,12117
32295,5253,Will,yeah.,0,12117
32296,5254,Ashley, They are asking me if I like that.,0,12117
32297,5255,Will, Yeah.,0,12117
32298,5256,Oleg, What about six twenty-eight?,0,12117
32299,5257,Will, What are you still searching for?,0,12117
32299,5257,Will,Let me see.,0,12117
32300,5258,Oleg," Until a decision is made here,",0,12117
32300,5258,Oleg,what else to do?,0,12117
32301,5259,Will, There is no water.,0,12117
32302,5260,Oleg, Too bad.,0,12117
32303,5261,Vika, No water!,0,12117
32303,5261,Vika,No water!,0,12117
32304,5262,Oleg, So what was the decision?,0,12117
32305,5263,Will, Still waiting.,0,12117
32306,5264,Oleg, Thirty-five forty?,0,12117
32306,5264,Oleg,"In your variant,",0,12117
32306,5264,Oleg,where is more water?,0,12117
32306,5264,Oleg,Twenty-two thirty-seven?,0,12117
32307,5265,Will," Nine twenty-eight,",0,12117
32307,5265,Will,but we're just waiting for them.,0,12117
32308,5266,Ashley, Six…,0,12117
32309,5267,Maybe Salah, [SL] Twenty-eight.,0,12117
32309,5267,Maybe Salah,"[UI] …Third one: “We need video from you,",0,12117
32309,5267,Maybe Salah,guys?”,0,12117
32310,5268,Ashley, They already gave us a video.,0,12117
32311,5269,Salah, When?,0,12117
32312,5270,Ashley, They gave us the group video.,0,12117
32312,5270,Ashley,That’s why we sent one in response.,0,12117
32313,5271,Salah, We sent?,0,12117
32314,5272,Ashley, They sent to us before we sent our video.,0,12117
32315,5273,Will, And then they sent one in response.,0,12117
32316,5274,Ashley, They sent another one?,0,12117
32317,5275,Will," Oh,",0,12117
32317,5275,Will,no.,0,12117
32318,5276,Salah," No,",0,12117
32318,5276,Salah,I’m asking about the response.,0,12117
32319,5277,Will, We sent a video;,0,12117
32319,5277,Will,they sent a video.,0,12117
32319,5277,Will,We sent another video.,0,12117
32319,5277,Will,They need to send another one now.,0,12117
32320,5278,Salah, Yeah.,0,12117
32321,5279,Vika, What?,0,12117
32322,5280,Ashley, I’m over videos.,0,12117
32322,5280,Ashley,I don’t want to do any more.,0,12117
32323,5281,Will," Yeah,",0,12117
32323,5281,Will,but I want one from them.,0,12117
32324,5282,Salah," From them,",0,12117
32324,5282,Salah,not from us.,0,12117
32325,5283,Ashley, But we already got one from them.,0,12117
32326,5284,Vika, //I didn’t get one from them.,0,12117
32327,5285,Will, //What about another one?,0,12117
32328,5286,Will, You don’t just write to somebody: “Hello!,0,12117
32328,5286,Will,"– Hi,",0,12117
32328,5286,Will,how are you?!” //And then you…you don’t end the conversation at that point.,0,12117
32329,5287,Ashley, //But we didn’t ask them.,0,12117
32329,5287,Ashley,We didn’t ask them any additional questions.,0,12117
32330,5288,Salah, We miss them.,0,12117
32330,5288,Salah,That’s why we want the video.,0,12117
32331,5289,Ashley," Alright,",0,12117
32331,5289,Ashley,alright.,0,12117
32332,5290,Will, This might be the last time we talk to this group.,0,12117
32333,5291,Oleg, Have you written to everybody?,0,12117
32334,5292,Ashley," You mean,",0,12117
32334,5292,Ashley,here?,0,12117
32334,5292,Ashley,Yes.,0,12117
32334,5292,Ashley,"I think yes,",0,12117
32334,5292,Ashley,but no one answers me.,0,12117
32334,5292,Ashley,Almost nobody.,0,12117
32335,5293,Will, Thank you ...,0,12117
32335,5293,Will,"So,",0,12117
32335,5293,Will,nobody answers?,0,12117
32335,5293,Will,I want some juice...can I have juice?,0,12117
32336,5294,Vika, No.,0,12117
32337,5295,Will, Thank you.,0,12117
32338,5296,Vika, No.,0,12117
32339,5297,Will, Well actually no.,0,12117
32340,5298,Vika, The structural geologist appears to be Armenian.,0,12117
32341,5299,Will, Really?,0,12117
32342,5300,Oleg, Why?,0,12117
32343,5301,Vika, Because he writes in Russian and is in Armenia.,0,12117
32344,5302,Will, And he says that he was born in Armenia.,0,12117
32344,5302,Will,"And he showed us his Instagram,",0,12117
32344,5302,Will,"although we told him that we //can't see it,",0,12117
32344,5302,Will,but...,0,12117
32345,5303,Vika," //We don't have access,",0,12117
32345,5303,Vika,yes.,0,12117
32346,5304,Ashley, Wait!,0,12117
32346,5304,Ashley,You guys have Instagram and stuff?,0,12117
32347,5305,Salah, What?,0,12117
32348,5306,Will, What do you mean?,0,12117
32349,5307,Vika, What?!,0,12117
32349,5307,Vika,What?!,0,12117
32349,5307,Vika,What?!,0,12117
32350,5308,Will, What are you talking about?,0,12117
32351,5309,Ashley, What did you say?,0,12117
32352,5310,Will," He said…he said…he told us his Instagram,",0,12117
32352,5310,Will,"but then we said that we don’t have access to Instagram,",0,12117
32352,5310,Will,but…but his name is W.,0,12117
32352,5310,Will,"Ogonyan or something like that,",0,12117
32352,5310,Will,"so he was like,",0,12117
32352,5310,Will,"“Okay,",0,12117
32352,5310,Will,alright.”,0,12117
32353,5311,Vika," //Yes,",0,12117
32353,5311,Vika,right.,0,12117
32354,5312,Will, He is Armenian like literally.,0,12117
32355,5313,Ashley," I told them// in my personal video,",0,12117
32355,5313,Ashley,that we do have to connect with them on social media after the isolation.,0,12117
32356,5314,Oleg, //But does he live in the USA?,0,12117
32357,5315,Vika, //He is now in Armenia.,0,12117
32358,5316,Will," I mean,",0,12117
32358,5316,Will,we can’t connect with them.,0,12117
32359,5317,Ashley, After isolation we can.,0,12117
32360,5318,Will, We literally are not capable of connecting with them.,0,12117
32360,5318,Will,We can’t do anything on our Instagram.,0,12117
32360,5318,Will,We can’t…,0,12117
32361,5319,Ashley, What do you mean?,0,12117
32361,5319,Ashley,After isolation we can.,0,12117
32362,5320,Will," I know that,",0,12117
32362,5320,Will,"but I’m saying that we are in isolation,",0,12117
32362,5320,Will,and we can’t do it because we don’t have social media.,0,12117
32363,5321,Ashley, He’s probably giving it to you so you can do it later!,0,12117
32364,5322,Will," Yeah,",0,12117
32364,5322,Will,"that’s exactly why,",0,12117
32364,5322,Will,but it doesn’t…,0,12117
32365,5323,Ashley, I know that we don’t have access right now…I mean…This is the last time we are with this group.,0,12117
32365,5323,Ashley,That’s why everybody is giving it to you.,0,12117
32366,5324,Will, I know.,0,12117
32366,5324,Will,That was the whole point of what I said.,0,12117
32367,5325,Ashley, Oh.,0,12117
32368,5326,Vika, Oh damn it!,0,12117
32368,5326,Vika,…Okay.,0,12117
32369,5327,Salah, What did they say?,0,12117
32370,5328,Vika, Hm?,0,12117
32370,5328,Vika,Hm?,0,12117
32371,5329,Salah, Which point did they say?,0,12117
32371,5329,Salah,For me they are still talking about nine twenty-eight.,0,12117
32372,5330,Will," Oh,",0,12117
32372,5330,Will,they’ve already uploaded the point.,0,12117
32372,5330,Will,It’s already in the…,0,12117
32373,5331,Salah, Hmm.,0,12117
32374,5332,Oleg," Will,",0,12117
32374,5332,Oleg,how does your temperature affect your metrics?,0,12117
32374,5332,Oleg,Or you do not appreciate it at all?,0,12117
32375,5333,Will, You don’t have to do it that’s my job.,0,12117
32376,5334,Ashley," Wait,",0,12117
32376,5334,Ashley,what just happened?,0,12117
32376,5334,Ashley,Why did everything just go blank in the sign-off?,0,12117
32377,5335,Will, Mine isn’t blank.,0,12117
32378,5336,Ashley," Mine is completely blank now,",0,12117
32378,5336,Ashley,and it was just filled in.,0,12117
32378,5336,Ashley,By everyone.,0,12117
32378,5336,Ashley,Basically.,0,12117
32379,5337,Oleg," Will,",0,12117
32379,5337,Oleg,do you work only with two indicators: material of LHSB and [UI]?,0,12117
32380,5338,Will:,  I even...,0,12117
32380,5338,Will:,"for the most part,",0,12117
32380,5338,Will:,I don't even look at them.,0,12117
32380,5338,Will:,It is for the structural geologist.,0,12117
32381,5339,Oleg, And what is the parameter?,0,12117
32381,5339,Oleg,What is it called?,0,12117
32382,5340,Will, It is called «average water loss».,0,12117
32383,5341,Oleg, Yep.,0,12117
32384,5342,Vika, Hello there.,0,12117
32384,5342,Vika,Important.,0,12117
32385,5343,Will," Oh,",0,12117
32385,5343,Will,man!,0,12117
32386,5344,Will," Oh,",0,12117
32386,5344,Will,man.,0,12117
32386,5344,Will,You took away the little shrugging guy.,0,12117
32387,5345,Ashley, Who?,0,12117
32388,5346,Salah, Huh?,0,12117
32389,5347,Will," Salah,",0,12117
32389,5347,Will,he deleted the shrug guy.,0,12117
32389,5347,Will,They had a shrug guy.,0,12117
32390,5348,Vika, Shrug guy?,0,12117
32390,5348,Vika,What?,0,12117
32391,5349,Ashley, I don’t think…,0,12117
32392,5350,Will, In the name.,0,12117
32392,5350,Will,In the name.,0,12117
32393,5351,Ashley, Did you delete something in the name?,0,12117
32394,5352,Salah," No,",0,12117
32394,5352,Salah,nothing.,0,12117
32395,5353,Will, You changed the name.,0,12117
32396,5354,Salah, I put Sirius only.,0,12117
32396,5354,Salah,I put…,0,12117
32397,5355,Will," Yeah,",0,12117
32397,5355,Will,but then you deleted the rest of it.,0,12117
32397,5355,Will,Because there was another part at the end.,0,12117
32398,5356,Salah," No,",0,12117
32398,5356,Salah,see?,0,12117
32398,5356,Salah,It’s still Sirius.,0,12117
32399,5357,Will," Yeah,",0,12117
32399,5357,Will,yeah.,0,12117
32399,5357,Will,"I know,",0,12117
32399,5357,Will,but …Sirius.,0,12117
32399,5357,Will,But the other one had…,0,12117
32400,5358,Ashley," It had,",0,12117
32400,5358,Ashley,"apparently,",0,12117
32400,5358,Ashley,a little emoji.,0,12117
32401,5359,Salah, Oh.,0,12117
32402,5360,Will, Yeah.,0,12117
32403,5361,Ashley, Are you guys seeing my human factors decisions on the bottom?,0,12117
32403,5361,Ashley,Filled in all the way at the bottom.,0,12117
32404,5362,Salah," Oh,",0,12117
32404,5362,Salah,okay.,0,12117
32405,5363,Will, Human…,0,12117
32406,5364,Ashley, Why is it not showing up?,0,12117
32407,5365,Salah, Me too.,0,12117
32407,5365,Salah,"Actually,",0,12117
32407,5365,Salah,I don’t see for anyone.,0,12117
32408,5366,Ashley, I don’t understand.,0,12117
32409,5367,Will, It’s like seven six eight?,0,12117
32410,5368,Ashley, Yeah?,0,12117
32411,5369,Will, Yeah.,0,12117
32412,5370,Ashley, You see that?,0,12117
32413,5371,Will, Yeah.,0,12117
32414,5372,Ashley, Okay.,0,12117
32415,5373,Oleg, How’s the things are going on?,0,12117
32416,5374,Will, It’s just taking a lot of time for stuff to process in the system.,0,12117
32417,5375,Oleg, Did you circle everything [SL] too?,0,12117
32418,5376,Vika, Why is the dot here nine twenty-eight?,0,12117
32419,5377,Ashley, What?,0,12117
32420,5378,Oleg, Did you circle everything too?,0,12117
32421,5379,Vika, Okay.,0,12117
32422,5380,Oleg, [SL] Sign off.,0,12117
32423,5381,Ashley, It seems to me that not everything is shown here yet.,0,12117
32424,5382,Oleg, [SL] Where is the meteorologist?,0,12117
32425,5383,Vika, Stop!,0,12117
32426,5384,Oleg, They killed it again.,0,12117
32427,5385,Ashley, Hm?,0,12117
32428,5386,Oleg, The signal I killed again.,0,12117
32428,5386,Oleg,I see.,0,12117
32428,5386,Oleg,[SL] МТС… Is this your antics?,0,12117
32428,5386,Oleg,Vika?,0,12117
32429,5387,Vika, Hm?,0,12117
32430,5388,Oleg, Is this your antics name?,0,12117
32430,5388,Oleg,[SL] Eww МТС.,0,12117
32431,5389,Vika, No.,0,12117
32431,5389,Vika,"No,",0,12117
32431,5389,Vika,I didn't change anything.,0,12117
32432,5390,Ole,// [SL] When will it end?,0,12117
32433,5391,Salah, //Why did you change it?,0,12117
32434,5392,Will, I didn’t change it.,0,12117
32435,5393,Salah," I think they don’t understand Russian,",0,12117
32435,5393,Salah,so they can’t read it.,0,12117
32436,5394,Vika, How can you…how can you do that?,0,12117
32437,5395,Will, What?,0,12117
32438,5396,Vika, I mean…,0,12117
32439,5397,Salah, Name?,0,12117
32440,5398,Vika, How can you change?,0,12117
32441,5399,Salah, It’s [UI],0,12117
32442,5400,Vika," Yeah,",0,12117
32442,5400,Vika,but you have…,0,12117
32443,5401,Salah, We have the permission to change name.,0,12117
32444,5402,Will, She knows how to change it because she changed it.,0,12117
32445,5403,Salah, She put «Eww».,0,12117
32446,5404,Will, Unless you changed it.,0,12117
32446,5404,Will,"I mean,",0,12117
32446,5404,Will,she is the one…,0,12117
32447,5405,Ashley," Wait,",0,12117
32447,5405,Ashley,you didn’t put the «Eww»?,0,12117
32448,5406,Vika, No!,0,12117
32449,5407,Will, No.,0,12117
32449,5407,Will,She did.,0,12117
32450,5408,Vika, No.,0,12117
32451,5409,Will, Look at her: “I don’t know what you’re talking about!”.,0,12117
32452,5410,Vika," No,",0,12117
32452,5410,Vika,"really,",0,12117
32452,5410,Vika,I didn’t.,0,12117
32453,5411,Oleg, Do you see that?,0,12117
32454,5412,Ashley," Well,",0,12117
32454,5412,Ashley,I can't right now because...,0,12117
32455,5413,Vika, Wait.,0,12117
32455,5413,Vika,Wait.,0,12117
32455,5413,Vika,"Wait,",0,12117
32455,5413,Vika,wait.,0,12117
32456,5414,Salah," Eww,",0,12117
32456,5414,Salah,right?,0,12117
32457,5415,Vika, No that wasn’t me.,0,12117
32458,5416,Salah, Ew?,0,12117
32459,5417,Vika, Nope.,0,12117
32459,5417,Vika,It’s not me.,0,12117
32460,5418,Will," Oh,",0,12117
32460,5418,Will,"wait,",0,12117
32460,5418,Will,never mind.,0,12117
32460,5418,Will,We can just look at the…,0,12117
32461,5419,Vika, Never mind.,0,12117
32462,5420,Will," Oh,",0,12117
32462,5420,Will,it was you!!,0,12117
32463,5421,Ashley," No,",0,12117
32463,5421,Ashley,it wasn’t!,0,12117
32464,5422,Salah," Ash,",0,12117
32464,5422,Salah,yeah?,0,12117
32465,5423,Ashley," //No,",0,12117
32465,5423,Ashley,I really didn’t!!,0,12117
32465,5423,Ashley,I didn’t do that!,0,12117
32466,5424,Vika," //Oh,",0,12117
32466,5424,Vika,it was Ash!,0,12117
32466,5424,Vika,Yeah!,0,12117
32466,5424,Vika,"Yes,",0,12117
32466,5424,Vika,yes.,0,12117
32466,5424,Vika,Ash!,0,12117
32467,5425,Oleg, Wait.,0,12117
32468,5426,Will, I can even track the user who changed something in the thing.,0,12117
32469,5427,Ashley, But I didn’t change the title.,0,12117
32470,5428,Oleg, Stop.,0,12117
32470,5428,Oleg,Who are the [UI],0,12117
32471,5429,Will, Martian meteorologist specialist changed name at 3:08PM.,0,12117
32472,5430,Ashley, I didn’t do it though!,0,12117
32472,5430,Ashley,I’m serious!,0,12117
32472,5430,Ashley,I didn’t do it!,0,12117
32473,5431,Will, Maybe it was [SL] Aslan.,0,12117
32474,5432,Salah, Oh!,0,12117
32475,5433,Ashley, I don’t even have Russian keyboard in here.,0,12117
32476,5434,Will," So,",0,12117
32476,5434,Will,it could’ve been Salah.,0,12117
32476,5434,Will,Salah changed name at 3:07.,0,12117
32477,5435,Salah, It’s the same thing.,0,12117
32477,5435,Salah,Except…,0,12117
32478,5436,Will," But at some point,",0,12117
32478,5436,Will,"you did change the name,",0,12117
32478,5436,Will,so…,0,12117
32479,5437,Salah," Then,",0,12117
32479,5437,Salah,"again,",0,12117
32479,5437,Salah,in Sirius only.,0,12117
32480,5438,Vika, Uh-oh.,0,12117
32481,5439,Salah, But «eww»?,0,12117
32481,5439,Salah,Vika?,0,12117
32481,5439,Salah,Or Ash?,0,12117
32482,5440,Will, No.,0,12117
32482,5440,Will,I don’t know.,0,12117
32482,5440,Will,// It says…it’s either you or her.,0,12117
32483,5441,Ashley," //I swear,",0,12117
32483,5441,Ashley,I haven’t even put my cursor on the title.,0,12117
32484,5442,Will, But the…,0,12117
32485,5443,Ashley, I don’t have a Russian keyboard on here.,0,12117
32486,5444,Vika, Really?,0,12117
32486,5444,Vika,Why?,0,12117
32487,5445,Salah," Maybe it’s you,",0,12117
32487,5445,Salah,Will?,0,12117
32487,5445,Salah,//You changed it to «eww»?,0,12117
32488,5446,Ashley, //Because we are Americans.,0,12117
32488,5446,Ashley,We don’t need it on the NASA laptop.,0,12117
32489,5447,Will," Yeah,",0,12117
32489,5447,Will,but you would have to change your name too.,0,12117
32489,5447,Will,Fluid engineer: «You rock!».,0,12117
32489,5447,Will,Yes!,0,12117
32490,5448,Salah, Who?,0,12117
32491,5449,Will, Yes!,0,12117
32491,5449,Will,That’s the…struct geo changed it.,0,12117
32492,5450,Ashley, They said they changed it?,0,12117
32493,5451,Will:,"  Yeah,",0,12117
32493,5451,Will:,"they changed it now,",0,12117
32493,5451,Will:,"because that’s,",0,12117
32493,5451,Will:,apparently…,0,12117
32494,5452,Will," When fluid engineer changed it,",0,12117
32494,5452,Will,"I told fluid engineer,",0,12117
32494,5452,Will,"“You rock!” And,",0,12117
32494,5452,Will,"so,",0,12117
32494,5452,Will,they must have told that to…to them.,0,12117
32495,5453,Ashley, What?,0,12117
32496,5454,Will, Just look at the thing.,0,12117
32497,5455,Ashley, I can’t!,0,12117
32497,5455,Ashley,I have to answer these fucking questions!,0,12117
32498,5456,Vika, But how...,0,12117
32499,5457,Oleg, Is it changing?,0,12117
32500,5458,Vika, Will…,0,12117
32501,5459,Will, Wait.,0,12117
32501,5459,Will,Wait.,0,12117
32501,5459,Will,"No,",0,12117
32501,5459,Will,it’s not it.,0,12117
32501,5459,Will,Like you need to do it before you...,0,12117
32502,5460,Salah, I can’t use it.,0,12117
32503,5461,Vika, For example...,0,12117
32504,5462,Will," No,",0,12117
32504,5462,Will,no.,0,12117
32504,5462,Will,You need to write it// before...,0,12117
32505,5463,Salah," //[UI] showing here,",0,12117
32505,5463,Salah,huh?,0,12117
32506,5464,Oleg, [SL] Mac.,0,12117
32506,5464,Oleg,[SL] Mac.,0,12117
32507,5465,Will, Mac y’all are lit.,0,12117
32508,5466,Vika, Is it yours?,0,12117
32509,5467,Will, Yes.,0,12117
32509,5467,Will,This means they are good.,0,12117
32510,5468,Salah, What is it?,0,12117
32511,5469,Will," It’s in here,",0,12117
32511,5469,Will,look.,0,12117
32511,5469,Will,«Change name».,0,12117
32511,5469,Will,You can see it.,0,12117
32512,5470,Ashley," Wait,",0,12117
32512,5470,Ashley,where?,0,12117
32513,5471,Will, “Choose name”.,0,12117
32513,5471,Will,It’s the bottom side of activity log.,0,12117
32514,5472,Salah, Yeah.,0,12117
32515,5473,Vika, Where?,0,12117
32515,5473,Vika, I don’t see the arrow.,0,12117
32516,5474,Will, This one.,0,12117
32517,5475,Vika, Okay.,0,12117
32518,5476,Salah, [UI],0,12117
32519,5477,Oleg," It’s done,",0,12117
32519,5477,Oleg,they are now confirming.,0,12117
32520,5478,Will, Sign-off activity log.,0,12117
32521,5479,Salah, Hm?,0,12117
32522,5480,Ashley," Oh my God,",0,12117
32522,5480,Ashley,I still can’t answer these fucking questions.,0,12117
32523,5481,Will," If it’s like the third one,",0,12117
32523,5481,Will,"I’d just fucking write it on,",0,12117
32523,5481,Will,because it isn’t really…,0,12117
32524,5482,Salah, Maybe [SL] Rustam?,0,12117
32525,5483,Vika, Fire?,0,12117
32525,5483,Vika,...But how?,0,12117
32525,5483,Vika,Look.,0,12117
32525,5483,Vika,"I mean,",0,12117
32525,5483,Vika,"I can write here now,",0,12117
32525,5483,Vika,Will.,0,12117
32525,5483,Vika,I can write something here.,0,12117
32525,5483,Vika,And then how can I confirm it?,0,12117
32526,5484,Will, Well...,0,12117
32526,5484,Will,you just press it.,0,12117
32527,5485,Ashley," So,",0,12117
32527,5485,Ashley,I don’t understand.,0,12117
32527,5485,Ashley,All my decisions on my screen are showing up not there anymore.,0,12117
32527,5485,Ashley,Do you guys see my stuff anymore?,0,12117
32528,5486,Will, I’m not sure.,0,12117
32528,5486,Will,I wouldn’t…,0,12117
32529,5487,Vika, Someone is playing with you.,0,12117
32530,5488,Oleg, So who the hell is out there?,0,12117
32531,5489,Vika, Where are you?,0,12117
32531,5489,Vika,I can’t see you at all.,0,12117
32532,5490,Ashley," For specimen factor decisions…Oh my God,",0,12117
32532,5490,Ashley,why is it doing this?,0,12117
32532,5490,Ashley,It’s so weird.,0,12117
32532,5490,Ashley,Sign-off phase is killing me.,0,12117
32533,5491,Salah, I can see it now.,0,12117
32533,5491,Salah,See?,0,12117
32534,5492,Ashley, Yeah.,0,12117
32535,5493,Vika, And you also do not have your dots there ...,0,12117
32536,5494,Will, Did you remove the…name?,0,12117
32536,5494,Will,Let me see.,0,12117
32537,5495,Vika, Do we need to //insert our own?,0,12117
32537,5495,Vika,Own numbers?,0,12117
32538,5496,Salah," //No,",0,12117
32538,5496,Salah,you can see.,0,12117
32539,5497,Ashley," //Yeah,",0,12117
32539,5497,Ashley,but I did not pay attention to that at all because I’m having issues.,0,12117
32540,5498,Will, //What?,0,12117
32540,5498,Will,We don’t need to.,0,12117
32540,5498,Will,We just....,0,12117
32541,5499,Vika," //Usually not,",0,12117
32541,5499,Vika,but look.,0,12117
32541,5499,Vika,"Neither structural geologist,",0,12117
32541,5499,Vika,nor you or me have them.,0,12117
32542,5500,Salah, //Which issue?,0,12117
32543,5501,Ashley, My decisions just keep deleting.,0,12117
32544,5502,Will," Yes,",0,12117
32544,5502,Will,"you can understand,",0,12117
32544,5502,Will,but I can't.,0,12117
32545,5503,Vika," Ah,",0,12117
32545,5503,Vika,it's like only when it's okay.,0,12117
32545,5503,Vika,So I need this time?,0,12117
32545,5503,Vika,I do not understand.,0,12117
32545,5503,Vika,"No,",0,12117
32545,5503,Vika,I didn't understand.,0,12117
32545,5503,Vika,Yes.,0,12117
32545,5503,Vika,I understood.,0,12117
32546,5504,Oleg, Seems like you do not have time to write something already.,0,12117
32547,5505,Ashley, I told //that I have problems.,0,12117
32548,5506,Vika, //Will!,0,12117
32549,5507,Will, What?,0,12117
32550,5508,Vika, We usually have…,0,12117
32551,5509,Will, Can you cancel?,0,12117
32552,5510,Vika:,  //No I can not.,0,12117
32553,5511,Oleg, //What's your problem?,0,12117
32554,5512,Ashley, //Every time I give...,0,12117
32554,5512,Ashley,See this?,0,12117
32554,5512,Ashley,"Well,",0,12117
32554,5512,Ashley,"now it holds,",0,12117
32554,5512,Ashley,and then it always zeroed [annulled].,0,12117
32555,5513,Will, //Then shut up.,0,12117
32556,5514,Vika," //But it’s on here,",0,12117
32556,5514,Vika,what can I do now.,0,12117
32557,5515,Will, //What do you mean?,0,12117
32558,5516,Vika," //Well,",0,12117
32558,5516,Vika,"when it's on,",0,12117
32558,5516,Vika,it means you can take something out and sign it.,0,12117
32559,5517,Will," No,",0,12117
32559,5517,Will,it //means that you...that it's yours.,0,12117
32560,5518,Oleg, Mine is still holding.,0,12117
32560,5518,Oleg,"Well,",0,12117
32560,5518,Oleg,"you've had it before,",0,12117
32560,5518,Oleg,haven't you?,0,12117
32561,5519,Will," Mine is on,",0,12117
32561,5519,Will,mine…//This is so that you know who you are.,0,12117
32561,5519,Will,It’s ok.,0,12117
32561,5519,Will,Do you know who you are?,0,12117
32562,5520,Ashley," Yes,",0,12117
32562,5520,Ashley,but then it was shown: “No decision”.,0,12117
32562,5520,Ashley,Can’t get it.,0,12117
32562,5520,Ashley,Do you see my decision?,0,12117
32563,5521,Vika, //Yes.,0,12117
32564,5522,Oleg, //Not yours.,0,12117
32565,5523,Will, //Are you sure?,0,12117
32565,5523,Will,Because...,0,12117
32566,5524,Ashley, In the end?,0,12117
32566,5524,Ashley,Do you see it there.,0,12117
32567,5525,Oleg, Right…Human…human…,0,12117
32568,5526,Ashley, Yes.,0,12117
32568,5526,Ashley,These are mine.,0,12117
32569,5527,Vika, Better eat something.,0,12117
32569,5527,Vika,Good girl.,0,12117
32569,5527,Vika,//Since you can't say anything.,0,12117
32570,5528,Oleg, //I see you have specimen factor.,0,12117
32571,5529,Ashley, Mhm.,0,12117
32572,5530,Oleg, All of your points are here.,0,12117
32572,5530,Oleg,"//Five,",0,12117
32572,5530,Oleg,"six,",0,12117
32572,5530,Oleg,"seven,",0,12117
32572,5530,Oleg,"six,",0,12117
32572,5530,Oleg,six.,0,12117
32572,5530,Oleg,Why....why are they so low?,0,12117
32572,5530,Oleg,"Oh,",0,12117
32572,5530,Oleg,"it’s on a ten-point scale,",0,12117
32572,5530,Oleg,right?,0,12117
32573,5531,Vika, //Finally.,0,12117
