,Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block
2481,2055,"(20,",con2,geo3,geo3,2116,1.0
2481,2055,"01) - 96% loss,",con2,geo3,geo3,2116,1.0
2481,2055,"399034.75 available,",con2,geo3,geo3,2116,1.0
2481,2055,"?15,961.36?",con2,geo3,geo3,2116,1.0
2481,2055,after loss,con2,geo3,geo3,2116,1.0
2482,2056,"Martian Meteorology Specialist: sedimentologist says that with the 97% water loss there,",teamvc,teamvc,vc1,2116,1.0
2482,2056,"you are left with about 12000 liters at that point,",teamvc,teamvc,vc1,2116,1.0
2482,2056,and that's before filtering it.,teamvc,teamvc,vc1,2116,1.0
2482,2056,"So,",teamvc,teamvc,vc1,2116,1.0
2482,2056,"while I like that point A LOT,",teamvc,teamvc,vc1,2116,1.0
2482,2056,our sedimentologist isn't liking it that much.,teamvc,teamvc,vc1,2116,1.0
2482,2056,,teamvc,teamvc,vc1,2116,1.0
2483,2057,Martian Meteorology Specialist: btw- NASA finally sent us the group video that you all made for us!,teamvc,teamvc,vc1,2116,1.0
2483,2057,:) we loved it!,teamvc,teamvc,vc1,2116,1.0
2484,2058,96% water loss sad day,con1,geo3,geo3,2116,1.0
2485,2059,Hydrogeologist: It's ok you can send us separately!,teamGeo,teamGeo,geo1,2116,1.0
2485,2059,:P,teamGeo,teamGeo,geo1,2116,1.0
2486,2060,Materials Specialist: most points in that area doesn't have water as per sidmentolgist ,teamConstr,teamConstr,con3,2116,1.0
2487,2061,"(19,",con1,geo3,geo3,2116,1.0
2487,2061,"02) - 96% loss,",con1,geo3,geo3,2116,1.0
2487,2061,"348090.96 available,",con1,geo3,geo3,2116,1.0
2487,2061,"?13,923.6384?",con1,geo3,geo3,2116,1.0
2487,2061,after loss,con1,geo3,geo3,2116,1.0
2488,2062,Martian Terrain Specialist: Yeah apparently there are several problems with those on our end,teamvc,teamvc,vc2,2116,1.0
2489,2063,"(13,",con1,geo3,geo3,2116,1.0
2489,2063,"14) - 61% loss,",con1,geo3,geo3,2116,1.0
2489,2063,"314237 available,",con1,geo3,geo3,2116,1.0
2489,2063,"?122,552.43?",con1,geo3,geo3,2116,1.0
2489,2063,after loss,con1,geo3,geo3,2116,1.0
2490,2064,"Martian Meteorology Specialist: So,",teamvc,teamvc,vc1,2116,2.0
2490,2064,"another point that's looking might fine for us is (13,14)",teamvc,teamvc,vc1,2116,2.0
2491,2065,"Sedimentologist: (13,",teamGeo,teamGeo,geo3,2116,2.0
2491,2065,"14) - 61% loss,",teamGeo,teamGeo,geo3,2116,2.0
2491,2065,"314237 available,",teamGeo,teamGeo,geo3,2116,2.0
2491,2065,"?122,552.43?",teamGeo,teamGeo,geo3,2116,2.0
2491,2065,after loss,teamGeo,teamGeo,geo3,2116,2.0
2492,2066,"Materials Specialist: no problem,",teamConstr,teamConstr,con3,2116,2.0
2492,2066,"we really liked 13,14",teamConstr,teamConstr,con3,2116,2.0
2493,2067,"Martian Meteorology Specialist: So,",teamConstr,teamvc,vc1,2116,2.0
2493,2067,"another point that's looking might fine for us is (13,14)",teamConstr,teamvc,vc1,2116,2.0
2494,2068,"Operations Specialist: ok,",teamConstr,teamConstr,con1,2116,2.0
2494,2068,that's fine,teamConstr,teamConstr,con1,2116,2.0
2495,2069,"Sedimentologist: 13,",teamGeo,teamGeo,geo3,2116,2.0
2495,2069,14 is prob the best from our end so far,teamGeo,teamGeo,geo3,2116,2.0
2496,2070,"Sedimentologist: (13,",teamConstr,teamGeo,geo3,2116,2.0
2496,2070,"14) - 61% loss,",teamConstr,teamGeo,geo3,2116,2.0
2496,2070,"314237 available,",teamConstr,teamGeo,geo3,2116,2.0
2496,2070,"?122,552.43?",teamConstr,teamGeo,geo3,2116,2.0
2496,2070,after loss,teamConstr,teamGeo,geo3,2116,2.0
2497,2071,"Martian Meteorology Specialist: (13,14) is looking pretty nice for us!",teamEng,teamvc,vc1,2116,2.0
2498,2072,"13,14",eng3,eng1,eng1,2116,2.0
2499,2073,"4,",geo3,con2,con2,2116,2.0
2499,2073,4 is looking interesting to us,geo3,con2,con2,2116,2.0
2500,2074,Sedimentologist: Big water here tbh,teamConstr,teamGeo,geo3,2116,2.0
2501,2075,Hydrogeologist: What about 13*14?\n,teamConstr,teamGeo,geo1,2116,2.0
2502,2076,"(13,",con2,geo3,geo3,2116,2.0
2502,2076,"14) - 61% loss,",con2,geo3,geo3,2116,2.0
2502,2076,"314237 available,",con2,geo3,geo3,2116,2.0
2502,2076,"?122,552.43?",con2,geo3,geo3,2116,2.0
2502,2076,after loss,con2,geo3,geo3,2116,2.0
2503,2077,"13,14",eng2,eng1,eng1,2116,2.0
2504,2078,"currently look at 46,32 and 48,30",geo3,con1,con1,2116,2.0
2505,2079,"Sedimentologist: (19,",teamGeo,teamGeo,geo3,2116,2.0
2505,2079,"02) - 96% loss,",teamGeo,teamGeo,geo3,2116,2.0
2505,2079,"348090.96 available,",teamGeo,teamGeo,geo3,2116,2.0
2505,2079,"?13,923.6384?",teamGeo,teamGeo,geo3,2116,2.0
2505,2079,after loss,teamGeo,teamGeo,geo3,2116,2.0
2506,2080,Hydrogeologist: And what do you think about 28*21 aaaand 13*16?,teamConstr,teamGeo,geo1,2116,2.0
2506,2080,,teamConstr,teamGeo,geo1,2116,2.0
2507,2081,"Sedimentologist: (18,",teamGeo,teamGeo,geo3,2116,2.0
2507,2081,"01) - 97% water loss,",teamGeo,teamGeo,geo3,2116,2.0
2507,2081,"412479.42 available,",teamGeo,teamGeo,geo3,2116,2.0
2507,2081,"?12,374.3826?",teamGeo,teamGeo,geo3,2116,2.0
2507,2081,after loss,teamGeo,teamGeo,geo3,2116,2.0
2508,2082,"we like 46,32",geo3,con1,con1,2116,2.0
2509,2083,"Can you try 46,32\n",eng1,eng2,eng2,2116,2.0
2510,2084,"Martian Terrain Specialist: 46,32 is looking ok for our team",teamvc,teamvc,vc2,2116,2.0
2511,2085,"13,",con1,geo3,geo3,2116,2.0
2511,2085,14 is really our mega one,con1,geo3,geo3,2116,2.0
2512,2086,"Structural Geologist: 7:02 uhhhhh 46,32????",teamGeo,teamGeo,geo2,2116,2.0
2513,2087,94% water loss sad day,con2,geo3,geo3,2116,2.0
2514,2088,"Operations Specialist: some of us like it,",teamGeo,teamConstr,con1,2116,2.0
2514,2088,but it's bad for the mechanical engineer,teamGeo,teamConstr,con1,2116,2.0
2515,2089,Materials Specialist: That's great ??????,teamConstr,teamConstr,con3,2116,2.0
2516,2090,water depth under 900 seems to have worst total water input \n,eng1,eng2,eng2,2116,2.0
2517,2091,"(46,",con1,geo3,geo3,2116,2.0
2517,2091,"43) - 87% loss,",con1,geo3,geo3,2116,2.0
2517,2091,"345982.62 available,",con1,geo3,geo3,2116,2.0
2517,2091,"?44,977.7406?",con1,geo3,geo3,2116,2.0
2517,2091,after loss,con1,geo3,geo3,2116,2.0
2518,2092,"Operations Specialist: 13,14 is fine for some of us,",teamvc,teamConstr,con1,2116,2.0
2518,2092,but it's pretty bad for the mechanical engineer,teamvc,teamConstr,con1,2116,2.0
2519,2093,Dece I think but other people haven't weighed in yet,con1,geo3,geo3,2116,2.0
2520,2094,"Materials Specialist: So let's finalize with (13,14)",teamConstr,teamConstr,con3,2116,2.0
2521,2095,"48,",con1,geo3,geo3,2116,2.0
2521,2095,43 has 96% loss sad,con1,geo3,geo3,2116,2.0
2522,2096,"(48,",con1,geo3,geo3,2116,2.0
2522,2096,"43) - 96% loss,",con1,geo3,geo3,2116,2.0
2522,2096,"317288.68 available,",con1,geo3,geo3,2116,2.0
2522,2096,"?12,691.5472?",con1,geo3,geo3,2116,2.0
2522,2096,after loss,con1,geo3,geo3,2116,2.0
2523,2097,"46,",con1,geo3,geo3,2116,2.0
2523,2097,43 is pretty bad on our end but it does have some sense of water.,con1,geo3,geo3,2116,2.0
2524,2098,"Sedimentologist: (48,",teamGeo,teamGeo,geo3,2116,2.0
2524,2098,"43) - 96% loss,",teamGeo,teamGeo,geo3,2116,2.0
2524,2098,"317288.68 available,",teamGeo,teamGeo,geo3,2116,2.0
2524,2098,"?12,691.5472?",teamGeo,teamGeo,geo3,2116,2.0
2524,2098,after loss,teamGeo,teamGeo,geo3,2116,2.0
2525,2099,"Structural Geologist: 7:06 not 28,21 only 51k water available",teamConstr,teamGeo,geo2,2116,2.0
2526,2100,"Sedimentologist: (46,",teamGeo,teamGeo,geo3,2116,2.0
2526,2100,"32) - 59% loss,",teamGeo,teamGeo,geo3,2116,2.0
2526,2100,"?293080.31 available,",teamGeo,teamGeo,geo3,2116,2.0
2526,2100,"120,162.9271?",teamGeo,teamGeo,geo3,2116,2.0
2526,2100,after loss,teamGeo,teamGeo,geo3,2116,2.0
2527,2101,Sedimentologist: Looks dece to us,teamGeo,teamGeo,geo3,2116,2.0
2528,2102,"10% loss,",eng2,eng1,eng1,2116,2.0
2528,2102,very good\n,eng2,eng1,eng1,2116,2.0
2529,2103,"13,16 imight be fine\n",geo3,con1,con1,2116,2.0
2530,2104,"(46,",con1,geo3,geo3,2116,2.0
2530,2104,"32) - 59% loss,",con1,geo3,geo3,2116,2.0
2530,2104,"?293080.31 available,",con1,geo3,geo3,2116,2.0
2530,2104,"120,162.9271?",con1,geo3,geo3,2116,2.0
2530,2104,after loss,con1,geo3,geo3,2116,2.0
2531,2105,"Martian Meteorology Specialist: Ok,",teamvc,teamvc,vc1,2116,2.0
2531,2105,"that one is decent for us actually,",teamvc,teamvc,vc1,2116,2.0
2531,2105,we could go for that one.,teamvc,teamvc,vc1,2116,2.0
2531,2105,,teamvc,teamvc,vc1,2116,2.0
2532,2106,"Martian Meteorology Specialist: Ok,",teamvc,teamvc,vc1,2116,2.0
2532,2106,"that one is decent for us actually,",teamvc,teamvc,vc1,2116,2.0
2532,2106,we could go for that one.,teamvc,teamvc,vc1,2116,2.0
2532,2106,,teamvc,teamvc,vc1,2116,2.0
2533,2107,"Martian Meteorology Specialist: Ok,",teamvc,teamvc,vc1,2116,2.0
2533,2107,"that one is decent for us actually,",teamvc,teamvc,vc1,2116,2.0
2533,2107,we could go for that one.,teamvc,teamvc,vc1,2116,2.0
2533,2107,,teamvc,teamvc,vc1,2116,2.0
2534,2108,"46,",con1,geo3,geo3,2116,2.0
2534,2108,32 - looks dece on our end.,con1,geo3,geo3,2116,2.0
2535,2109,"(46,",con2,geo3,geo3,2116,2.0
2535,2109,"32) - 59% loss,",con2,geo3,geo3,2116,2.0
2535,2109,"?293080.31 available,",con2,geo3,geo3,2116,2.0
2535,2109,"120,162.9271?",con2,geo3,geo3,2116,2.0
2535,2109,after loss,con2,geo3,geo3,2116,2.0
2536,2110,"Sedimentologist: (46,",teamConstr,teamGeo,geo3,2116,2.0
2536,2110,"32) - 59% loss,",teamConstr,teamGeo,geo3,2116,2.0
2536,2110,"?293080.31 available,",teamConstr,teamGeo,geo3,2116,2.0
2536,2110,"120,162.9271?",teamConstr,teamGeo,geo3,2116,2.0
2536,2110,after loss,teamConstr,teamGeo,geo3,2116,2.0
2537,2111,Sedimentologist: Is a go from our end FYI,teamConstr,teamGeo,geo3,2116,2.0
2538,2112,Martian Meteorology Specialist: gotcha.,teamConstr,teamvc,vc1,2116,2.0
2538,2112,like how bad are we talking?,teamConstr,teamvc,vc1,2116,2.0
2538,2112,"Another point the martian terrain specialist mentioned to us was 46,",teamConstr,teamvc,vc1,2116,2.0
2538,2112,"32 and that one is decent for us,",teamConstr,teamvc,vc1,2116,2.0
2538,2112,as well.\n,teamConstr,teamvc,vc1,2116,2.0
2539,2113,"Operations Specialist: I think we're considering 13,16 now",teamConstr,teamConstr,con1,2116,2.0
2540,2114,Operations Specialist: cause it works,teamConstr,teamConstr,con1,2116,2.0
2541,2115,"Structural Geologist: 7:09 we trying 13,16.",teamConstr,teamGeo,geo2,2116,2.0
2542,2116,"Mechanical Engineer: (13,16)?",teamvc,teamEng,eng2,2116,2.0
2543,2117,"either 46,32 or 13,16 is fine for us\n",geo3,con1,con1,2116,2.0
2544,2118,"Structural Geologist: 7:10 ok we could do either 46,32 or 13,16 on our end.",teamGeo,teamGeo,geo2,2116,2.0
2544,2118,"leaning towards 46,32",teamGeo,teamGeo,geo2,2116,2.0
2545,2119,"I think people like 46,32 better",geo3,con1,con1,2116,2.0
2546,2120,awesome!,eng1,eng2,eng2,2116,2.0
2547,2121,"We loaded the point in but if y'all want to change it,",con1,geo3,geo3,2116,2.0
2547,2121,go for it.,con1,geo3,geo3,2116,2.0
2548,2122,"Sedimentologist: We loaded the point in but if y'all want to change it,",teamGeo,teamGeo,geo3,2116,2.0
2548,2122,go for it.,teamGeo,teamGeo,geo3,2116,2.0
2549,2123,"Structural Geologist: 7:11 ok if yall are cool with it lets just do 46,32!!!!",teamGeo,teamGeo,geo2,2116,2.0
2550,2124,Keep it real,con1,geo3,geo3,2116,2.0
2551,2125,Anyone missing today?,con1,geo3,geo3,2116,2.0
2552,2126,Sedimentologist: LETSGOOOOO,teamGeo,teamGeo,geo3,2116,2.0
2553,2127,Sedimentologist: Let us know if anyone is missing today,teamGeo,teamGeo,geo3,2116,2.0
2554,2128,"Sedimentologist: Otherwise,",teamGeo,teamGeo,geo3,2116,2.0
2554,2128,catch y'all in the relay!,teamGeo,teamGeo,geo3,2116,2.0
2555,2129,Sedimentologist: COMMS CHECK 14:18 LETSGOOOOOOOOO,teamGeo,teamGeo,geo3,2117,0.0
2556,2130,COMMS CHECK 14:18,con1,geo3,geo3,2117,0.0
2557,2131,WHAT,con1,geo3,geo3,2117,0.0
2558,2132,IT,con1,geo3,geo3,2117,0.0
2559,2133,DO,con1,geo3,geo3,2117,0.0
2560,2134,LETSGOOOOOOO,con1,geo3,geo3,2117,0.0
2561,2135,??????,geo2,geo1,geo1,2117,0.0
2561,2135,??????,geo2,geo1,geo1,2117,0.0
2561,2135,??????!,geo2,geo1,geo1,2117,0.0
2562,2136,?????,geo3,geo1,geo1,2117,0.0
2562,2136,???!,geo3,geo1,geo1,2117,0.0
2563,2137,fu,geo1,geo3,geo3,2117,0.0
2564,2138,Martian Meteorology Specialist: Hello from Moscow from your Martian Meteorologist!,teamvc,teamvc,vc1,2117,0.0
2564,2138,How is everyone?!,teamvc,teamvc,vc1,2117,0.0
2564,2138,,teamvc,teamvc,vc1,2117,0.0
2565,2139,??,geo3,geo1,geo1,2117,0.0
2565,2139,???????,geo3,geo1,geo1,2117,0.0
2565,2139,???????,geo3,geo1,geo1,2117,0.0
2565,2139,??,geo3,geo1,geo1,2117,0.0
2565,2139,??,geo3,geo1,geo1,2117,0.0
2565,2139,?????????,geo3,geo1,geo1,2117,0.0
2566,2140,Martian Meteorology Specialist: Greetings from Moscow!,teamConstr,teamvc,vc1,2117,0.0
2566,2140,We are here whenever you all are ready!,teamConstr,teamvc,vc1,2117,0.0
2566,2140,:,teamConstr,teamvc,vc1,2117,0.0
2567,2141,Hydrogeologist: Fuuuuuuu,teamGeo,teamGeo,geo1,2117,0.0
2568,2142,Martian Meteorology Specialist: Hello all!,teamEng,teamvc,vc1,2117,0.0
2568,2142,Moscow team is here and ready to go whenever you are :)\n,teamEng,teamvc,vc1,2117,0.0
2569,2143,Hydrogeologist: ??????,teamGeo,teamGeo,geo1,2117,0.0
2570,2144,Martian Meteorology Specialist: Hellooooo from Moscow!,teamGeo,teamvc,vc1,2117,0.0
2570,2144,Let the team know whenever you all are ready!,teamGeo,teamvc,vc1,2117,0.0
2570,2144,:)\n,teamGeo,teamvc,vc1,2117,0.0
2571,2145,Materials Specialist: Hello eveyone,teamConstr,teamConstr,con3,2117,0.0
2572,2146,"Sedimentologist: Little clarification here for those not in the know,",teamGeo,teamGeo,geo3,2117,0.0
2572,2146,"\""fu\"" in Russian,",teamGeo,teamGeo,geo3,2117,0.0
2572,2146,"is like \""ew\"" in English.",teamGeo,teamGeo,geo3,2117,0.0
2572,2146,The more you know!,teamGeo,teamGeo,geo3,2117,0.0
2573,2147,"Sedimentologist: (35,",teamGeo,teamGeo,geo3,2117,0.0
2573,2147,"40) - 50% loss,",teamGeo,teamGeo,geo3,2117,0.0
2573,2147,"181301.55 available,",teamGeo,teamGeo,geo3,2117,0.0
2573,2147,"?90,650.775?",teamGeo,teamGeo,geo3,2117,0.0
2573,2147,after loss,teamGeo,teamGeo,geo3,2117,0.0
2574,2148,"(35,",con1,geo3,geo3,2117,0.0
2574,2148,"40) - 50% loss,",con1,geo3,geo3,2117,0.0
2574,2148,"181301.55 available,",con1,geo3,geo3,2117,0.0
2574,2148,"?90,650.775?",con1,geo3,geo3,2117,0.0
2574,2148,after loss,con1,geo3,geo3,2117,0.0
2575,2149,WHAT'S UP DRILL,con2,geo3,geo3,2117,0.0
2576,2150,"(35,",con2,geo3,geo3,2117,0.0
2576,2150,"40) - 50% loss,",con2,geo3,geo3,2117,0.0
2576,2150,"181301.55 available,",con2,geo3,geo3,2117,0.0
2576,2150,"?90,650.775?",con2,geo3,geo3,2117,0.0
2576,2150,after loss,con2,geo3,geo3,2117,0.0
2577,2151,"Hi,",eng3,eng1,eng1,2117,0.0
2577,2151,we started.,eng3,eng1,eng1,2117,0.0
2577,2151,"35,40",eng3,eng1,eng1,2117,0.0
2578,2152,"Hi,",eng2,eng1,eng1,2117,0.0
2578,2152,we started,eng2,eng1,eng1,2117,0.0
2579,2153,"Sedimentologist: @structgeo - You're able to see if there is water in a place too,",teamGeo,teamGeo,geo3,2117,0.0
2579,2153,right?,teamGeo,teamGeo,geo3,2117,0.0
2580,2154,"Sedimentologist: (09,",teamGeo,teamGeo,geo3,2117,0.0
2580,2154,"28) - 57% loss,",teamGeo,teamGeo,geo3,2117,0.0
2580,2154,"305316.08 available,",teamGeo,teamGeo,geo3,2117,0.0
2580,2154,"?131,285.9144?",teamGeo,teamGeo,geo3,2117,0.0
2580,2154,after loss,teamGeo,teamGeo,geo3,2117,0.0
2581,2155,"Sedimentologist: 9,",teamGeo,teamGeo,geo3,2117,0.0
2581,2155,28 is prob our top rn,teamGeo,teamGeo,geo3,2117,0.0
2582,2156,"(09,",con1,geo3,geo3,2117,0.0
2582,2156,"28) - 57% loss,",con1,geo3,geo3,2117,0.0
2582,2156,"305316.08 available,",con1,geo3,geo3,2117,0.0
2582,2156,"?131,285.9144?",con1,geo3,geo3,2117,0.0
2582,2156,after loss,con1,geo3,geo3,2117,0.0
2583,2157,"9,",con1,geo3,geo3,2117,0.0
2583,2157,28 is prob our top rn,con1,geo3,geo3,2117,0.0
2584,2158,"9,",con2,geo3,geo3,2117,0.0
2584,2158,28 is prob our top rn,con2,geo3,geo3,2117,0.0
2585,2159,"(09,",con2,geo3,geo3,2117,0.0
2585,2159,"28) - 57% loss,",con2,geo3,geo3,2117,0.0
2585,2159,"305316.08 available,",con2,geo3,geo3,2117,0.0
2585,2159,"?131,285.9144?",con2,geo3,geo3,2117,0.0
2585,2159,after loss,con2,geo3,geo3,2117,0.0
2586,2160,"Structural Geologist: zdravstvuyte,",teamGeo,teamGeo,geo2,2117,0.0
2586,2160,solnechniy privet iz armenii <3,teamGeo,teamGeo,geo2,2117,0.0
2587,2161,"Thanks,",eng1,eng3,eng3,2117,0.0
2587,2161,we are starting as well,eng1,eng3,eng3,2117,0.0
2588,2162,"Structural Geologist: that means 'hello,",teamGeo,teamGeo,geo2,2117,0.0
2588,2162,a warm welcome from Armenia <3',teamGeo,teamGeo,geo2,2117,0.0
2589,2163,DAMN y'all got a real jump on us this morning,geo3,con1,con1,2117,0.0
2590,2164,Martian Terrain Specialist: Martian terrain specialist here!,teamvc,teamvc,vc2,2117,0.0
2590,2164,Sorry I'm late!,teamvc,teamvc,vc2,2117,0.0
2591,2165,some of our members are still rolling out of bed I think...,geo3,con1,con1,2117,0.0
2591,2165,6:39am local,geo3,con1,con1,2117,0.0
2592,2166,"Structural Geologist: what about 15,",teamGeo,teamGeo,geo2,2117,0.0
2592,2166,17?,teamGeo,teamGeo,geo2,2117,0.0
2593,2167,"our mech doesn't like 35,",geo3,con1,con1,2117,0.0
2593,2167,40 I'm afraid...,geo3,con1,con1,2117,0.0
2594,2168,"Structural Geologist: or 22,37\n\n",teamGeo,teamGeo,geo2,2117,0.0
2595,2169,Operations Specialist: goooooooooooooooooooooooooooooood mornin!,teamConstr,teamConstr,con1,2117,0.0
2596,2170,Drilling Specialist: hello!\n,teamConstr,teamConstr,con2,2117,0.0
2597,2171,Materials Specialist: Guys where are you????,teamConstr,teamConstr,con3,2117,0.0
2598,2172,"Drilling Specialist: we're looking at 35,40",teamConstr,teamConstr,con2,2117,0.0
2599,2173,"Fluid Engineer: Great,",teamvc,teamEng,eng3,2117,0.0
2599,2173,we started a few minutes ago ,teamvc,teamEng,eng3,2117,0.0
2600,2174,hellooooo\n,geo3,con2,con2,2117,0.0
2601,2175,"Hi,",con1,geo3,geo3,2117,0.0
2601,2175,I would like to order a large WHAT'S POPPIN,con1,geo3,geo3,2117,0.0
2602,2176,Sedimentologist: Whaaaaat,teamGeo,teamGeo,geo3,2117,0.0
2603,2177,Sedimentologist: Is you in armenia?,teamGeo,teamGeo,geo3,2117,0.0
2603,2177,,teamGeo,teamGeo,geo3,2117,0.0
2604,2178,"Sedimentologist: Haha,",teamGeo,teamGeo,geo3,2117,0.0
2604,2178,"yes,",teamGeo,teamGeo,geo3,2117,0.0
2604,2178,that is correct,teamGeo,teamGeo,geo3,2117,0.0
2605,2179,AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,con1,geo3,geo3,2117,0.0
2606,2180,Building wells like it's OUR JOB tho,con1,geo3,geo3,2117,0.0
2607,2181,"But actually,",con1,geo3,geo3,2117,0.0
2607,2181,it do be in this case,con1,geo3,geo3,2117,0.0
2608,2182,06:39 - ouchie,con1,geo3,geo3,2117,0.0
2609,2183,Materials Specialist: Hi Ashley!,teamvc,teamConstr,con3,2117,0.0
2610,2184,Literally why I'm not in the Army,con1,geo3,geo3,2117,1.0
2611,2185,"Aight,",con1,geo3,geo3,2117,1.0
2611,2185,"what about 9,",con1,geo3,geo3,2117,1.0
2611,2185,28?,con1,geo3,geo3,2117,1.0
2612,2186,Sedimentologist: Checking,teamGeo,teamGeo,geo3,2117,1.0
2613,2187,zdravstvuyte,geo1,geo2,geo2,2117,1.0
2614,2188,na atom kompyutere net russkoy klavi po-etomu ya improviziruyu ))),geo1,geo2,geo2,2117,1.0
2615,2189,AYOOOOOOOOOOOOOO IT'S GO TIME,con2,geo3,geo3,2117,1.0
2616,2190,Drilling Specialist: do we have a drill brand and head for 9.28,teamConstr,teamConstr,con2,2117,1.0
2617,2191,not in the Army anymore*,con1,geo3,geo3,2117,1.0
2618,2192,Martian Meteorology Specialist: HEY!,teamConstr,teamvc,vc1,2117,1.0
2618,2192,Most important question before we begin - I'm guessing (hoping) you all got our videos?!,teamConstr,teamvc,vc1,2117,1.0
2618,2192,":) Second lol,",teamConstr,teamvc,vc1,2117,1.0
2618,2192,"we're looking at (9,28)",teamConstr,teamvc,vc1,2117,1.0
2619,2193,"definitely not 35,",geo3,con1,con1,2117,1.0
2619,2193,40 if we're being honest,geo3,con1,con1,2117,1.0
2620,2194,Hydrogeologist: Cool!,teamGeo,teamGeo,geo1,2117,1.0
2620,2194,Privet!,teamGeo,teamGeo,geo1,2117,1.0
2621,2195,Structural Geologist: no I'm at northwestern but from Armenia,teamGeo,teamGeo,geo2,2117,1.0
2622,2196,Structural Geologist: nu da ya nadeyus chat eto pravilno russkiy - moe perviy yazik,teamGeo,teamGeo,geo2,2117,1.0
2623,2197,"Sedimentologist: (22,",teamGeo,teamGeo,geo3,2117,1.0
2623,2197,"37) - 32% loss,",teamGeo,teamGeo,geo3,2117,1.0
2623,2197,"152292.33 available,",teamGeo,teamGeo,geo3,2117,1.0
2623,2197,"?103,558.7844?",teamGeo,teamGeo,geo3,2117,1.0
2623,2197,after loss,teamGeo,teamGeo,geo3,2117,1.0
2624,2198,"Sedimentologist: 22,",teamGeo,teamGeo,geo3,2117,1.0
2624,2198,37 is passable on our end,teamGeo,teamGeo,geo3,2117,1.0
2625,2199,"22,",con1,geo3,geo3,2117,1.0
2625,2199,37 is passable on our end,con1,geo3,geo3,2117,1.0
2626,2200,"22,",con2,geo3,geo3,2117,1.0
2626,2200,37 is passable on our end,con2,geo3,geo3,2117,1.0
2627,2201,I can't imagine y'all get an excess of sleep...,geo3,con1,con1,2117,1.0
2628,2202,Martian Meteorology Specialist: All good!,teamvc,teamvc,vc1,2117,1.0
2628,2202,Hope you all are doing great!,teamvc,teamvc,vc1,2117,1.0
2628,2202,"What do you all think about (9,28)\n",teamvc,teamvc,vc1,2117,1.0
2629,2203,"liking 9,",geo3,con1,con1,2117,1.0
2629,2203,28 so far - I think also our best choice,geo3,con1,con1,2117,1.0
2630,2204,"Structural Geologist: also,",teamGeo,teamGeo,geo2,2117,1.0
2630,2204,this might be our last meeting so if anybody wants to stay in touch afterwards ( I would LOVE to)\nmy instagram is @davo_avagyan_,teamGeo,teamGeo,geo2,2117,1.0
2631,2205,zdorovo!,geo2,geo1,geo1,2117,1.0
2632,2206,Govorish na russkom?,geo2,geo1,geo1,2117,1.0
2633,2207,Sedimentologist: ????????,teamGeo,teamGeo,geo3,2117,1.0
2634,2208,"Martian Terrain Specialist: Looking at 9,",teamvc,teamvc,vc2,2117,1.0
2634,2208,"28 and 40,",teamvc,teamvc,vc2,2117,1.0
2634,2208,45 at the moment.,teamvc,teamvc,vc2,2117,1.0
2634,2208,How are you feeling about those?,teamvc,teamvc,vc2,2117,1.0
2635,2209,Sedimentologist: ????????!?,teamGeo,teamGeo,geo3,2117,1.0
2635,2209,???,teamGeo,teamGeo,geo3,2117,1.0
2635,2209,??,teamGeo,teamGeo,geo3,2117,1.0
2635,2209,???????!,teamGeo,teamGeo,geo3,2117,1.0
2635,2209,??????,teamGeo,teamGeo,geo3,2117,1.0
2635,2209,?????!,teamGeo,teamGeo,geo3,2117,1.0
2636,2210,Drilling Specialist: we did!,teamvc,teamConstr,con2,2117,1.0
2636,2210,thank you!,teamvc,teamConstr,con2,2117,1.0
2637,2211,Martian Terrain Specialist: We got your videos!!,teamConstr,teamvc,vc2,2117,1.0
2637,2211,Thank you so much :)) ,teamConstr,teamvc,vc2,2117,1.0
2638,2212,"Look,",con1,geo3,geo3,2117,1.0
2638,2212,we are all out here tryinna be honest.,con1,geo3,geo3,2117,1.0
2638,2212,"Let's get this bread then at 9,",con1,geo3,geo3,2117,1.0
2638,2212,28,con1,geo3,geo3,2117,1.0
2639,2213,Sedimentologist: Nooooooooooooooo but aight.,teamGeo,teamGeo,geo3,2117,1.0
2640,2214,"Sedimentologist: We don't have access to that because,",teamGeo,teamGeo,geo3,2117,1.0
2640,2214,"you know,",teamGeo,teamGeo,geo3,2117,1.0
2640,2214,"isolation,",teamGeo,teamGeo,geo3,2117,1.0
2640,2214,but I'm @etokrug,teamGeo,teamGeo,geo3,2117,1.0
2641,2215,da ,geo1,geo2,geo2,2117,1.0
2642,2216,"Sedimentologist: Dude,",teamGeo,teamGeo,geo3,2117,1.0
2642,2216,I love yerevan.,teamGeo,teamGeo,geo3,2117,1.0
2642,2216,But when COVID hit I was in a small village in the west called Gyumri,teamGeo,teamGeo,geo3,2117,1.0
2643,2217,Sedimentologist: Got stuck there for a month or so before they opened the borders up again and I was able to fly out.,teamGeo,teamGeo,geo3,2117,1.0
2643,2217,Holla,teamGeo,teamGeo,geo3,2117,1.0
2644,2218,"Materials Specialist: Dirll B,",teamConstr,teamConstr,con3,2117,1.0
2644,2218,"Head B,",teamConstr,teamConstr,con3,2117,1.0
2644,2218,"Material steel,",teamConstr,teamConstr,con3,2117,1.0
