,content,recipient,sender,sentOnBehalfOf,session,block
1609,Maintenance Specialist: m,teamvc,teamvc,vc3,2112,2
1610,Sedimentologist: Then let us know,teamGeo,teamGeo,geo3,2112,2
1611,Sedimentologist: Just toss the pointout of those three you agree upon into it and we're ready to work,teamGeo,teamGeo,geo3,2112,2
1612,"Martian Meteorology Specialist: Would you all be okay with signing off on that one? I that's one that your side suggested to our sedimentologist, so I'm assuming it's decent for you all. ",teamvc,teamvc,vc1,2112,2
1613,Mechanical Engineer: We can settle on that! Lets sign off\n,teamvc,teamEng,eng2,2112,2
1614,"Structural Geologist: 7:14 alright then we think (36,45) is our best bet! is that good with y'all?",teamGeo,teamGeo,geo2,2112,2
1615,"Sedimentologist: We're solid on 36, 45. let's get down to business to defeat the huns",teamGeo,teamGeo,geo3,2112,2
1616,Drill Brand C\nDrill Head C\nEquip Material Steel\nEquip Duty 200,con2,con3,con3,2112,2
1617,"Structural Geologist: 7:17 alright we went with (36,45)",teamGeo,teamGeo,geo2,2112,2
1618,Martian Terrain Specialist: Signing off on that now,teamvc,teamvc,vc2,2112,2
1619,Drill Head & brand : B\nEquip Material : steel\nEquip Duty: 180,con1,con3,con3,2112,2
1620,Martian Meteorology Specialist: wooo yay!,teamEng,teamvc,vc1,2112,2
1621,Sedimentologist: We're gonna need a bigger boat boiz! Comms check 14:25 GOOD MORNING,teamGeo,teamGeo,geo3,2113,0
1622,Comms check 14:25 GOOD MORNING BIG UP,con1,geo3,geo3,2113,0
1623,WHAT'S UP BIG DRILL Comms check 14:25 GOOD MORNING,con2,geo3,geo3,2113,0
1624,"Materials Specialist: Hello everyone, SIRIUS team is here is ready",teamConstr,teamConstr,con3,2113,0
1625,Materials Specialist: SIRIUS team here is ready*,teamConstr,teamConstr,con3,2113,0
1626,Martian Meteorology Specialist: SIRIUS crew is here! :),teamvc,teamvc,vc1,2113,0
1627,Martian Meteorology Specialist: SIRIUS crew is here! :),teamConstr,teamvc,vc1,2113,0
1628,Martian Meteorology Specialist: SIRIUS crew is here! :),teamEng,teamvc,vc1,2113,0
1629,Martian Meteorology Specialist: SIRIUS crew is here! :),teamGeo,teamvc,vc1,2113,0
1630,"Hi, we started",eng2,eng1,eng1,2113,0
1631,"Hi, we started",eng3,eng1,eng1,2113,0
1632,"Biochemical Engineer: Hi, we started",teamEng,teamEng,eng1,2113,0
1633,"Materials Specialist: we suggest 37,13",teamConstr,teamConstr,con3,2113,0
1634,Materials Specialist: what do you think?,teamConstr,teamConstr,con3,2113,0
1635,"(37, 13) - 61% Loss, 314237.34 Available, ?122,552.5626? After Loss",con1,geo3,geo3,2113,0
1636,"37, 13 looking like a DECE boi",con1,geo3,geo3,2113,0
1637,"Sedimentologist: (37, 13) - 61% Loss, 314237.34 Available, ?122,552.5626? After Loss",teamGeo,teamGeo,geo3,2113,0
1638,"Sedimentologist: 37, 13 lookin' fine tbh",teamGeo,teamGeo,geo3,2113,0
1639,"37,13",eng2,eng1,eng1,2113,0
1640,"37,13",eng3,eng1,eng1,2113,0
1641,"Sedimentologist: (31, 30) - 56% loss, 200841.43 Available, ?88,370.2292? After loss",teamGeo,teamGeo,geo3,2113,0
1642,"Sedimentologist: 31, 30 pretty dece too tbh",teamGeo,teamGeo,geo3,2113,0
1643,"(31, 30) - 56% loss, 200841.43 Available, ?88,370.2292? After loss",con1,geo3,geo3,2113,0
1644,"Materials Specialist: and 31,30",teamConstr,teamConstr,con3,2113,0
1645,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",teamvc,teamvc,vc1,2113,0
1646,"31, 30 extra dece but not as dece as 37, 13",con1,geo3,geo3,2113,0
1647,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",teamConstr,teamvc,vc1,2113,0
1648,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",teamEng,teamvc,vc1,2113,0
1649,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",teamGeo,teamvc,vc1,2113,0
1650,"Hello, can you check 31,30",eng2,con3,con3,2113,0
1651,"what do you think about 31,30",con2,con3,con3,2113,0
1652,morning! we're here but still missing a few people ,geo3,con2,con2,2113,0
1653,Structural Geologist: good morning\n,teamGeo,teamGeo,geo2,2113,0
1654,"Mechanical Engineer: Hello! Most of us are here, we are missing our operations specialist and our maintenance specialist. We are continuing without them for right now.",teamvc,teamEng,eng2,2113,0
1655,Structural Geologist: how's life,teamGeo,teamGeo,geo2,2113,0
1656,Mechanical Engineer: Operations Specialist just came!\n,teamvc,teamEng,eng2,2113,0
1657,"Structural Geologist: 31,30 is much better more recharge",teamGeo,teamGeo,geo2,2113,0
1658,"Drilling Specialist: what drill brand, head for both points?\n",teamConstr,teamConstr,con2,2113,1
1659,"Drilling Specialist: 31,30 is okay for us",teamConstr,teamConstr,con2,2113,1
1660,"Drilling Specialist: but 37,13 isn't great",teamConstr,teamConstr,con2,2113,1
1661,Martian Meteorology Specialist: Great! Thank you for the information!! Fantastic to hear!\n,teamEng,teamvc,vc1,2113,1
1662,"Hello, 31,30 is the best point for us. We are currently missing our Maintenance specialist and martian terrain specialist but we are continuing on anyways",con3,eng2,eng2,2113,1
1663,Sedimentologist: YO We're good in the neighborhood. How's it going over there? Y'all staying strong? Eating them wheaties? We're still locked up. It be like that sometimes.,teamGeo,teamGeo,geo3,2113,1
1664,Materials Specialist: ???,teamConstr,teamConstr,con3,2113,1
1665,It be like that sometimes tbh,con2,geo3,geo3,2113,1
1666,"Fluid Engineer: Hello, we started as well",teamEng,teamEng,eng3,2113,1
1667,"hi, 37,13 was bad for us but 31,30 was good for us",eng1,eng2,eng2,2113,1
1668,we're the opposite :( 6:44AM local,geo3,con1,con1,2113,1
1669,"we liked 31,30 way better",geo3,con1,con1,2113,1
1670,"Drilling Specialist: (37,13) does not look good for us, but (31,30) seems fine",teamvc,teamConstr,con2,2113,1
1671,"Mechanical Engineer: hiya, we are missing our martian terrain specialist and our maintenance specialist but we are continuing anyways",teamEng,teamEng,eng2,2113,1
1672,"Sedimentologist: Ok, I mean both have a dece amt of water. But the other one has a significant amt more. It's whatever. Our first ick is 37, 13 so that's that, but if we have to end up handling 31, 30, we're open to it. we'd still like to explore other options.",teamGeo,teamGeo,geo3,2113,1
1673,"Drilling Specialist: we're also looking at 19,36 and 13,31",teamConstr,teamConstr,con2,2113,1
1674,"Structural Geologist: we are also looking at 19,36 and 13,31",teamGeo,teamGeo,geo2,2113,1
1675,"Structural Geologist: oh and 12,31",teamGeo,teamGeo,geo2,2113,1
1676,Structural Geologist: lol we had snow 2 days ago rip,teamGeo,teamGeo,geo2,2113,1
1677,"Martian Meteorology Specialist: I hear that you are considering (31,30), as well.  Between (37,13) and (31,30) is the better option for us.  (37,13) can reach a higher population, has less water loss, and more water available. ",teamEng,teamvc,vc1,2113,1
1678,"Mechanical Engineer: So far, our best point is 19,36 and then 31,30 then 12,31 and 13,31",teamvc,teamEng,eng2,2113,1
1679,"Martian Meteorology Specialist: Between (37,13) and (31,30) is the better option for us.  (37,13) can reach a higher population, has less water loss, and more water available. ",teamConstr,teamvc,vc1,2113,1
1680,"Yeah, I'm trying to get a consensus on it. 37, 13 is better for us but I'll try and get us on board with 31, 30",con1,geo3,geo3,2113,1
1681,"Mechanical Engineer: 37,13 was our worst point so far",teamvc,teamEng,eng2,2113,1
1682,Sedimentologist: WHAT UP SPACE HUMAN FACTORS GEO TEAM SAYS HEY,teamvc,teamGeo,geo3,2113,1
1683,"Operations Specialist: materials can I have your picks for 19,36 and 31,30?",teamConstr,teamConstr,con1,2113,1
1684,"That's great, let's go for it",eng2,con3,con3,2113,1
1685,"Sedimentologist: (13, 31) - 61% Loss, 272822.9 Available, ?106,400.931? After loss",teamGeo,teamGeo,geo3,2113,1
1686,"Sedimentologist: 13, 31 is pretty good",teamGeo,teamGeo,geo3,2113,1
1687,"Drilling Specialist: 37,13 is the worst one so far for us",teamvc,teamConstr,con2,2113,1
1688,"thanks! 31,30 is our worst option :(",geo3,con1,con1,2113,1
1689,"Drilling Specialist: we're also looking at 19,36 13,31 12,31",teamvc,teamConstr,con2,2113,1
1690,"Martian Meteorology Specialist: 12, 31  and 13, 31 are poor options for me, seeing as they can sustain only a very low population. \n",teamEng,teamvc,vc1,2113,1
1691,"Sedimentologist: (12, 31) - 68% Loss, 287694.92 Available, ?92,062.3744? After loss",teamGeo,teamGeo,geo3,2113,1
1692,"Drilling Specialist: 19,36 is the best point for us right now\n",teamvc,teamConstr,con2,2113,1
1693,"Sedimentologist: 13, 31 and 12, 31 are both limited in the amount of people they reach though according to meteorology",teamGeo,teamGeo,geo3,2113,1
1694,"Mechanical Engineer: For us, we can't get much water out of 37,13 without driving the cost way up",teamvc,teamEng,eng2,2113,1
1695,"(13, 31) - 61% Loss, 272822.9 Available, ?106,400.931? After loss",con1,geo3,geo3,2113,1
1696,Materials Specialist: Drill brand: B\nDrill head: B\nEquip Material: Steel\nEquip Duty: 180,teamConstr,teamConstr,con3,2113,1
1697,"(12, 31) - 68% Loss, 287694.92 Available, ?92,062.3744? After loss",con1,geo3,geo3,2113,1
1698,"Drilling Specialist: 19,36 is the best right now for us, and 37,13 is the worst \n",teamConstr,teamConstr,con2,2113,1
1699,"Both are good in terms of water, but they have really limited reach in terms of the amount of people they can serve.",con1,geo3,geo3,2113,1
1700,"Materials Specialist: these for 31,30",teamConstr,teamConstr,con3,2113,1
1701,6:44 am is one of my least favorite times to be sentient btw,con1,geo3,geo3,2113,1
1702,"Materials Specialist: Operation Specialist: this is for (31,30)\nDrill brand: B\nDrill head: B\nEquip Material: Steel\nEquip Duty: 180",teamConstr,teamConstr,con3,2113,1
1703,"what do you guys think of 19,36",geo3,con2,con2,2113,1
1704,"Materials Specialist: for 19,36 some of our crew members they didn't like it",teamConstr,teamConstr,con3,2113,1
1705,"we looked at more points and our current ranking for our side is 19,36 > 31,30 > 12,31 = 13,31 > 37,13",con3,eng2,eng2,2113,1
1706,"12, 36 has no water btw",con1,geo3,geo3,2113,1
1707,"Sedimentologist: 12, 36 has no water btw",teamGeo,teamGeo,geo3,2113,1
1708,"Martian Meteorology Specialist: 19,36 can't sustain much of a population honestly and also the sedimentologist says there's no water there. \n12,31 and 13,31 can sustain even lower population numbers.  For example, we want the number of people reached to be >4500.  All three of those points have <1000.\n",teamConstr,teamvc,vc1,2113,1
1709,"Materials Specialist: Let's go for (31,30). looks great for everyone",teamConstr,teamConstr,con3,2113,1
1710,"Martian Meteorology Specialist: How much would it increase the costs?  Is the increased costs perhaps worth the great amount of water, lower water loss, and ability to reach a high population?\n",teamEng,teamvc,vc1,2113,1
1711,Give us two points y'all are good to sign off on and we'll see if they coincide with ones that we can accept,con1,geo3,geo3,2113,2
1712,"(19, 36) - 95% water loss, 259758.49 Present",con2,geo3,geo3,2113,2
1713,Maintenance Specialist: Whats up guys\n,teamGeo,teamvc,vc3,2113,2
1714,"Basically, it's not really usable",con2,geo3,geo3,2113,2
1715,"we are going for 31,30",eng2,con3,con3,2113,2
1716,the best point for us,eng2,con3,con3,2113,2
1717,Drilling Specialist: sounds good,teamConstr,teamConstr,con2,2113,2
1718,Operations Specialist: sounds great!,teamConstr,teamConstr,con1,2113,2
1719,"Sedimentologist: Dude, BIG RIP - but also, apparently, we had snow here too - you know, because Moscow. But it's not like we had any interaction with it. So, I hope you threw a few snowballs. Maybe made a snow fort",teamGeo,teamGeo,geo3,2113,2
1720,"we are going for 31,30",con2,con3,con3,2113,2
1721,that's funny me too :/,geo3,con1,con1,2113,2
1722,"31,30 is our best",geo3,con1,con1,2113,2
1723,"19,36 is our second best",geo3,con1,con1,2113,2
1724,"Sedimentologist: Also, pull the trigger on 31, 30. It's not great for us, either, but it's really the only functional one that is functional for y'all, too",teamGeo,teamGeo,geo3,2113,2
1725,"Sedimentologist: Oh, jk, looks like you already did",teamGeo,teamGeo,geo3,2113,2
1726,Sedimentologist: PRANKED,teamGeo,teamGeo,geo3,2113,2
1727,Same tbh,con1,geo3,geo3,2113,2
1728,Looks like y'all are getting down to business to defeat the huns aight,con1,geo3,geo3,2113,2
1729,What does MTS mean lol,geo3,eng2,eng2,2113,2
1730,????,con3,geo1,geo1,2113,2
1731,Sedimentologist: Until next time my dudes,teamGeo,teamGeo,geo3,2113,2
1732,FYI our terrain specialist is out so make sure everyone knows not to pick them for the relay :),geo3,con1,con1,2113,2
1733,"please share that the terrain specialist is out, please don't pick them as a contact for the relay",geo3,con2,con2,2113,2
1734,Structural Geologist: terrain specialist is missing so don't pick her on the next task\n,teamGeo,teamGeo,geo2,2113,2
1735,"Maintenance Specialist: Hey, please pass on the info, but terrain specialist is not here today, so make sure not to pair with her during relay!\n",teamvc,teamvc,vc3,2113,2
1736,Banana parfee,geo1,con3,con3,2113,2
1737,hi\n,con1,eng2,eng2,2113,2
1738,Is this instant for us or still delayed,con1,eng2,eng2,2113,2
1739,I think instant?,eng2,con1,con1,2113,2
1740,)))),con3,geo1,geo1,2113,2
1741,"I don't know, MTS was there but I just added the specific terminology so people know where to go",eng2,geo3,geo3,2113,2
1742,"Ok, holla thanks!",con1,geo3,geo3,2113,2
1743,holla will do,con2,geo3,geo3,2113,2
1744,Sedimentologist: Holla,teamGeo,teamGeo,geo3,2113,2
1745,"Mechanical Engineer: Hiiiiii, we were told to say that no one should choose the terrain specialist for relay since they aren't here",teamvc,teamEng,eng2,2113,2
1746,Ah that makes sense,geo3,eng2,eng2,2113,2
1747,Sedimentologist: What is literally up my dudes? Comms Check 14:26,teamGeo,teamGeo,geo3,2114,0
1748,hey,geo3,geo1,geo1,2114,0
1749,POOP,geo1,geo3,geo3,2114,0
1750,poop staff,geo3,geo1,geo1,2114,0
1751,YO YO YO COMMS CHECK @ 14:28 WHAT'S POPPIN OVER THERE?,con1,geo3,geo3,2114,0
1752,WHAT'S UP BIG DRILL COMMS CHECK 14:28,con2,geo3,geo3,2114,0
1753,True,geo1,geo3,geo3,2114,0
1754,Materials Specialist: Hello,teamConstr,teamConstr,con3,2114,0
1755,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),teamvc,teamvc,vc1,2114,0
1756,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),teamConstr,teamvc,vc1,2114,0
1757,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),teamEng,teamvc,vc1,2114,0
1758,"Materials Specialist: What do you think about 31,31",teamConstr,teamConstr,con3,2114,0
1759,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),teamGeo,teamvc,vc1,2114,0
1760,"Sedimentologist: (31, 31) - 255668.76, 75% loss, ?63,917.19? after loss",teamGeo,teamGeo,geo3,2114,0
1761,"(31, 31) - 255668.76 available, 75% loss, ?63,917.19? after loss",con1,geo3,geo3,2114,0
1762,Hello,eng2,con3,con3,2114,0
1763,"31, 31 isn't great but it's the best potential one we've found so far. Holla back",con1,geo3,geo3,2114,0
1764,Sedimentologist: AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,teamGeo,teamGeo,geo3,2114,0
1765,"we agreed here on 31,31",eng2,con3,con3,2114,0
1766,What do you think?,eng2,con3,con3,2114,0
1767,Sedimentologist: HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,teamGeo,teamGeo,geo3,2114,0
1768,"Sedimentologist: (30, 40) - 123669.15, 71% loss, ?35,864.0535?",teamGeo,teamGeo,geo3,2114,0
1769,"Sedimentologist: (30, 40) is alright for us, but not a ton of water",teamGeo,teamGeo,geo3,2114,0
1770,"(30, 40) - 123669.15, 71% loss, ?35,864.0535? after loss",con1,geo3,geo3,2114,0
1771,"It's not a ton of water, but it's aight, I guess",con1,geo3,geo3,2114,0
1772,Structural Geologist: 6:38 what is LITERALLY up my dudes? the sky!,teamGeo,teamGeo,geo2,2114,0
1773,Fluid Engineer: ready to go now!,teamvc,teamEng,eng3,2114,0
1774,Structural Geologist: 6:39 AHHHHHHHHHHHHH,teamGeo,teamGeo,geo2,2114,0
1775,"Martian Terrain Specialist: Great! Working on 31,31 now",teamvc,teamvc,vc2,2114,0
1776,"(21, 35) - 161408.51, 41% loss, ?95,231.0209? after loss",con1,geo3,geo3,2114,0
1777,"Martian Meteorology Specialist: (31, 31), (35, 6), (30, 40), and (21,35) seem to be decent options for our group here. Do any of those work for you all? ",teamGeo,teamvc,vc1,2114,0
1778,"Martian Meteorology Specialist: (31, 31), (35, 6), (30, 40), and (21,35) seem to be decent options for our group here. Do any of those work for you all? ",teamConstr,teamvc,vc1,2114,0
1779,"Martian Meteorology Specialist: (31, 31), (35, 6), (30, 40), and (21,35) seem to be decent options for our group here. Do any of those work for you all? ",teamEng,teamvc,vc1,2114,0
1780,"21, 35 is pretty dece but some people here are like \""meh\"" about it",con1,geo3,geo3,2114,0
1781,"Drilling Specialist: Hello, we are now online, mechanical engineer is not here just to let you know. Looking at 45, 47",teamvc,teamConstr,con2,2114,0
1782,"Sedimentologist: (21, 35) - 161408.51, 41% loss, ?95,231.0209? after loss",teamGeo,teamGeo,geo3,2114,0
1783,"Sedimentologist: Pretty dece (21, 35) but some are like \""meh\""",teamGeo,teamGeo,geo3,2114,0
1784,"Operations Specialist: 31,31 is not super great for us",teamConstr,teamConstr,con1,2114,0
1785,Sedimentologist: I'M ABOUT TO HIT MY LONGEST YEAH BOI EVER,teamGeo,teamGeo,geo3,2114,0
1786,Sedimentologist: LET'S GO,teamGeo,teamGeo,geo3,2114,0
1787,"Drilling Specialist: Now looking at 43, 27",teamvc,teamConstr,con2,2114,0
1788,Materials Specialist: ????,teamConstr,teamConstr,con3,2114,0
1789,Let's,con1,geo3,geo3,2114,0
1790,Get,con1,geo3,geo3,2114,0
1791,YOYOYO I READ YOU 5X5,geo3,con2,con2,2114,0
1792,This,con1,geo3,geo3,2114,0
1793,Bread,con1,geo3,geo3,2114,0
1794,"Structural Geologist: 6:44 (43,27) seems to be the best for us right now. Looks pretty good",teamGeo,teamGeo,geo2,2114,0
1795,"Operations Specialist: how is 43,27",teamConstr,teamConstr,con1,2114,0
1796,"43,27 is good for most of us",vc1,con3,con3,2114,0
1797,"Sedimentologist: (43, 27) - 325684.48, 61% loss, ?127,016.9472?",teamGeo,teamGeo,geo3,2114,0
1798,"Structural Geologist: 6:47 Don't think any of those really work out for us. BUT we were looking at 43,27. That one seems to be our best!",teamvc,teamGeo,geo2,2114,0
1799,"Martian Meteorology Specialist: We like (43,27)!  Lots of water! 60% water loss, and definitely will need to be cleaned.  But we really like it! Good accessibility, and population numbers, as well!  We like that much better than 45,47.",teamConstr,teamvc,vc1,2114,0
1800,"We like (43,27)!  Lots of water! 60% water loss, and definitely will need to be cleaned.  But we really like it! Good accessibility, and population numbers, as well!  We like that much better than 45,47.",con3,vc1,vc1,2114,0
1801,"Sedimentologist: REAL TALK WE ARE HITTING IT OFF WITH 43, 27",teamGeo,teamGeo,geo3,2114,0
1802,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,con2,geo3,geo3,2114,0
1803,Great news!\n,con2,geo3,geo3,2114,0
1804,"43, 27 is FIRE",con2,geo3,geo3,2114,0
1805,"43, 27 iS FIIIIIIIIIIIIIIIIIIIIIIIIIRE",con1,geo3,geo3,2114,0
1806,"Martian Meteorology Specialist: Drilling specialist mentioned 43,27 to us.  We like (43,27)!  Lots of water! 60% water loss, and definitely will need to be cleaned.  But we really like it! Good accessibility, and population numbers, as well!  ",teamvc,teamvc,vc1,2114,0
1807,We really hit it off,con1,geo3,geo3,2114,0
1808,"it's really good for all of us 43,27",con1,con3,con3,2114,1
1809,Sedimentologist: AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,teamvc,teamGeo,geo3,2114,1
1810,Materials Specialist: it's really good for all of us,teamConstr,teamConstr,con3,2114,1
1811,"Materials Specialist: 43,27",teamConstr,teamConstr,con3,2114,1
1812,"Martian Meteorology Specialist: 43,27 is looking good to us!!!\n",teamGeo,teamvc,vc1,2114,1
1813,Materials Specialist: let's go for it,teamConstr,teamConstr,con3,2114,1
1814,Hello,con2,con3,con3,2114,1
1815,"PARTY AT 43, 27's HOUSE",con1,geo3,geo3,2114,1
1816,Operations Specialist: ok cool,teamvc,teamConstr,con1,2114,1
1817,Hydrogeologist: ????????,teamvc,teamGeo,geo1,2114,1
1818,"43,27 is the best option for all of us here",con2,con3,con3,2114,1
1819,"Sedimentologist: PARTY AT 43, 27'S HOUSE!",teamvc,teamGeo,geo3,2114,1
1820,Martian Meteorology Specialist: unce unce unce unce,teamGeo,teamvc,vc1,2114,1
1821,WHERE THE SIGNOFF PHASE AT?,con1,geo3,geo3,2114,1
1822,Operations Specialist: I agree,teamConstr,teamConstr,con1,2114,1
1823,hello,con3,con2,con2,2114,1
1824,"We also like 43, 27",con3,con2,con2,2114,1
1825,????,con3,geo1,geo1,2114,1
1826,he'll yeah,geo3,con1,con1,2114,1
1827,"Structural Geologist: 6:57 I am ready to marry 43,27... *blushes*",teamvc,teamGeo,geo2,2114,1
1828,Materials Specialist: we are waiting your response,teamConstr,teamConstr,con3,2114,1
1829,Sedimentologist: Where dey at doe?,teamGeo,teamGeo,geo3,2114,1
1830,"Martian Meteorology Specialist: Can we move to the sign-off phase if we are all in agreement on 43,27?",teamvc,teamvc,vc1,2114,1
1831,"Martian Meteorology Specialist: Can we move to the sign-off phase if we are all in agreement on 43,27?",teamConstr,teamvc,vc1,2114,1
1832,"Martian Meteorology Specialist: Can we move to the sign-off phase if we are all in agreement on 43,27?\\",teamEng,teamvc,vc1,2114,1
1833,"Martian Meteorology Specialist: Can we move to the sign-off phase if we are all in agreement on 43,27?",teamGeo,teamvc,vc1,2114,1
1834,Materials Specialist: let's sign off now,teamConstr,teamConstr,con3,2114,1
1835,Great,con2,con3,con3,2114,1
1836,Hydrogeologist: ????? ???! ))),teamvc,teamGeo,geo1,2114,1
1837,"Ok, let's sign off ",con2,con3,con3,2114,1
1838,"Operations Specialist: what drill brand / head were you thinking for 43,27",teamConstr,teamConstr,con1,2114,1
1839,Operations Specialist: yeah I think we're good w signing off\n,teamConstr,teamConstr,con1,2114,1
1840,Martian Terrain Specialist: Sounds good,teamvc,teamvc,vc2,2114,1
1841,"Sedimentologist: We ready to sign off on this bad boi, let's go - we're guessing there are some technical difficulties. It be like that sometimes though.",teamGeo,teamGeo,geo3,2114,1
1842,"hey \nwhat filters would you use for 43, 27",eng1,eng3,eng3,2114,1
1843,"We ready to sign off on this bad boi, let's go - we're guessing there are some technical difficulties. It be like that sometimes though.",con1,geo3,geo3,2114,1
1844,Operations Specialist: we're waiting on the fluid engineer to talk to the biochemical engineer,teamConstr,teamConstr,con1,2114,1
1845,Sedimentologist: HAhahahahahaha @structgeo same tbh,teamvc,teamGeo,geo3,2114,1
1846,Materials Specialist: Drill brand: Brand A\nDrill Head : Drill Head A\nEquip Material : Steel\nEquip Duty : 180,teamConstr,teamConstr,con3,2114,1
1847,Operations Specialist: thank you,teamConstr,teamConstr,con1,2114,1
1848,btw DONT CHOOSE THE MECHANICAL ENGINEER ON tHE RELAY TASK,geo3,con1,con1,2114,1
1849,she's gone today,geo3,con1,con1,2114,1
1850,"Drilling Specialist: Also for Relay, do not choose the mechanical engineer.",teamGeo,teamConstr,con2,2114,1
1851,YOU GOT IT KING,con1,geo3,geo3,2114,2
1852,Martian Meteorology Specialist: why did you all change my decision values?!?!?1\n,teamvc,teamvc,vc1,2114,2
1853,Materials Specialist: OK,teamConstr,teamConstr,con3,2114,2
1854,Sedimentologist: GOOD CALL ,teamConstr,teamGeo,geo3,2114,2
1855,Martian Meteorology Specialist: that increases the costs!\n,teamvc,teamvc,vc1,2114,2
1856,Structural Geologist: FYI DONT CHOOSE THE MECHANICAL ENGINEER FOR THE RELAY ACTIVITY!!! THEY ARE NOT HERE TODAY!!!!,teamvc,teamGeo,geo2,2114,2
1857,yo don't choose mechanical engineer she isn't here,geo1,eng3,eng3,2114,2
1858,yo we don't have a mechanical engineer today so don't choose that one for the relay,geo3,eng3,eng3,2114,2
1859,"Drilling Specialist: Bro pls, mechE is not here, make sure everyone knows not to choose them",teamGeo,teamConstr,con2,2114,2
1860,"Sedimentologist: WHAT'S UP Y'ALL!? WE BACK AT IT AGAIN OUT HERE IN THE ABOVE GROUND EXPERIMENTAL COMPLEX IN MOSCOW, RUSSIA. BRINGING IT TO YOU LIVE AT 14:25 MOSCOW TIME. LET'S GET READY TO RUMBLE!!!!",teamGeo,teamGeo,geo3,2115,0
1861,"WHAT'S UP Y'ALL!? WE BACK AT IT AGAIN OUT HERE IN THE ABOVE GROUND EXPERIMENTAL COMPLEX IN MOSCOW, RUSSIA. BRINGING IT TO YOU LIVE AT 14:25 MOSCOW TIME. LET'S GET READY TO RUMBLE!!!!",con1,geo3,geo3,2115,0
1862,"Sedimentologist: WHAT'S UP Y'ALL!? WE BACK AT IT AGAIN OUT HERE IN THE ABOVE GROUND EXPERIMENTAL COMPLEX IN MOSCOW, RUSSIA. BRINGING IT TO YOU LIVE AT 14:25 MOSCOW TIME. LET'S GET READY TO RUMBLE!!!!",teamvc,teamGeo,geo3,2115,0
1863,Martian Meteorology Specialist: Hey! Moscow team is here and ready to go! :) Let us know when you're there!,teamvc,teamvc,vc1,2115,0
1864,Martian Meteorology Specialist: Hey! Moscow team is here and ready to go! :) Let us know when you're there!,teamConstr,teamvc,vc1,2115,0
1865,Martian Meteorology Specialist: Hey! Moscow team is here and ready to go! :) Let us know when you're there!,teamEng,teamvc,vc1,2115,0
1866,Hydrogeologist: It's MD180!!!!! WOW WOW WOW ,teamGeo,teamGeo,geo1,2115,0
1867,Fuuu,con3,geo1,geo1,2115,0
1868,every project red better than the next >:),geo3,con1,con1,2115,0
1869,special ops here reporting for duty 6:36am local off of four hours of sleep lets gooooo,geo3,con1,con1,2115,0
1870,"We are online, down a member, and ready to go",geo3,geo2,geo2,2115,0
1871,"Biochemical Engineer: Hi, we started",teamEng,teamEng,eng1,2115,0
1872,"Hi, we started",eng3,eng1,eng1,2115,0
1873,AYYYYYYYYYYYYYYYYYYYY,con1,geo3,geo3,2115,0
1874,"(22, 27) - 58% loss, 318k available, ?134k after loss",con1,geo3,geo3,2115,0
1875,"Hi, we started",eng2,eng1,eng1,2115,0
1876,"Fluid Engineer: Hi, we're here and getting started",teamvc,teamEng,eng3,2115,0
1877,"(35, 30) - 41% loss, 161k available, ?95k? after loss",con1,geo3,geo3,2115,0
1878,"Sedimentologist: (35, 30) - 41% loss, 161k available, ?95k? after loss",teamGeo,teamGeo,geo3,2115,0
1879,"Sedimentologist: (22, 27) - 58% loss, 318k available, ?134k after loss",teamGeo,teamGeo,geo3,2115,0
1880,AYOOOOOOOOOOOOOOOOOOOO WHAT UP BIG STRUCT,geo2,geo3,geo3,2115,0
1881,Martian Terrain Specialist: Let's rumble! Heads up I will be filling in for the maintenance specialist as well today since he is not here! :),teamConstr,teamvc,vc2,2115,0
1882,???????? ??? ???? ????????? ???,geo1,con3,con3,2115,0
1883,Sedimentologist: WE GOT TWO MONTHS LEFT IN THE SLAMMER BOIZ,teamGeo,teamGeo,geo3,2115,0
1884,Materials Specialist: ??,teamvc,teamConstr,con3,2115,0
1885,"Hi, we started as well",vc3,eng3,eng3,2115,0
1886,yeeeeeea,con3,geo1,geo1,2115,0
1887,Materials Specialist: ?????? ?????,teamConstr,teamConstr,con3,2115,1
1888,Hydrogeologist: It's MD180!!!! Wow Wow Wow,teamvc,teamGeo,geo1,2115,1
1889,We got two months left in the slammer boiz,con1,geo3,geo3,2115,1
1890,LFG,con1,geo3,geo3,2115,1
1891,Materials Specialist: ??????,teamConstr,teamConstr,con3,2115,1
