,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
74935,Bmr005-c1_0808454_0808684,b,Bmr005-c1,fe008,Bmr005,yeah .,2,74935
74938,Bmr005-c8_0816146_0816446,b,Bmr005-c8,me011,Bmr005,uhhuh .,2,74938
74941,Bmr005-c8_0823734_0824044,b,Bmr005-c8,me011,Bmr005,uhhuh .,2,74941
74963,Bmr005-c3_0867637_0868237,b,Bmr005-c3,mn005,Bmr005,yeah .,2,74963
74971,Bmr005-c3_0874444_0874704,b,Bmr005-c3,mn005,Bmr005,yeah .,2,74971
74973,Bmr005-c5_0878627_0879287,b,Bmr005-c5,mn017,Bmr005,uhhuh .,2,74973
74976,Bmr005-c4_0884592_0884922,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,74976
75050,Bmr005-c4_1041920_1042100,b,Bmr005-c4,me013,Bmr005,yeah .,2,75050
75060,Bmr005-c5_1064940_1065270,b,Bmr005-c5,mn017,Bmr005,right .,2,75060
75070,Bmr005-c1_1085890_1086270,b,Bmr005-c1,fe008,Bmr005,uhhuh .,2,75070
75085,Bmr005-c4_1108680_1110140,b,Bmr005-c4,me013,Bmr005,yeah yeah yeah .,2,75085
75090,Bmr005-c4_1114250_1114390,b,Bmr005-c4,me013,Bmr005,good .,2,75090
75094,Bmr005-c8_1116880_1117250,b,Bmr005-c8,me011,Bmr005,yeah .,2,75094
75096,Bmr005-c4_1118840_1119130,b,Bmr005-c4,me013,Bmr005,yeah .,2,75096
75099,Bmr005-c1_1124590_1124850,b,Bmr005-c1,fe008,Bmr005,yeah .,2,75099
75100,Bmr005-c3_1125470_1125880,b,Bmr005-c3,mn005,Bmr005,uhhuh .,2,75100
75114,Bmr005-c3_1192640_1192800,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75114
75122,Bmr005-c8_1226540_1226950,b,Bmr005-c8,me011,Bmr005,uhhuh .,2,75122
75125,Bmr005-c3_1249640_1249860,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75125
75127,Bmr005-c3_1251120_1251440,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75127
75128,Bmr005-c3_1252390_1252700,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75128
75129,Bmr005-c3_1254670_1255390,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75129
75130,Bmr005-c3_1257040_1257270,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75130
75140,Bmr005-c8_1271720_1272090,b,Bmr005-c8,me011,Bmr005,uhhuh .,2,75140
75180,Bmr005-c4_1372180_1372420,b,Bmr005-c4,me013,Bmr005,okay .,2,75180
75182,Bmr005-c3_1374950_1375260,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75182
75185,Bmr005-c3_1383560_1384200,b,Bmr005-c3,mn005,Bmr005,uhhuh .,2,75185
75188,Bmr005-c3_1387000_1387330,b,Bmr005-c3,mn005,Bmr005,uhhuh .,2,75188
75189,Bmr005-c3_1387580_1387780,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75189
75217,Bmr005-c8_1471780_1472010,b,Bmr005-c8,me011,Bmr005,yep .,2,75217
75233,Bmr005-c4_1487550_1489480,b,Bmr005-c4,me013,Bmr005,uh - yeah .,2,75233
75244,Bmr005-c4_1507960_1508270,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,75244
75247,Bmr005-c2_1510300_1510740,b,Bmr005-c2,fe016,Bmr005,oh .,2,75247
75255,Bmr005-c3_1518020_1518340,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75255
75259,Bmr005-c4_1526710_1526910,b,Bmr005-c4,me013,Bmr005,yeah .,2,75259
75261,Bmr005-c4_1529570_1529750,b,Bmr005-c4,me013,Bmr005,yeah .,2,75261
75262,Bmr005-c4_1531940_1532130,b,Bmr005-c4,me013,Bmr005,yeah .,2,75262
75266,Bmr005-c8_1566510_1566750,b,Bmr005-c8,me011,Bmr005,yep .,2,75266
75269,Bmr005-c4_1573340_1573610,b,Bmr005-c4,me013,Bmr005,yeah .,2,75269
75277,Bmr005-c4_1621430_1621740,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,75277
75278,Bmr005-c8_1622500_1622730,b,Bmr005-c8,me011,Bmr005,right .,2,75278
75282,Bmr005-c3_1643670_1643980,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75282
75286,Bmr005-c3_1651470_1651840,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75286
75288,Bmr005-c3_1656840_1657080,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75288
75289,Bmr005-c3_1657970_1658280,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75289
75290,Bmr005-c3_1658490_1658900,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75290
75294,Bmr005-c4_1677020_1677450,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,75294
75296,Bmr005-c4_1684030_1684250,b,Bmr005-c4,me013,Bmr005,yeah .,2,75296
75306,Bmr005-c3_1734930_1735120,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75306
75314,Bmr005-c3_1747990_1748250,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75314
75320,Bmr005-c3_1755840_1755980,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75320
75323,Bmr005-c3_1762190_1762590,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75323
75329,Bmr005-c8_1767080_1767330,b,Bmr005-c8,me011,Bmr005,yep .,2,75329
75336,Bmr005-c4_1794710_1795350,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,75336
75370,Bmr005-c3_1883040_1883310,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75370
75371,Bmr005-c3_1885730_1886010,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75371
75378,Bmr005-c4_1932320_1932710,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,75378
75421,Bmr005-c4_2037840_2038030,b,Bmr005-c4,me013,Bmr005,yeah .,2,75421
75425,Bmr005-c3_2051860_2052210,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75425
75433,Bmr005-c8_2061480_2061690,b,Bmr005-c8,me011,Bmr005,right .,2,75433
75434,Bmr005-c4_2063690_2064240,b,Bmr005-c4,me013,Bmr005,uhhuh .,2,75434
75435,Bmr005-c8_2063850_2064070,b,Bmr005-c8,me011,Bmr005,yep .,2,75435
75436,Bmr005-c3_2064240_2064460,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75436
75438,Bmr005-c3_2066100_2066500,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75438
75442,Bmr005-c3_2068700_2068950,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75442
75445,Bmr005-c3_2072880_2073170,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75445
75448,Bmr005-c3_2085120_2085380,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75448
75450,Bmr005-c8_2087580_2087860,b,Bmr005-c8,me011,Bmr005,right .,2,75450
75452,Bmr005-c3_2087750_2088000,b,Bmr005-c3,mn005,Bmr005,uhhuh .,2,75452
75458,Bmr005-c1_2096810_2097040,b,Bmr005-c1,fe008,Bmr005,yeah .,2,75458
75461,Bmr005-c1_2099380_2099660,b,Bmr005-c1,fe008,Bmr005,yeah .,2,75461
75474,Bmr005-c3_2125490_2125750,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75474
75499,Bmr005-c3_2167540_2167680,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75499
75505,Bmr005-c3_2179710_2179890,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75505
75510,Bmr005-c3_2188050_2188230,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75510
75512,Bmr005-c3_2197560_2197970,b,Bmr005-c3,mn005,Bmr005,uhhuh .,2,75512
75515,Bmr005-c3_2199020_2199400,b,Bmr005-c3,mn005,Bmr005,okay .,2,75515
75517,Bmr005-c3_2208400_2208710,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75517
75530,Bmr005-c2_2243300_2243640,b,Bmr005-c2,fe016,Bmr005,uhhuh .,2,75530
75577,Bmr005-c1_2346010_2346280,b,Bmr005-c1,fe008,Bmr005,oh .,2,75577
75585,Bmr005-c2_2354010_2354360,b,Bmr005-c2,fe016,Bmr005,uhhuh .,2,75585
75599,Bmr005-c2_2383500_2383910,b,Bmr005-c2,fe016,Bmr005,okay .,2,75599
75613,Bmr005-c1_2413740_2414170,b,Bmr005-c1,fe008,Bmr005,uhhuh .,2,75613
75622,Bmr005-c4_2420380_2420560,b,Bmr005-c4,me013,Bmr005,yeah .,2,75622
75637,Bmr005-c8_2461670_2461890,b,Bmr005-c8,me011,Bmr005,yep .,2,75637
75641,Bmr005-c3_2483420_2483800,b,Bmr005-c3,mn005,Bmr005,sure .,2,75641
75642,Bmr005-c3_2484190_2484690,b,Bmr005-c3,mn005,Bmr005,sure .,2,75642
75668,Bmr005-c1_2533330_2533490,b,Bmr005-c1,fe008,Bmr005,right .,2,75668
75695,Bmr005-c4_2600240_2600500,b,Bmr005-c4,me013,Bmr005,yeah .,2,75695
75703,Bmr005-c3_2623010_2623500,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75703
75705,Bmr005-c3_2624240_2624690,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75705
75709,Bmr005-c3_2630820_2631150,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75709
75711,Bmr005-c3_2634200_2634610,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75711
75714,Bmr005-c3_2635940_2636390,b,Bmr005-c3,mn005,Bmr005,yeah .,2,75714
75791,Bmr005-c2_2793410_2793940,b,Bmr005-c2,fe016,Bmr005,okay .,2,75791
75797,Bmr005-c2_2809900_2810150,b,Bmr005-c2,fe016,Bmr005,yeah .,2,75797
75804,Bmr005-c4_2822910_2823410,b,Bmr005-c4,me013,Bmr005,yeah .,2,75804
75806,Bmr005-c4_2826950_2827190,b,Bmr005-c4,me013,Bmr005,yeah .,2,75806
75808,Bmr005-c2_2827320_2827520,b,Bmr005-c2,fe016,Bmr005,right .,2,75808
75824,Bmr005-c5_2862770_2863310,b,Bmr005-c5,mn017,Bmr005,uhhuh .,2,75824
75829,Bmr005-c5_2871990_2872560,b,Bmr005-c5,mn017,Bmr005,uhhuh .,2,75829
75831,Bmr005-c5_2881950_2882620,b,Bmr005-c5,mn017,Bmr005,uhhuh .,2,75831
75835,Bmr005-c5_2897410_2898360,b,Bmr005-c5,mn017,Bmr005,uhhuh .,2,75835
75838,Bmr005-c5_2909710_2910340,b,Bmr005-c5,mn017,Bmr005,uhhuh .,2,75838
75845,Bmr005-c5_2945970_2946820,b,Bmr005-c5,mn017,Bmr005,huh .,2,75845
75891,Bmr005-c4_3144150_3144340,b,Bmr005-c4,me013,Bmr005,yeah .,2,75891
75900,Bmr005-c4_3171550_3177060,b,Bmr005-c4,me013,Bmr005,uh um ==,2,75900
75957,Bmr005-c2_3398970_3399320,b,Bmr005-c2,fe016,Bmr005,yeah .,2,75957
75983,Bmr005-c2_3483560_3484200,b,Bmr005-c2,fe016,Bmr005,okay .,2,75983
76002,Bmr005-c2_3557020_3557270,b,Bmr005-c2,fe016,Bmr005,right .,2,76002
76015,Bmr005-c4_3591880_3592160,b,Bmr005-c4,me013,Bmr005,right .,2,76015
76017,Bmr005-c4_3597420_3597710,b,Bmr005-c4,me013,Bmr005,yeah .,2,76017
76043,Bmr005-c4_3685250_3685540,b,Bmr005-c4,me013,Bmr005,yeah .,2,76043
76045,Bmr005-c8_3690240_3690420,b,Bmr005-c8,me011,Bmr005,right .,2,76045
76050,Bmr005-c2_3698590_3699160,b,Bmr005-c2,fe016,Bmr005,right right .,2,76050
76054,Bmr005-c8_3714850_3715220,b,Bmr005-c8,me011,Bmr005,right .,2,76054
76056,Bmr005-c4_3717330_3717720,b,Bmr005-c4,me013,Bmr005,yeah .,2,76056
76070,Bmr005-c2_3766190_3766510,b,Bmr005-c2,fe016,Bmr005,right .,2,76070
76071,Bmr005-c4_3766320_3766680,b,Bmr005-c4,me013,Bmr005,yeah .,2,76071
76095,Bmr005-c8_3848950_3849180,b,Bmr005-c8,me011,Bmr005,yep .,2,76095
76107,Bmr005-c4_3878930_3880030,b,Bmr005-c4,me013,Bmr005,yeah yeah .,2,76107
76112,Bmr005-c4_3883850_3884150,b,Bmr005-c4,me013,Bmr005,yeah .,2,76112
76118,Bmr005-c4_3890690_3891160,b,Bmr005-c4,me013,Bmr005,yeah .,2,76118
76130,Bmr005-c4_3921320_3921590,b,Bmr005-c4,me013,Bmr005,yeah .,2,76130
76131,Bmr005-c4_3924100_3924360,b,Bmr005-c4,me013,Bmr005,yeah .,2,76131
76137,Bmr005-c8_3931090_3931290,b,Bmr005-c8,me011,Bmr005,yep .,2,76137
76158,Bmr005-c2_3973030_3973510,b,Bmr005-c2,fe016,Bmr005,right .,2,76158
76173,Bmr005-c2_4011590_4011970,b,Bmr005-c2,fe016,Bmr005,okay .,2,76173
76175,Bmr005-c2_4015110_4015450,b,Bmr005-c2,fe016,Bmr005,okay .,2,76175
76178,Bmr005-c2_4018930_4019190,b,Bmr005-c2,fe016,Bmr005,all right .,2,76178
76186,Bmr005-c8_4049020_4049440,b,Bmr005-c8,me011,Bmr005,right .,2,76186
76218,Bmr005-c2_4155430_4155890,b,Bmr005-c2,fe016,Bmr005,yeah .,2,76218
76221,Bmr005-c1_4161330_4161660,b,Bmr005-c1,fe008,Bmr005,yeah .,2,76221
76223,Bmr005-c2_4163370_4163700,b,Bmr005-c2,fe016,Bmr005,uhhuh .,2,76223
76233,Bmr005-c2_4190230_4190680,b,Bmr005-c2,fe016,Bmr005,uhhuh .,2,76233
76237,Bmr005-c4_4194550_4195000,b,Bmr005-c4,me013,Bmr005,yeah .,2,76237
76251,Bmr005-c2_4219580_4220040,b,Bmr005-c2,fe016,Bmr005,yeah .,2,76251
76252,Bmr005-c2_4227920_4228250,b,Bmr005-c2,fe016,Bmr005,uhhuh .,2,76252
76255,Bmr005-c2_4233860_4234150,b,Bmr005-c2,fe016,Bmr005,right .,2,76255
76258,Bmr005-c2_4235110_4235540,b,Bmr005-c2,fe016,Bmr005,okay .,2,76258
76261,Bmr005-c2_4244780_4245150,b,Bmr005-c2,fe016,Bmr005,uhhuh .,2,76261
76272,Bmr005-c4_4261980_4262510,b,Bmr005-c4,me013,Bmr005,okay .,2,76272
76278,Bmr014-cb_0012531_0012921,b,Bmr014-cb,fe008,Bmr014,yeah .,2,76278
76282,Bmr014-c8_0018362_0018702,b,Bmr014-c8,me013,Bmr014,yeah .,2,76282
76283,Bmr014-c8_0023990_0024120,b,Bmr014-c8,me013,Bmr014,yeah .,2,76283
76286,Bmr014-c8_0031547_0031957,b,Bmr014-c8,me013,Bmr014,okay .,2,76286
76315,Bmr014-cb_0095985_0096215,b,Bmr014-cb,fe008,Bmr014,yeah .,2,76315
76318,Bmr014-cb_0099225_0099305,b,Bmr014-cb,fe008,Bmr014,yeah .,2,76318
76319,Bmr014-c4_0099291_0099611,b,Bmr014-c4,me011,Bmr014,yeah .,2,76319
76324,Bmr014-c1_0104047_0104457,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76324
76335,Bmr014-c4_0118306_0118546,b,Bmr014-c4,me011,Bmr014,yeah .,2,76335
76336,Bmr014-c4_0118636_0118896,b,Bmr014-c4,me011,Bmr014,right .,2,76336
76345,Bmr014-c4_0145179_0145429,b,Bmr014-c4,me011,Bmr014,right .,2,76345
76360,Bmr014-c4_0207469_0207869,b,Bmr014-c4,me011,Bmr014,huh .,2,76360
76368,Bmr014-c4_0227390_0227610,b,Bmr014-c4,me011,Bmr014,right .,2,76368
76372,Bmr014-c1_0245591_0245861,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76372
76390,Bmr014-c2_0277415_0277885,b,Bmr014-c2,me018,Bmr014,huh .,2,76390
76392,Bmr014-c8_0278947_0279147,b,Bmr014-c8,me013,Bmr014,yeah .,2,76392
76399,Bmr014-c8_0298680_0298880,b,Bmr014-c8,me013,Bmr014,yeah .,2,76399
76405,Bmr014-c8_0312800_0312960,b,Bmr014-c8,me013,Bmr014,yeah .,2,76405
76415,Bmr014-c1_0339865_0339945,b,Bmr014-c1,mn014,Bmr014,uhhuh .,2,76415
76444,Bmr014-c8_0412020_0412280,b,Bmr014-c8,me013,Bmr014,yeah .,2,76444
76446,Bmr014-c8_0414680_0414910,b,Bmr014-c8,me013,Bmr014,yeah .,2,76446
76455,Bmr014-c8_0430730_0430950,b,Bmr014-c8,me013,Bmr014,yeah .,2,76455
76460,Bmr014-c2_0434890_0435010,b,Bmr014-c2,me018,Bmr014,yeah .,2,76460
76461,Bmr014-c2_0435190_0435610,b,Bmr014-c2,me018,Bmr014,yeah .,2,76461
76464,Bmr014-c4_0438122_0438362,b,Bmr014-c4,me011,Bmr014,yep .,2,76464
76466,Bmr014-c4_0441250_0441470,b,Bmr014-c4,me011,Bmr014,right .,2,76466
76470,Bmr014-c4_0451550_0451790,b,Bmr014-c4,me011,Bmr014,right .,2,76470
76483,Bmr014-c8_0482810_0483110,b,Bmr014-c8,me013,Bmr014,yeah .,2,76483
76495,Bmr014-c8_0496714_0496974,b,Bmr014-c8,me013,Bmr014,yeah .,2,76495
76500,Bmr014-c4_0511930_0512140,b,Bmr014-c4,me011,Bmr014,right .,2,76500
76518,Bmr014-c8_0537838_0538008,b,Bmr014-c8,me013,Bmr014,yeah .,2,76518
76530,Bmr014-c4_0551427_0551637,b,Bmr014-c4,me011,Bmr014,yep .,2,76530
76539,Bmr014-c8_0561499_0561869,b,Bmr014-c8,me013,Bmr014,yeah .,2,76539
76553,Bmr014-cb_0610834_0610984,b,Bmr014-cb,fe008,Bmr014,uhhuh .,2,76553
76567,Bmr014-c8_0640983_0641233,b,Bmr014-c8,me013,Bmr014,right .,2,76567
76568,Bmr014-c8_0643805_0644245,b,Bmr014-c8,me013,Bmr014,okay .,2,76568
76578,Bmr014-cb_0657228_0657448,b,Bmr014-cb,fe008,Bmr014,yeah .,2,76578
76586,Bmr014-c1_0664972_0665192,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76586
76591,Bmr014-c1_0672152_0672282,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76591
76592,Bmr014-cb_0672526_0672846,b,Bmr014-cb,fe008,Bmr014,okay .,2,76592
76593,Bmr014-c8_0672970_0673140,b,Bmr014-c8,me013,Bmr014,yeah .,2,76593
76594,Bmr014-c8_0674050_0674290,b,Bmr014-c8,me013,Bmr014,okay .,2,76594
76598,Bmr014-c1_0682280_0682370,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76598
76608,Bmr014-c1_0686151_0686321,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76608
76610,Bmr014-c8_0689220_0689430,b,Bmr014-c8,me013,Bmr014,yeah .,2,76610
76613,Bmr014-c2_0689320_0689520,b,Bmr014-c2,me018,Bmr014,yeah .,2,76613
76614,Bmr014-c8_0689760_0690200,b,Bmr014-c8,me013,Bmr014,okay .,2,76614
76622,Bmr014-c8_0701376_0701506,b,Bmr014-c8,me013,Bmr014,yeah .,2,76622
76635,Bmr014-c8_0726950_0727220,b,Bmr014-c8,me013,Bmr014,yeah .,2,76635
76642,Bmr014-c1_0733066_0734446,b,Bmr014-c1,mn014,Bmr014,huh .,2,76642
76644,Bmr014-c8_0734420_0735310,b,Bmr014-c8,me013,Bmr014,yeah yeah .,2,76644
76658,Bmr014-c4_0779990_0780340,b,Bmr014-c4,me011,Bmr014,right .,2,76658
76664,Bmr014-c4_0792341_0792591,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,76664
76670,Bmr014-c1_0810340_0810670,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76670
76676,Bmr014-c2_0818708_0819088,b,Bmr014-c2,me018,Bmr014,uhhuh .,2,76676
76680,Bmr014-c2_0822481_0822761,b,Bmr014-c2,me018,Bmr014,okay .,2,76680
76685,Bmr014-c2_0833802_0834012,b,Bmr014-c2,me018,Bmr014,uhhuh .,2,76685
76686,Bmr014-cb_0834102_0834582,b,Bmr014-cb,fe008,Bmr014,exactly .,2,76686
76689,Bmr014-c1_0835726_0836366,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76689
76703,Bmr014-c4_0874920_0875140,b,Bmr014-c4,me011,Bmr014,right .,2,76703
76712,Bmr014-c2_0889937_0890377,b,Bmr014-c2,me018,Bmr014,uhhuh .,2,76712
76715,Bmr014-c2_0898140_0898340,b,Bmr014-c2,me018,Bmr014,yeah .,2,76715
76717,Bmr014-c2_0900270_0900560,b,Bmr014-c2,me018,Bmr014,right .,2,76717
76718,Bmr014-c2_0901000_0901320,b,Bmr014-c2,me018,Bmr014,right .,2,76718
76722,Bmr014-c2_0914465_0915285,b,Bmr014-c2,me018,Bmr014,uhhuh .,2,76722
76724,Bmr014-c2_0918143_0918803,b,Bmr014-c2,me018,Bmr014,uhhuh .,2,76724
76729,Bmr014-c2_0927870_0928330,b,Bmr014-c2,me018,Bmr014,yeah .,2,76729
76742,Bmr014-c4_0957460_0957710,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,76742
76744,Bmr014-c4_0960020_0960290,b,Bmr014-c4,me011,Bmr014,right .,2,76744
76748,Bmr014-c4_0972918_0973358,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,76748
76751,Bmr014-c4_0983094_0983354,b,Bmr014-c4,me011,Bmr014,right .,2,76751
76758,Bmr014-c1_1002490_1002800,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76758
76759,Bmr014-c4_1002890_1003090,b,Bmr014-c4,me011,Bmr014,right .,2,76759
76776,Bmr014-c4_1039780_1039960,b,Bmr014-c4,me011,Bmr014,right .,2,76776
76779,Bmr014-c8_1044730_1045100,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,76779
76787,Bmr014-c2_1064040_1064550,b,Bmr014-c2,me018,Bmr014,huh .,2,76787
76790,Bmr014-c4_1076700_1076830,b,Bmr014-c4,me011,Bmr014,right .,2,76790
76802,Bmr014-c2_1094410_1094780,b,Bmr014-c2,me018,Bmr014,yeah .,2,76802
76813,Bmr014-c4_1112120_1112350,b,Bmr014-c4,me011,Bmr014,right .,2,76813
76815,Bmr014-c2_1112830_1113020,b,Bmr014-c2,me018,Bmr014,huh .,2,76815
76818,Bmr014-c4_1119950_1120230,b,Bmr014-c4,me011,Bmr014,yeah .,2,76818
76831,Bmr014-cb_1136500_1136650,b,Bmr014-cb,fe008,Bmr014,uhhuh .,2,76831
76834,Bmr014-c1_1141190_1141590,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76834
76845,Bmr014-c8_1165950_1166180,b,Bmr014-c8,me013,Bmr014,yeah .,2,76845
76848,Bmr014-c8_1169660_1169990,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,76848
76849,Bmr014-c2_1169910_1170320,b,Bmr014-c2,me018,Bmr014,uhhuh .,2,76849
76859,Bmr014-c8_1197540_1197860,b,Bmr014-c8,me013,Bmr014,right .,2,76859
76860,Bmr014-c8_1201250_1201440,b,Bmr014-c8,me013,Bmr014,yeah .,2,76860
76866,Bmr014-c8_1208180_1208380,b,Bmr014-c8,me013,Bmr014,yeah .,2,76866
76869,Bmr014-c4_1216790_1217150,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,76869
76879,Bmr014-c4_1233960_1234250,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,76879
76880,Bmr014-c8_1234960_1235350,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,76880
76890,Bmr014-c4_1261750_1262510,b,Bmr014-c4,me011,Bmr014,huh .,2,76890
76891,Bmr014-c8_1262340_1262510,b,Bmr014-c8,me013,Bmr014,uh .,2,76891
76905,Bmr014-c8_1282160_1282700,b,Bmr014-c8,me013,Bmr014,okay .,2,76905
76910,Bmr014-c8_1301740_1302190,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,76910
76911,Bmr014-c8_1303110_1303330,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,76911
76913,Bmr014-c8_1305120_1305490,b,Bmr014-c8,me013,Bmr014,okay .,2,76913
76914,Bmr014-c4_1306200_1306310,b,Bmr014-c4,me011,Bmr014,good .,2,76914
76926,Bmr014-c8_1351660_1352390,b,Bmr014-c8,me013,Bmr014,yeah .,2,76926
76937,Bmr014-c4_1394350_1394660,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,76937
76942,Bmr014-c8_1415720_1416140,b,Bmr014-c8,me013,Bmr014,okay .,2,76942
76977,Bmr014-cb_1516820_1517110,b,Bmr014-cb,fe008,Bmr014,yeah .,2,76977
76986,Bmr014-c1_1536230_1536380,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76986
76992,Bmr014-c1_1555800_1556220,b,Bmr014-c1,mn014,Bmr014,yeah .,2,76992
77010,Bmr014-c8_1614830_1615280,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,77010
77015,Bmr014-c1_1622690_1622940,b,Bmr014-c1,mn014,Bmr014,yeah .,2,77015
77026,Bmr014-cb_1646830_1646930,b,Bmr014-cb,fe008,Bmr014,uhhuh .,2,77026
77036,Bmr014-c8_1679110_1679320,b,Bmr014-c8,me013,Bmr014,yeah .,2,77036
77060,Bmr014-c4_1761810_1762020,b,Bmr014-c4,me011,Bmr014,yep .,2,77060
77076,Bmr014-cb_1781530_1781820,b,Bmr014-cb,fe008,Bmr014,uhhuh .,2,77076
77078,Bmr014-cb_1782010_1782190,b,Bmr014-cb,fe008,Bmr014,yeah .,2,77078
77095,Bmr014-c1_1800540_1800810,b,Bmr014-c1,mn014,Bmr014,yeah .,2,77095
77096,Bmr014-c8_1800650_1800950,b,Bmr014-c8,me013,Bmr014,right .,2,77096
77100,Bmr014-c1_1806780_1807080,b,Bmr014-c1,mn014,Bmr014,yeah .,2,77100
77107,Bmr014-c1_1820740_1821000,b,Bmr014-c1,mn014,Bmr014,yeah .,2,77107
77130,Bmr014-c2_1871840_1872110,b,Bmr014-c2,me018,Bmr014,huh .,2,77130
77134,Bmr014-c4_1876360_1876540,b,Bmr014-c4,me011,Bmr014,oh .,2,77134
77159,Bmr014-c4_1941760_1942050,b,Bmr014-c4,me011,Bmr014,uhhuh .,2,77159
77161,Bmr014-c1_1942900_1943270,b,Bmr014-c1,mn014,Bmr014,yeah .,2,77161
77188,Bmr014-cb_2002630_2002830,b,Bmr014-cb,fe008,Bmr014,yeah .,2,77188
77191,Bmr014-cb_2003960_2004170,b,Bmr014-cb,fe008,Bmr014,huh .,2,77191
77226,Bmr014-cb_2072560_2072690,b,Bmr014-cb,fe008,Bmr014,yeah .,2,77226
77241,Bmr014-c4_2137150_2137250,b,Bmr014-c4,me011,Bmr014,yeah .,2,77241
77251,Bmr014-cb_2177890_2178180,b,Bmr014-cb,fe008,Bmr014,yeah .,2,77251
77254,Bmr014-c8_2181720_2182190,b,Bmr014-c8,me013,Bmr014,uhhuh .,2,77254
77260,Bmr014-c1_2196670_2196940,b,Bmr014-c1,mn014,Bmr014,yeah .,2,77260
77264,Bmr014-c8_2209290_2209550,b,Bmr014-c8,me013,Bmr014,yeah .,2,77264
77276,Bmr014-cb_2221750_2221960,b,Bmr014-cb,fe008,Bmr014,fine .,2,77276
77277,Bmr014-cb_2222100_2222390,b,Bmr014-cb,fe008,Bmr014,okay .,2,77277
77280,Bmr014-c8_2223690_2224000,b,Bmr014-c8,me013,Bmr014,yeah .,2,77280
77299,Bmr014-cb_2242230_2242420,b,Bmr014-cb,fe008,Bmr014,yeah .,2,77299
77300,Bmr014-c8_2248670_2248840,b,Bmr014-c8,me013,Bmr014,yeah .,2,77300
77304,Bmr014-cb_2261740_2261910,b,Bmr014-cb,fe008,Bmr014,huh .,2,77304
