Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
1552,Currently dealing with some connections issues with some members of our team. FYI 14:45,con1,geo3,geo3,2112,0.0,"[array([  101,  2747,  7149,  2007,  2070,  7264,  3314,  2007,  2070,
         2372,  1997,  2256,  2136,  1012,  1042, 10139,  2403,  1024,
         3429,   102,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5540938   1.2973666   0.15030855 -0.89910764 -0.70776016 -1.8190141
 -2.0433974 ]",statement,0
1553,??????,geo3,geo1,geo1,2112,0.0,"[array([ 101, 1029, 1029, 1029, 1029, 1029, 1029,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.33655152  0.8166346   0.07410476 -1.1625334   2.8746548  -1.8080832
 -1.8485787 ]",question,4
1554,Hi we started,eng2,eng1,eng1,2112,0.0,"[array([ 101, 7632, 2057, 2318,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0793414   1.7283838   0.03563216 -0.96616864 -0.6211056  -1.9449098
 -1.784478  ]",statement,0
1555,Hi we started,eng3,eng1,eng1,2112,0.0,"[array([ 101, 7632, 2057, 2318,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0793414   1.7283838   0.03563216 -0.96616864 -0.6211056  -1.9449098
 -1.784478  ]",statement,0
1556,Biochemical Engineer: Hi we started,teamEng,teamEng,eng1,2112,0.0,"[array([  101, 16012, 15869,  3992,  1024,  7632,  2057,  2318,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4840915   1.538464    0.08281342 -0.8386816  -0.9855535  -1.850241
 -1.8846664 ]",statement,0
1557,Sedimentologist: AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY LMAOOOOOO,teamGeo,teamGeo,geo3,2112,0.0,"[array([  101, 19671,  8662,  1024,  1037,  2100,  2100,  2100,  2100,
         2100,  2100,  2100,  2100,  2100,  2100,  2100,  2100,  2100,
         2100,  2100,  2100,  2100,  2100,  2100,  2100,  2100,  2100,
         2100,  2100,  2100,  2100,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9028413   1.5508268   0.32966828 -0.7701675  -0.48495921 -2.2580793
 -2.0863714 ]",statement,0
1558,"Fluid Engineer: ok, us too",teamEng,teamEng,eng3,2112,0.0,"[array([ 101, 8331, 3992, 1024, 7929, 1010, 2149, 2205,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1711304   1.778747    0.3098081  -0.7761815  -0.79489744 -2.1672902
 -1.9651848 ]",statement,0
1559,Structural Geologist: 6:39 got it. hope y'all can resolve things quickly and easily!,teamGeo,teamGeo,geo2,2112,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4464,  2288,  2009,
         1012,  3246,  1061,  1005,  2035,  2064, 10663,  2477,  2855,
         1998,  4089,   999,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4121087   1.6475039   0.06129461 -0.9812376  -0.71735156 -2.1932738
 -2.0874631 ]",statement,0
1560,"Structural Geologist: 6:39 we looking at points 43,20 and 35,44",teamGeo,teamGeo,geo2,2112,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4464,  2057,  2559,
         2012,  2685,  4724,  1010,  2322,  1998,  3486,  1010,  4008,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.984113    1.8218898  -0.10533535 -1.1107004  -0.31563053 -2.2478049
 -2.0132093 ]",statement,0
1561,"Martian Meteorology Specialist: Hey there - one of our members had some log-in issues today, but it looks like we are all now good to go!\n",teamvc,teamvc,vc1,2112,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  4931,  2045,  1011,
         2028,  1997,  2256,  2372,  2018,  2070,  8833,  1011,  1999,
         3314,  2651,  1010,  2021,  2009,  3504,  2066,  2057,  2024,
         2035,  2085,  2204,  2000,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.3233528   1.682981   -0.19296439 -0.9396144  -0.87266874 -2.2099652
 -1.9631299 ]",statement,0
1562,"Sedimentologist: (16, 21) - 41% water loss, 161k available,94k available",teamGeo,teamGeo,geo3,2112,0.0,"[array([  101, 19671,  8662,  1024,  1006,  2385,  1010,  2538,  1007,
         1011,  4601,  1003,  2300,  3279,  1010, 17365,  2243,  2800,
         1010,  6365,  2243,  2800,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4434135   1.4563409   0.21236815 -0.97221243 -0.59149414 -1.9788009
 -2.0438526 ]",statement,0
1563,"Is there a good set of baseline options for drill brand, head, etc?",con3,con2,con2,2112,1.0,"[array([  101,  2003,  2045,  1037,  2204,  2275,  1997, 26163,  7047,
         2005, 12913,  4435,  1010,  2132,  1010,  4385,  1029,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.03595186  0.24809869  0.0625298  -1.2139895   3.4140267  -1.2881842
 -1.6735903 ]",question,4
1564,"Structural Geologist: 6:46 looking at 33,47",teamGeo,teamGeo,geo2,2112,1.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4805,  2559,  2012,
         3943,  1010,  4700,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3184097  1.6062615  0.3776717 -0.8654839 -0.6563805 -2.026901
 -2.0283053]",statement,0
1565,"Martian Terrain Specialist: Great! We're looking at 33,47",teamvc,teamvc,vc2,2112,1.0,"[array([  101, 20795,  9291,  8325,  1024,  2307,   999,  2057,  1005,
         2128,  2559,  2012,  3943,  1010,  4700,   102,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2784042   1.6211724   0.16704363 -0.70777315 -1.204618   -2.1132498
 -1.8508497 ]",statement,0
1566,"Martian Meteorology Specialist: Hey all - we apologize for the delays.  One member here had issues logging in today, and another is currently having issues with the interface right now.  The rest of us have the interface working, so we're looking up points.  ",teamEng,teamvc,vc1,2112,1.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  4931,  2035,  1011,
         2057, 12134,  2005,  1996, 14350,  1012,  2028,  2266,  2182,
         2018,  3314, 15899,  1999,  2651,  1010,  1998,  2178,  2003,
         2747,  2383,  3314,  2007,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.5825908   1.5284269  -0.07106977 -0.8609824  -0.99333906 -1.9866004
 -1.8766115 ]",statement,0
1567,"Martian Meteorology Specialist: Hey all - we apologize for the delays.  One member here had issues logging in today, and another is currently having issues with the interface right now.  The rest of us have the interface working, so we're looking up points.  ",teamConstr,teamvc,vc1,2112,1.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  4931,  2035,  1011,
         2057, 12134,  2005,  1996, 14350,  1012,  2028,  2266,  2182,
         2018,  3314, 15899,  1999,  2651,  1010,  1998,  2178,  2003,
         2747,  2383,  3314,  2007,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.5825908   1.5284269  -0.07106977 -0.8609824  -0.99333906 -1.9866004
 -1.8766115 ]",statement,0
1568,"Sedimentologist: 43, 20 is dirty and has 100% water loss",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  4724,  1010,  2322,  2003,  6530,
         1998,  2038,  2531,  1003,  2300,  3279,   102,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.6080046   1.3807086   0.12341297 -0.89611524 -0.8292215  -1.7827935
 -1.9422044 ]",statement,0
1569,"Sedimentologist: 33, 47 it has 96% water loss and materials says it's too deep\n",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  3943,  1010,  4700,  2009,  2038,
         5986,  1003,  2300,  3279,  1998,  4475,  2758,  2009,  1005,
         1055,  2205,  2784,  1032,  1050,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2510579   1.5891466  -0.28166884 -1.093599   -0.42874554 -2.1635325
 -2.106443  ]",statement,0
1570,"Martian Meteorology Specialist: Lots of red zones climate-wise in that spot, but it's do-able, just would increase the costs\n",teamvc,teamvc,vc1,2112,1.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  7167,  1997,  2417,
        10019,  4785,  1011,  7968,  1999,  2008,  3962,  1010,  2021,
         2009,  1005,  1055,  2079,  1011,  2583,  1010,  2074,  2052,
         3623,  1996,  5366,  1032,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.0255911   1.7210661  -0.36093664 -1.1504186  -0.5695452  -2.0702214
 -1.830772  ]",statement,0
1571,"Martian Terrain Specialist: Looking at 31,50 and 34,48 as well now",teamvc,teamvc,vc2,2112,1.0,"[array([  101, 20795,  9291,  8325,  1024,  2559,  2012,  2861,  1010,
         2753,  1998,  4090,  1010,  4466,  2004,  2092,  2085,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.162938   1.6034842 -0.2783059 -1.3707315  1.0374066 -2.1824853
 -2.0820737]",statement,0
1572,Great!\n,eng1,eng2,eng2,2112,1.0,"[array([ 101, 2307,  999, 1032, 1050,  102,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.1662395   1.0406901   2.0078857   0.59918785 -1.8793359  -1.9155247
 -1.4741386 ]",statement,0
1573,"Sedimentologist: 31, 50 has 96% water loss",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  2861,  1010,  2753,  2038,  5986,
         1003,  2300,  3279,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5179067   1.3749471   0.20077936 -0.9125872  -0.8107347  -1.7676127
 -1.9195707 ]",statement,0
1574,"Drilling Specialist: We are looking at a rectangle bounded by 29, 50 and 36, 45",teamvc,teamConstr,con2,2112,1.0,"[array([  101, 15827,  8325,  1024,  2057,  2024,  2559,  2012,  1037,
        28667, 23395, 10351,  2011,  2756,  1010,  2753,  1998,  4029,
         1010,  3429,   102,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.267311    1.6422671  -0.05107559 -1.0623354  -0.3656138  -2.1094966
 -2.1523192 ]",statement,0
1575,Sedimentologist: WE gettin' all kinds of errors in the system today but we makin' do,teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  2057,  2131,  7629,  1005,  2035,
         7957,  1997, 10697,  1999,  1996,  2291,  2651,  2021,  2057,
         5003,  4939,  1005,  2079,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.485097    1.7514167  -0.47928086 -1.3487633   0.3986313  -2.2830622
 -2.0123124 ]",statement,0
1576,"Structural Geologist: 6:55 we are generally looking at the points in the area of (34,50), (34,48), (31,50), and (33,50)! they all have really good numbers for us so hopefully one of em also works with y'all!",teamGeo,teamGeo,geo2,2112,1.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4583,  2057,  2024,
         3227,  2559,  2012,  1996,  2685,  1999,  1996,  2181,  1997,
         1006,  4090,  1010,  2753,  1007,  1010,  1006,  4090,  1010,
         4466,  1007,  1010,  1006,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.64936     1.7393271  -0.15934628 -1.2245551   0.0799573  -1.762232
 -1.6536609 ]",statement,0
1577,"Martian Meteorology Specialist: Both of those are borderline for our sedimentologist, but I personally like both of those.  I like 31,50 better\n",teamvc,teamvc,vc1,2112,1.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  2119,  1997,  2216,
         2024,  3675,  4179,  2005,  2256, 19671,  8662,  1010,  2021,
         1045,  7714,  2066,  2119,  1997,  2216,  1012,  1045,  2066,
         2861,  1010,  2753,  2488,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9204793   1.760744   -0.31257355 -1.0462558  -0.40831557 -2.399191
 -2.016482  ]",statement,0
1578,"Sedimentologist: The best for us so far is 16, 21",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  1996,  2190,  2005,  2149,  2061,
         2521,  2003,  2385,  1010,  2538,   102,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1660385   1.6340449   0.14000297 -1.0087041  -0.41589373 -1.8849396
 -1.9220232 ]",statement,0
1579,"Sedimentologist: Ok, verifying now",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  7929,  1010, 20410,  2075,  2085,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.6450846   1.823247    0.04860247 -1.072372    0.01218214 -2.3687394
 -2.091181  ]",statement,0
1580,"Martian Meteorology Specialist: 29,50 has 100% water loss according to our sedimentologist.  The 36,45 could work, I personally really like it, and most of us here say it's decent and could work, \n but there's little water. ",teamConstr,teamvc,vc1,2112,1.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  2756,  1010,  2753,
         2038,  2531,  1003,  2300,  3279,  2429,  2000,  2256, 19671,
         8662,  1012,  1996,  4029,  1010,  3429,  2071,  2147,  1010,
         1045,  7714,  2428,  2066,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9918334   1.6445254  -0.48532873 -1.1730336  -0.18002105 -2.2659972
 -2.0846932 ]",statement,0
