,speaker,content,block,session,labels,labels_h
5161,Alik," //Nastya again… Ah, no [UI]",4,1,0,question
5162,Natasha, //[UI] here-there…,4,1,0,question
5163,Dasha," //I am clicking OK, yes, and it doesn’t [SL] it flies away…",4,1,0,question
5164,Alik, …//You need to do it again…,4,1,0,question
5165,Natasha, And she will appear? Now it’s there.,4,1,4,follow-me
5166,Alik," No, Nastya will not appear.",4,1,0,question
5167,Natasha, [UI] there is engineer// Operation is also there.,4,1,0,question
5168,Dasha," //Did you click it, Nastya?",4,1,4,follow-me
5169,Nastya, I clicked it…,4,1,0,question
5170,Dasha, And?,4,1,4,follow-me
5171,Nastya, //I don’t know…,4,1,0,question
5172,Alik, We can’t see…,4,1,0,question
5173,Natasha, //[UI],4,1,0,question
5174,Nastya, //[UI],4,1,0,question
5175,Alik, Yeah!,4,1,0,question
5176,Dasha, Thank God!! //My Lord!,4,1,0,question
5177,Zhenya, That’s not all. //Now something will appear again. I don’t agree with this…,4,1,0,question
5178,Ryan, //[UI],4,1,0,question
5179,All, //[UI],4,1,0,question
5180,Natasha," No, well we did it. Too little water, of course!",4,1,0,question
5181,Alik," //So, good.",4,1,3,backchannel
5182,Ryan, //It’s not gonna happen if Igor is gonna call and say…,4,1,0,question
5183,Alik," //Okay, next…",4,1,0,question
5184,Dasha, //I propose a hug…,4,1,0,question
5185,Alik," //No, we’re not done yet…",4,1,0,question
5186,Natasha," Yes, let’s go, let’s go…",4,1,0,question
5187,Dasha, //We did the first task…,4,1,0,question
5188,Nastya, //Coffee! I want coffee!,4,1,0,question
5189,Alik, //[UI],4,1,0,question
5190,Natasha," //Well, they don’t want to hug…",4,1,0,question
5191,Alik," //Stay focused, stay focused…",4,1,0,question
5192,Zhenya," //So, next, next…",4,1,0,question
5193,Alik, //The next after this is [SL] D Church eight. We need it right now…,4,1,0,question
5194,Zhenya," //Here, in this?",4,1,4,follow-me
5195,Alik, [SL] D Church eight. Yes,4,1,0,question
5196,Zhenya, //[SL] D Church eight.,4,1,0,question
5197,Alik, [SL] D Church eight.,4,1,0,question
5198,Zhenya, [SL] D Church eight.,4,1,0,question
5199,Alik, //here here…,4,1,1,statement
5200,Dasha," I didn’t like this D Church from the very beginning. [talking to the camera] In fact, Igor, please give the client my thanks. He’s just like [SL] Tishin, but a bit worse. //But that’s nothing…",4,1,0,question
5201,Zhenya," //The eighth D Church, right?",4,1,4,follow-me
5202,Alik," The eighth, D Church eight, yes.",4,1,0,question
5203,Zhenya," Project Red, that one?",4,1,4,follow-me
5204,Alik, //Mhm.,4,1,0,question
5205,Dasha," //We all have the exact same thing there, right?",4,1,4,follow-me
5206,Zhenya," //Oh, Sirius crew.",4,1,0,question
5207,Alik, Here is NASA’s number. I mean the five-digit.,4,1,0,question
5208,Dasha, That is very important for me.,4,1,0,question
5209,Zhenya," Ah, this one… NASA’s…",4,1,0,question
5210,Alik," Mhm, mhm…",4,1,0,question
5211,Zhenya," okay, forty-six…",4,1,0,question
5212,Dasha," Are they identical? Do we have identical questionnaires? Oh, yes. Can you translate, please? [talking to the camera] I don’t have a dictionary right now…",4,1,0,question
5213,Zhenya, What is your role?,4,1,4,follow-me
5214,Ryan, //[UI],4,1,0,question
5215,Dasha to Alik, //And what is it asking here? Yes yes yes yes yes….,4,1,4,follow-me
5216,Ryan, //[UI],4,1,0,question
5217,Alik," [translating the questions] How well do you know the following people? That is, drilling, operation…",4,1,0,question
5218,Dasha, Drilling is who? Not you?,4,1,4,follow-me
5219,Alik, This is our Chicago //group.,4,1,0,question
5220,Natasha, //Martian group…,4,1,0,question
5221,Dasha," //Oh, really?",4,1,4,follow-me
5222,Natasha, It says there…,4,1,0,question
5223,Dasha, Who is the materials specialist?,4,1,4,follow-me
5224,Alik, Me.,4,1,0,question
5225,Dasha, The operator is Nastya?,4,1,4,follow-me
5226,Nastya, No.,4,1,0,question
5227,Dasha, //Then who is it?,4,1,4,follow-me
5228,Natasha, //Why? Nastya is the operator.,4,1,4,follow-me
5229,Alik," //Operations specialist, yes.",4,1,0,question
5230,Nastya," //I’m not the operator… I am Operations specialist, okay…",4,1,0,question
5231,Alik, And who is biomechanical?,4,1,4,follow-me
5232,Dasha," Biomechanical //is our [UI], Mechanical…",4,1,0,question
5233,Natasha," … that’s not ours, on the contrary…",4,1,0,question
5234,Zhenya, //And moderate means fine?,4,1,4,follow-me
5235,Alik, //Huh?,4,1,4,follow-me
5236,Zhenya to Alik, //Moderate: does that mean fine?,4,1,4,follow-me
5237,Dasha to Natasha, //Hydrogeologist…,4,1,0,question
5238,Natasha to Dasha, //Hydrogeologist is theirs…,4,1,0,question
5239,Alik to Zhenya, //It means you know them but we’re not close.,4,1,0,question
5240,Dasha to Natasha, //Sedimentologist…,4,1,0,question
5241,Natasha to Dasha, //Theirs.,4,1,0,question
5242,Alik to Zhenya, // We know each other but we’re not close.,4,1,0,question
5243,Dasha," Ah, got it, I see… Martian Terra Specialist – who is that?",4,1,4,follow-me
5244,Natasha, That is Zhenya.,4,1,0,question
5245,Natasha, And here it means how well do you know him.,4,1,0,question
5246,Dasha," Yes, I understand.",4,1,0,question
5247,Nastya, //[UI],4,1,0,question
5248,Zhenya, Moderate is just fine?,4,1,4,follow-me
5249,Nastya, //Yes.,4,1,1,statement
5250,Zhenya, //I haven’t figured them out yet…,4,1,0,question
5251,Alik, Yes.,4,1,0,question
5252,Nastya to Zhenya, You don’t know each other well? //Zhenya…,4,1,4,follow-me
5253,Zhenya, //I don’t remember who or what…,4,1,0,question
5254,Natasha, //[UI] and meteorologist…,4,1,0,question
5255,Zhenya, I only remember Ryan… Meteorologist…//[UI],4,1,0,question
5256,Dasha, It says there: “space or no space.”,4,1,0,question
5257,Zhenya, But space – is that us or something?,4,1,4,follow-me
5258,Dasha, Yes.,4,1,0,question
5259,Zhenya," Ah, that’s it then. I get it then… so, space…",4,1,0,question
5260,Dasha," And who complimented us? Do you remember, materialist?",4,1,4,follow-me
5261,Natasha," Biomechanical engineer wrote [UI], and materialist is the one who complimented you. // This is Maintenance specialist; this one is Maintenance…",4,1,0,question
5262,Dasha, [UI]… even the operator [UI],4,1,0,question
5263,Natasha, [UI],4,1,0,question
5264,Dasha, …[UI] changed something there…,4,1,0,question
5265,Zhenya, And if you just scroll through? Okay? Does it work?,4,1,4,follow-me
5266,Alik, Probably… Well this D Church will answer for it…,4,1,0,question
5267,Zhenya," Oh, it works… That’s it, I’m done.",4,1,0,question
5268,Dasha, //[UI],4,1,0,question
5269,Alik, …So…so.,4,1,3,backchannel
5270,Dasha, [UI],4,1,0,question
5271,Natasha," Oh, we need to choose someone here… [SL]Tough choice…",4,1,0,question
5272,Nastya, They’ll choose me now…,4,1,0,question
5273,Alik," Yes, exactly, Nastya…",4,1,0,question
5274,Zhenya, I scrolled through.,4,1,0,question
5275,Natasha," Yes, you can scroll through. True.",4,1,0,question
5276,Dasha," Oh, what’s so hard about that? Had you not made it there yet?",4,1,4,follow-me
5277,Alik, //There.,4,1,1,statement
5278,Dasha, I did all that already…,4,1,0,question
5279,Alik, [UI],4,1,0,question
5280,Dasha, [UI],4,1,0,question
5281,Zhenya, And some of us had fun…,4,1,0,question
5282,Natasha, And I basically everyone… [UI],4,1,0,question
5283,Dasha, [reading the questions] Describe your disciplinary team.,4,1,0,question
5284,Nastya to Alik, What are you writing? Did you fall in love with Valera?,4,1,4,follow-me
5285,Natasha, Valera…,4,1,0,question
5286,Alik to Nastya, This is my personal business… I’m not going to share it with you.,4,1,0,question
5287,Nastya, But we need to choose… can we pick from our own team?,4,1,4,follow-me
5288,Alik, You can.,4,1,0,question
5289,Alik to Dasha, Are you talking about this?,4,1,4,follow-me
5290,Dasha, Yes yes… What do we need to do here? Describe your…,4,1,4,follow-me
5291,Alik," Describe your team. Meaning, what kind of team you were on. Geologists, maybe, robots…",4,1,0,question
5292,Natasha, //[UI],4,1,0,question
5293,Dasha," And then, the first one?",4,1,4,follow-me
5294,Alik," [translating the questions] The first one is my team… worked together… //people put all their efforts into what we did… the second, so did they invest everything [UI]",4,1,0,question
5295,Zhenya, //This questionnaire?,5,1,4,follow-me
5296,Dasha, //Yes yes…,5,1,1,statement
5297,Natasha," Disciplinary team- that’s just the team, right?",5,1,4,follow-me
5298,Alik," Yes, that’s the team… //Third… //That’s it.",5,1,0,question
5299,Dasha, //They couldn’t just have written this properly instead of having to move the letters?,5,1,4,follow-me
5300,Alik, Yes. [translating the questions] They were all engaged in completing the task.,5,1,0,question
5301,Dasha," //Yes, Zhenya totally was: he engaged with his head…",5,1,0,question
5302,Zhenya," //Yeah, I worked so hard.",5,1,0,question
5303,Alik to Zhenya, Here relax a bit.,5,1,0,question
5304,Natasha, And this means our team – only Dasha and I// or Sirius?,5,1,4,follow-me
5305,Alik to Natasha," Your Chicago… //no no, only this one… Disciplinary team…",5,1,0,question
5306,Natasha," //So me, Dasha aaand…",5,1,0,question
5307,Dasha," //Ah, the exercise doesn’t say… [UI]",5,1,0,question
5308,Alik," So, where were we, the fourth one? [translating the questions] Everyone gets along well with one another.",5,1,0,question
5309,Nastya to Alik, You and I have disagree…,5,1,0,question
5310,Alik, Fifth- everyone likes working together.,5,1,0,question
5311,Zhenya, Of course.,5,1,0,question
5312,Alik, //Six…,5,1,0,question
5313,Natasha, //After this it’s going to be about Sirius.,5,1,0,question
5314,Alik, Everyone has good relations on this team.,5,1,0,question
5315,Zhenya, Absolutely. I got to keep time.,5,1,0,question
5316,Alik, You’re the favorite there.,5,1,0,question
5317,Zhenya, Yeah.,5,1,2,declarative question
5318,Alik," And now about Sirius. So, all the same questions… If you want, I can repeat them. But // now they are asking about us…",5,1,0,question
5319,Natasha," //So not about the team no, but about all [SL] Siriuses, right.",5,1,0,question
5320,Alik, //About us. //[UI]…,5,1,0,question
5321,Zhenya, //[UI] everyone was fine…,5,1,0,question
5322,Alik, Huh?,5,1,4,follow-me
5323,Zhenya, I think all the questions are “agree”,5,1,0,question
5324,Dasha, //Yes yes yes,5,1,1,statement
5325,Alik, Then say “agree.”,5,1,0,question
5326,Zhenya, //So… more…,5,1,0,question
5327,Dasha, //Holy mother. Rate your level //[UI]…,5,1,0,question
5328,Natasha," Oh, how do I write that?// About Martians? We’ve barely communicated with them…",5,1,4,follow-me
5329,Dasha to Natasha, Meaning? They praised you and //shouted at Nastya.,5,1,4,follow-me
5330,Alik, //[UI]...I made that up…,5,1,0,question
5331,Dasha, Free translation.,5,1,0,question
5332,Alik, But then Nastya ruined everything for everyone out of spite. //And everything started over…,5,1,0,question
5333,Nastya, //[UI],5,1,0,question
5334,Zhenya, //Do the Martians have good ones? Any bad questions?,5,1,4,follow-me
5335,Dasha," No, they have…",5,1,0,question
5336,Zhenya, Are they good?,5,1,4,follow-me
5337,Dasha, Yes.,5,1,0,question
5338,Alik," So, it’s all the same questions.",5,1,0,question
5339,Dasha," Yes, //only first we do our own, then Sirius, then the Martians, and then all together.",5,1,0,question
5340,Alik," //Yes, first the small team, then Martians… and then more all together?",5,1,4,follow-me
5341,Dasha, Yes.,5,1,0,question
5342,Alik, But I’m still not there…,5,1,0,question
5343,Dasha, //And I already answered.,5,1,0,question
5344,Zhenya, I even wrote to Uncle Kruzik here.,5,1,0,question
5345,Alik, They are writing about us[UI] right now.,5,1,0,question
5346,Dasha, They are too? //They are over there…,5,1,4,follow-me
5347,Alik," I just think they are also… Ryan, are they doing the survey on their side too?",5,1,4,follow-me
5348,Ryan, Yes.,5,1,0,question
5349,Dasha, //Yes?,5,1,4,follow-me
5350,Alik," //See, they are doing it too… Yes",5,1,0,question
5351,Dasha, They aren’t as good…//[UI],5,1,0,question
5352,Natasha, //Let them send it.,5,1,0,question
5353,Dasha to Alik, Rate your level… Are you that far?,5,1,4,follow-me
5354,Alik," //Almost, just a second…",5,1,0,question
5355,Nastya," //Ah, I didn’t put everything…",5,1,0,question
5356,Zhenya, And this one “Disciplinary team” – what is that?,5,1,4,follow-me
5357,Alik, It’s your small team. Geologists… //Mechanics///,5,1,0,question
5358,Zhenya," Ah, well that’s “agree,” fine…",5,1,0,question
5359,Alik, Yes.,5,1,0,question
5360,Zhenya, So… Sirius team too…,5,1,0,question
5361,Dasha, //[UI]…,5,1,0,question
5362,Nastya to Alik," So, we did it for the small team…",5,1,0,question
5363,Alik to Nastya," So, there are other questions here. New questions now, first page. [translating the questions] So, we understand each other’s talents well…",5,1,0,question
5364,Dasha, Where? Wait wait…,5,1,4,follow-me
5365,Ryan, //[UI],5,1,0,question
5366,Nastya, //[UI],5,1,0,question
5367,Alik to Nastya," No, I know for sure.",5,1,0,question
5368,Nastya, I clicked on “neither agree nor disagree.”,5,1,0,question
5369,Alik," The neutral one here is best… there, next…",5,1,0,question
5370,Zhenya," This one “neither,” right?",5,1,4,follow-me
5371,Alik," [translating the questions] The members of my small team possess knowledge that befits their abilities and skills... Then… and each of them knows who has which strengths on the team… Ah, and everyone knows who has special abilities related to their work… And then the same questions about us…",5,1,0,question
5372,Natasha, About Mars… about Project Red.,5,1,0,question
5373,Alik, Yes.,5,1,0,question
5374,Dasha, What is “incompatibility?”,5,1,4,follow-me
5375,Alik, “Incompatibility” – that means compatibility…,5,1,0,question
5376,Dasha," … “incompatibility,” “incompatibility” means what?",5,1,4,follow-me
5377,Alik, “incompatibility” – //that means they can work together well.,5,1,0,question
5378,Ryan, //[UI],5,1,0,question
5379,Natasha, //This camera is moving…,5,1,0,question
5380,All, //[UI],5,1,0,question
5381,Nastya, //[UI] look they meant it for you.,5,1,0,question
5382,Natasha, For whom?,5,1,4,follow-me
5383,Nastya, They meant it for you…,5,1,0,question
5384,Natasha, For Ryan?,5,1,4,follow-me
5385,Alik," Ryan, they are filming your glasses… “Incompatibility”…",5,1,0,question
5386,Dasha, What is “incompatibility?”,5,1,4,follow-me
5387,Alik, The ability to work together.,5,1,0,question
5388,Dasha," Oh, that’s great! Every time.",5,1,0,question
5389,Natasha," //All day, all night… [UI]",5,1,0,question
5390,Dasha," //[UI] you what for her? Well, we’re generally all good…//[UI]",5,1,0,question
5391,Zhenya," Usually, I think is fine… sometimes, there I did sometimes and usually.",5,1,0,question
5392,Alik, Are you already looking at [UI]?,5,1,0,question
5393,Zhenya, I already passed that…,5,1,0,question
5394,Alik," Wow, really?",5,1,4,follow-me
5395,Zhenya to Ryan, “Sometimes” means “sometimes”?,5,1,4,follow-me
5396,Ryan, Mhm.,5,1,0,question
5397,Dasha, [UI],5,1,0,question
5398,Dasha, And how does “incompatibility” translate?,5,1,4,follow-me
5399,Alik, “Incompatibility” is the ability to work together.,5,1,0,question
5400,Dasha, “Incompatibility”,5,1,0,question
5401,Alik, Not just work – live together…,5,1,0,question
5402,Zhenya, //“Incompatibility” … pronunciation…,5,1,0,question
5403,Dasha, “Incompatibility”,5,1,0,question
5404,Nastya, But it’s INcompatibility.,5,1,0,question
5405,Alik, No – “incompatible.” I mean “compatible” means “together.”,5,1,0,question
5406,Nastya," Compatibility, well…",5,1,0,question
5407,Alik," “Incompatibility”: is INcompatibility, yes// the opposite…",5,1,0,question
5408,Dasha," Totally! Not only did you give me the wrong translation, we’re also not getting along!...",5,1,0,question
5409,Natasha, “Incompatibility” is about what?,5,1,4,follow-me
5410,Ryan, Incompatibility is not being able //to…,5,1,0,question
5411,Nastya, //Not!,5,1,0,question
5412,Ryan," …//so if I’m not able to work with you, you and I are incompatible.",5,1,0,question
5413,Nastya," //What he told her is opposite. Like, compatible to work with each other…",5,1,0,question
5414,Ryan," Well, he probably said…",5,1,0,question
5415,Dasha, I said that one word like fifty times!...,5,1,0,question
5416,Alik," Well, I was just enjoying hearing the word.",5,1,0,question
5417,Dasha, I just said that you’re bad.,5,1,0,question
5418,Dasha," I regret it. I don’t like writing bad things about you… for now… You just had to mess that up, huh?... So, let’s start over… [talking to the camera] Igor, we’re starting over.",5,1,4,follow-me
5419,Dasha to Alik, You got too far ahead.,5,1,0,question
5420,Natasha," //[UI]… I don’t know, maybe…",5,1,0,question
5421,Dasha to Ryan, Now you… What is this?,5,1,4,follow-me
5422,Zhenya, [UI},5,1,0,question
5423,Ryan to Dasha, [translating the question] I’m not going to wait again… work.,5,1,0,question
5424,Dasha," Thank you very much. There see, that’s some good translation.",5,1,0,question
5425,Ryan, //That’s the best I could do…,5,1,0,question
5426,Alik, //I won’t complete [UI]… I’m done with that job./ I’m fired… I was fired!,5,1,0,question
5427,Ryan, //We are just gonna put Igor on the phone. Forty-four seven…,5,1,0,question
5428,Alik, But dad is leaving soon.,5,1,0,question
5429,Dasha, Daddy isn’t leaving soon. Only in a month… [talking to the camera] Are you aware that you are their daddy? At least for one of them.,5,1,0,question
5430,Alik, He’s an uncle to me.,5,1,0,question
5431,Dasha, [talking to the camera] And an uncle to some…,5,1,0,question
5432,Natasha," After all, he works with these guys who… what are they… from the Martian group.",5,1,0,question
5433,Dasha, That he’s someone’s daddy?,5,1,4,follow-me
5434,Natasha, Yes.,5,1,0,question
5435,Dasha," [talking to the camera] Ah there, now guess whose it is.",5,1,0,question
5436,Natasha, They’re going to call Canada now… //They didn’t get it…,5,1,0,question
5437,Dasha," Well, I don’t think their word for “daddy” translates quite the same.",5,1,0,question
5438,Nastya," And what, he’s from Canada?",5,1,4,follow-me
5439,Natasha," Well, the one listening is from Canada [UI]…",5,1,0,question
5440,Dasha, [UI]…,5,1,0,question
5441,Natasha, [UI]…,5,1,0,question
5442,Dasha," And we just leave this one? Don’t click anything, right?",5,1,4,follow-me
5443,Ryan, //No.,5,1,1,statement
5444,Dasha, //So leave all this?,5,1,4,follow-me
5445,Alik, //Yes.,5,1,1,statement
5446,Ryan," No, not all of it…//[UI]",5,1,0,question
5447,Dasha to Alik, This is the second time you lied to me!,5,1,0,question
5448,Alik, //I’m finished…,5,1,0,question
5449,Natasha," Dasha, please be more careful! I’m asking you!",5,1,0,question
5450,Nastya, That’s my greenhouse!,5,1,0,question
5451,Alik," Yes, there are peas growing there… please be careful.",5,1,0,question
5452,Nastya, //It’s a greenhouse.,5,1,0,question
5453,Ryan," //I know, how big are they now?",5,1,4,follow-me
5454,Nastya," You can, you can have a look.",5,1,0,question
5455,Alik, Then…,5,1,0,question
5456,Ryan, After this.,5,1,0,question
5457,Natasha to Nastya, Will they fruit?,5,1,4,follow-me
5458,Nastya, Yes.,5,1,0,question
5459,Natasha, Wow!,5,1,0,question
5460,Ryan, Is it edible?,5,1,4,follow-me
5461,Nastya," Yeah, beans.",5,1,0,question
5462,Natasha, //You didn’t say for some reason…,5,1,0,question
5463,Nastya, //Well…,5,1,1,statement
5464,Alik," //Zhenya, did you finish?",5,1,4,follow-me
5465,Zhenya, //Not yet.,5,1,0,question
5466,Alik to Zhenya, //And which one are you on now?...,5,1,4,follow-me
5467,Zhenya to Alik, Well there…,5,1,0,question
5468,Alik to Dasha, //Do you need anything translated?,5,1,4,follow-me
5469,Dasha, //No.,5,1,1,statement
5470,Alik," Well, if it’s neutral there… So, you don’t agree and don’t //[UI]…",5,1,0,question
5471,Nastya, //[UI]…,5,1,0,question
5472,Ryan, //[UI]…,5,1,0,question
5473,Natasha, //[UI]…,5,1,0,question
5474,Dasha," Zhenya, did you already do this?",5,1,4,follow-me
5475,Zhenya to Dasha," No, that’s where I am.",5,1,0,question
5476,Dasha to Zhenya, Just “next?”,5,1,4,follow-me
5477,Zhenya to Dasha, Just “next?”,5,1,4,follow-me
5478,Dasha, Yes.,5,1,0,question
5479,Zhenya to Dasha, Are you here already?,5,1,4,follow-me
5480,Dasha," I’m a bit further. On the next page. Ryan and I are neck and neck here… Ryan, you already ran ahead… I can’t keep up with you…",5,1,0,question
5481,Natasha, [UI]…,5,1,0,question
5482,Dasha, [UI]…,5,1,0,question
5483,Zhenya," So, “Moderate flight related?” What is that?",5,1,4,follow-me
5484,Alik, “Is it related to flight?”,5,1,4,follow-me
5485,Dasha, For whom? Who needs this?,5,1,4,follow-me
5486,Zhenya:,  Yes.,5,1,0,question
5487,Alik to Zhenya," Ah, are you saying average?",5,1,4,follow-me
5488,Zhenya, Yes.,5,1,0,question
5489,Natasha, So…//[UI]…,5,1,0,question
5490,Alik to Zhenya," Ah, well, if “not related,” it’s not related. //This same question…",5,1,0,question
5491,Dasha, //Oh dear…,5,1,0,question
5492,Zhenya, //[UI]…and experimenting and calculation… basically…,5,1,0,question
5493,Alik," Ah, so we need to fill out this matrix, right?",5,1,4,follow-me
5494,Zhenya, Probably…,5,1,0,question
5495,Dasha, What matrix?,5,1,4,follow-me
5496,Zhenya, This one… Like this…,5,1,0,question
5497,Nastya," The operators are there, count them…",5,1,0,question
5498,Alik," //Ah, yes…",5,1,1,statement
5499,Nastya, //He didn’t understand…,5,1,0,question
5500,Zhenya to Alik," //And what is this question? I mean, which answer?",5,1,4,follow-me
5501,Alik to Zhenya, Let me count right now…//I’m just not there right now…,5,1,0,question
5502,Nastya to Zhenya, //You trust him?,5,1,4,follow-me
5503,Zhenya," Yes, I’m a simple guy. I trust everyone.",5,1,0,question
5504,Natasha, [UI],5,1,0,question
5505,Alik," Ah, so [translating the questions] How related are the construction of the new well and the different calculations. I mean, how connected are they with each other.",5,1,0,question
5506,Zhenya," //Well, come on…",5,1,0,question
5507,Dasha," //What if I just guessed, no big deal?",5,1,4,follow-me
5508,Alik," Then you can pick the average one, that…",5,1,0,question
5509,Zhenya," “moderate,” right?",5,1,4,follow-me
5510,Alik," “moderate,” yes.",5,1,0,question
5511,Zhenya," Well, that’s what I thought…",5,1,0,question
5512,Natasha," Yes, this is pretty tough… we don’t understand the point too well, but anyway… [UI]",5,1,0,question
5513,Alik, [UI],5,1,0,question
5514,Dasha," “incompatibility,” right?",5,1,4,follow-me
5515,Alik," “incompatibility,” // in-com-pa-ti-bi-li-ty",5,1,0,question
5516,Zhenya," //Oh, [UI]",5,1,0,question
5517,Dasha and Alik, in-com-pa-ti-bi-li-ty,5,1,0,question
5518,Dasha, “incompatibility”,5,1,0,question
5519,Zhenya to Ryan, //That’s it?,5,1,4,follow-me
5520,Ryan," Yes, excellent.",5,1,0,question
5521,Alik," And if you removed “in” then it’s “compatibility.” //You get it, right?",5,1,4,follow-me
5522,Zhenya," //That’s it, we’re closing it?",5,1,4,follow-me
5523,Alik, Huh?,5,1,4,follow-me
5524,Zhenya," We’re closing it, right?",5,1,4,follow-me
5525,Alik, Did you finish?,5,1,4,follow-me
5526,Zhenya, //Yes.,5,1,1,statement
5527,Dasha, //We’ll just quickly…,5,1,0,question
5528,Alik," //Moderate, right?",5,1,4,follow-me
5529,Natasha, //[UI],5,1,0,question
5530,Dasha to Alik, There you missed it.,5,1,0,question
5531,Alik, No…,5,1,0,question
5532,Dasha, But why is everything yellow?,5,1,4,follow-me
5533,Natasha, //[UI],5,1,0,question
5534,Dasha," “incompatibility” is interaction with each other, right?",5,1,4,follow-me
5535,Alik," So, it’s the opposite… “compatibility” yes, they work and live well together…",5,1,0,question
5536,Dasha, ‘incompatibility”,5,1,0,question
5537,Alik," //… they are different, “incompatibility.”",5,1,0,question
5538,Dasha, //you and I are “incompatibility.”,5,1,0,question
5539,Alik," Right now, yes. I agree…",5,1,0,question
5540,Dasha, But yesterday evening here there was “compatibility.”,5,1,0,question
5541,Alik," “compatibility” happens… Oh, careful, don’t break a pea…",5,1,0,question
5542,Nastya, //It always happens…,5,1,0,question
5543,Alik, Careful…,5,1,0,question
5544,Zhenya," Come on, more peas fell… //[UI]",6,1,0,question
5545,Alik, //[UI],6,1,0,question
5546,Dasha," Ah, they’re writing to us…",6,1,0,question
5547,Zhenya, //Does it actually grow there? The little pea?,6,1,4,follow-me
5548,Dasha, //Yes.,6,1,1,statement
5549,Alik, After D Church II[UI]… open Video three… Together. You don’t need the headphones right now. Ryan will turn on the sound. Go to Video three.,6,1,0,question
5550,Nastya," //Just a second, wait…",6,1,0,question
5551,Zhenya," So, but how…",6,1,0,question
5552,Alik, Just wait for us. Nastya and I haven’t finished yet.,6,1,0,question
5553,Zhenya," Well of course… //and we just minimize this, right?",6,1,4,follow-me
5554,Natasha," //Oh, it’s so small!",6,1,0,question
5555,Alik," Yes, you better not close it yet. Just minimize it. I don’t know if we’ll still need it.",6,1,0,question
5556,Dasha, //It’s just a little bush…,6,1,0,question
5557,Natasha, //Yes…,6,1,1,statement
5558,Ryan, //[UI],6,1,0,question
5559,Alik, Huh?,6,1,4,follow-me
5560,Ryan, //Project [SL] Red Breely,6,1,0,question
5561,Alik, //Project [SL] Red Breely,6,1,0,question
5562,Natasha, //Project Red we don’t close… just minimize.,6,1,0,question
5563,Alik," //Minimize it, yes.",6,1,0,question
5564,Zhenya, //And what is this? Just training?,6,1,4,follow-me
5565,Ryan, //[UI],6,1,0,question
5566,Alik, //Project [SL] Red Breely is //[UI] training //[UI],6,1,0,question
5567,Ryan, //[UI],6,1,0,question
5568,Zhenya," Ah, training…",6,1,0,question
5569,Dasha, And what are we waiting?,6,1,4,follow-me
5570,Alik," The third video. Just the same as last time. We turn off the sound, and Ryan //turns on the sound.",6,1,0,question
5571,Natasha," //Ah, the third video? Could I please have one apricot?",6,1,4,follow-me
5572,Zhenya, Certainly.,6,1,0,question
5573,Dasha, I tell you right away. Did you see the first word? This is a tough task.,6,1,4,follow-me
5574,Natasha, Thank you.,6,1,0,question
5575,Zhenya, //Come on.,6,1,0,question
5576,Ryan, You’re welcome.,6,1,0,question
5577,Dasha, //Project Red…,6,1,0,question
5578,Natasha," //There, now it’s like a voice recorder…",6,1,0,question
5579,Alik," Just a sec, wait… Ready? Everyone ready?// Three, two, one. Let’s go!",6,1,4,follow-me
5580,Video, The project [SL] Red Breely //[UI],6,1,0,question
5581,All, //[UI],6,1,0,question
5582,Nastya  to Ryan, Mine is louder.,6,1,0,question
5583,Natasha to Nastya, What did you say to him?,6,1,4,follow-me
5584,Nastya to Natasha, Mine is louder,6,1,0,question
5585,Video, Due to channel restriction issues [UI] will have direct contact with two of the individuals in your task force. Twelve individuals include [UI] and six mission support members. In the Project Red [SL] Breely we will choose two people who will be most effective in helping you relate any [UI] or anyone else in the larger group //[UI],6,1,0,question
5586,Dasha," //So, we’re working with the same scheme, right? We choose to our left… // and any, rather registered, Chicagoan… And they choose how they want and all work together…",6,1,4,follow-me
5587,Ryan," So each of us will choose the one to the left, right?",6,1,4,follow-me
5588,Alik," Yes… So, you choose me, I choose Nastya, Nastya chooses the fourth// and so on…",6,1,0,question
5589,Ryan, //[UI],6,1,0,question
5590,Dasha, Look…// I am first…,6,1,0,question
5591,Nastya, //He is telling us… //[UI],6,1,0,question
5592,Dasha, And Alik //[UI],6,1,0,question
5593,Video, //Project Red roles.,6,1,0,question
5594,Dasha, //[UI],6,1,0,question
5595,Ryan," I choose, you choose… and you choose one person from Chicago. //That way if we receive a message, we just rotate and if it was Chicago… //[UI",6,1,0,question
5596,Dasha, I choose hydrogeologist.,6,1,0,question
5597,Ryan, And him? //[UI],6,1,0,question
5598,Alik, //[UI] Nastya…,6,1,0,question
5599,Dasha, And Nastya…,6,1,0,question
5600,Ryan," Sedimentologist, remember that. Maintenance.",6,1,0,question
5601,Natasha, Maintenance,6,1,0,question
5602,Ryan, Drilling specialist,6,1,0,question
5603,Zhenya, //Drilling.,6,1,0,question
5604,Alik to Zhenya, So you are Drilling and his. //You have two people: Ryan and Drilling.,6,1,0,question
5605,Natasha, Maintenance and Zhenya.,6,1,0,question
5606,Nastya to Natasha," //I have mechanical engineer, right?",6,1,4,follow-me
5607,Ryan, //And I’m Biochemist and…,6,1,0,question
5608,Dasha," //No, she is not mechanical.",6,1,0,question
5609,Natasha," No, mechanical.",6,1,0,question
5610,//Nastya, [UI] [laughter],6,1,0,question
5611,//Ryan," Structural geologist, an operation, … [UI]",6,1,0,question
5612,//Alik," No, that’s right, that’s right. The plan is solid.",6,1,0,question
