,sender,recipient,content,block,session,labels,labels_h
2002,teamvc,teamvc,"Martian Meteorology Specialist: We would already like to suggest two points.  The first is (28,21) and the second is (13,16)",0,16,0,statement
2003,con1,geo3,what's crackalackin,0,16,0,statement
2004,con1,geo3,we are finally here,0,16,0,statement
2005,teamGeo,teamGeo,Structural Geologist: 6:37 HAHAHAHHAHAH uhhhhhhh I think i forgot to send a video in LMAO,0,16,0,statement
2006,teamGeo,teamGeo,Structural Geologist: 6:37 WE HERE NOW,0,16,0,statement
2007,teamGeo,teamConstr,Structural Geologist: 6:38 Hola senores,0,16,0,statement
2008,teamGeo,teamConstr,Structural Geologist: 6:38 estamos aqui!\n,0,16,0,statement
2009,teamConstr,teamGeo,"Drilling Specialist: Looking at 18, 3",0,16,0,statement
2010,teamGeo,teamGeo,Hydrogeologist: ?????,0,16,4,question
2011,geo3,con1,Ayyyyy just my knees and back tbh. I need to see a chiropractor prolly.,0,16,0,statement
2012,geo3,con1,"Awesome, good to have y'all. We have that one point rn 13, 16 and it's dece from our end",0,16,0,statement
2013,teamGeo,teamGeo,Sedimentologist: Hahahah large rip,0,16,0,statement
2014,teamGeo,teamConstr,Sedimentologist: WADDUP LARGE HELLO FROM OUR END,1,16,0,statement
2015,teamConstr,teamvc,Operations Specialist: chicago vibes have arrived B),1,16,0,statement
2016,teamConstr,teamConstr,"Materials Specialist: and (28,21)",1,16,0,statement
2017,teamGeo,teamConstr,"Sedimentologist: 100% water loss on 18, 3. Sad tbh.",1,16,0,statement
2018,con1,geo3,"we are now consideringg 18,1 it works pretty good for us\n",1,16,0,statement
2019,teamGeo,teamGeo,Hydrogeologist: So when you send your video?)),1,16,4,question
2020,teamvc,teamvc,"Martian Terrain Specialist: 18,1 seems like a good option",1,16,0,statement
2021,teamGeo,teamGeo,"Structural Geologist: 6:44 we're looking at (18,1)!!!!!\n",1,16,0,statement
2022,geo3,con1,"18, 3 has 100% water loss FYI",1,16,0,statement
2023,teamConstr,teamConstr,"Materials Specialist: no water in 18,3 and also it's too deep",1,16,0,statement
2024,geo3,con2,"18, 3 has 100% water loss FYI",1,16,0,statement
2025,teamGeo,teamGeo,"Sedimentologist: 18, 3 has 100% water loss FYI",1,16,0,statement
2026,teamvc,teamvc,Martian Meteorology Specialist: Hey - Are you there??? :),1,16,4,question
2027,teamvc,teamConstr,Martian Meteorology Specialist: Worddd up!\n,1,16,0,statement
2028,teamvc,teamConstr,"Martian Meteorology Specialist: We're looking at (28,21) and (13,16)!!!",1,16,0,statement
2029,teamvc,teamConstr,"Martian Meteorology Specialist: We're looking at (28,21) and (13,16)!!!",1,16,0,statement
2030,teamvc,teamConstr,"Martian Meteorology Specialist: We're looking at (28,21) and (13,16)!!!",1,16,0,statement
2031,teamConstr,teamGeo,Operations Specialist: lol,1,16,0,statement
2032,eng1,eng2,"Hi, we started/ 18,21  13,16",1,16,0,statement
2033,eng1,eng3,"Hi, we started/ 18,21  13,16",1,16,0,statement
2034,geo3,con1,"18, 1 has 97% water loss",1,16,0,statement
2035,teamGeo,teamGeo,"Sedimentologist: 18, 1 has 97% water loss tho sad day",1,16,0,statement
2036,con2,geo3,"Yikes, uh can y'all check anything in that same grid area from 16, 6 to 20, 1",1,16,0,statement
2037,teamConstr,teamConstr,"Operations Specialist: hello, noted",1,16,0,statement
2038,teamConstr,teamConstr,"Materials Specialist: what do you think about (13,16) and 28,21) ??",1,16,4,question
2039,teamConstr,teamConstr,"Operations Specialist: anything in the lower left corner seems to be good for me and the drilling specialist, so are there any points there that vibe?",1,16,4,question
2040,teamGeo,teamGeo,"Sedimentologist: (18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",1,16,4,question
2041,teamvc,teamvc,"Martian Terrain Specialist: We're all here! Still hoping for 18,1 lol",1,16,0,statement
2042,teamConstr,teamConstr,Materials Specialist: we are waiting your reply,1,16,0,statement
2043,geo3,con1,"(18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",1,16,4,question
2044,teamGeo,teamGeo,"Structural Geologist: 6:50 ok how abou 18,1????\n",1,16,4,question
2045,teamGeo,teamConstr,"Sedimentologist: (18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",1,16,4,question
2046,teamvc,teamvc,"Martian Meteorology Specialist: I personally like 18,1, as there's a large population reached and has decently high accessibility, but our sedimentologist said that there's 97% water loss there.  Did you all look at the two points I mentioned by any chance?",1,16,0,statement
2047,teamGeo,teamGeo,Structural Geologist: 6:50 @hydro IDK when we send again :((,1,16,0,statement
2048,con1,geo3,ok,1,16,0,statement
2049,con1,geo3,"does 19,2 work???",1,16,4,question
2050,con1,geo3,wait it probably has water loss too,1,16,0,statement
2051,teamGeo,teamGeo,"Structural Geologist: 6:51 how about 19,2?????1?!?",1,16,4,question
2052,geo3,con2,Ye brb,1,16,0,statement
2053,geo3,con2,"16, 06 - 100% water loss and no water",1,16,0,statement
2054,teamConstr,teamConstr,"Operations Specialist: our team generally did not like 13,16 or 28,21",1,16,0,statement
2055,geo3,con2,"(20, 01) - 96% loss, 399034.75 available, ?15,961.36? after loss",1,16,4,question
2056,teamvc,teamvc,"Martian Meteorology Specialist: sedimentologist says that with the 97% water loss there, you are left with about 12000 liters at that point, and that's before filtering it. So, while I like that point A LOT, our sedimentologist isn't liking it that much. ",1,16,0,statement
2057,teamvc,teamvc,Martian Meteorology Specialist: btw- NASA finally sent us the group video that you all made for us! :) we loved it!,1,16,0,statement
2058,geo3,con1,96% water loss sad day,1,16,0,statement
2059,teamGeo,teamGeo,Hydrogeologist: It's ok you can send us separately! :P,1,16,0,statement
2060,teamConstr,teamConstr,Materials Specialist: most points in that area doesn't have water as per sidmentolgist ,1,16,0,statement
2061,geo3,con1,"(19, 02) - 96% loss, 348090.96 available, ?13,923.6384? after loss",1,16,4,question
2062,teamvc,teamvc,Martian Terrain Specialist: Yeah apparently there are several problems with those on our end,1,16,0,statement
2063,geo3,con1,"(13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",1,16,4,question
2064,teamvc,teamvc,"Martian Meteorology Specialist: So, another point that's looking might fine for us is (13,14)",2,16,0,statement
2065,teamGeo,teamGeo,"Sedimentologist: (13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",2,16,4,question
2066,teamConstr,teamConstr,"Materials Specialist: no problem, we really liked 13,14",2,16,0,statement
2067,teamvc,teamConstr,"Martian Meteorology Specialist: So, another point that's looking might fine for us is (13,14)",2,16,0,statement
2068,teamConstr,teamConstr,"Operations Specialist: ok, that's fine",2,16,0,statement
2069,teamGeo,teamGeo,"Sedimentologist: 13, 14 is prob the best from our end so far",2,16,0,statement
2070,teamGeo,teamConstr,"Sedimentologist: (13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",2,16,4,question
2071,teamvc,teamEng,"Martian Meteorology Specialist: (13,14) is looking pretty nice for us!",2,16,0,statement
2072,eng1,eng3,"13,14",2,16,0,statement
2073,con2,geo3,"4, 4 is looking interesting to us",2,16,0,statement
2074,teamGeo,teamConstr,Sedimentologist: Big water here tbh,2,16,0,statement
2075,teamGeo,teamConstr,Hydrogeologist: What about 13*14?\n,2,16,4,question
2076,geo3,con2,"(13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",2,16,4,question
2077,eng1,eng2,"13,14",2,16,0,statement
2078,con1,geo3,"currently look at 46,32 and 48,30",2,16,0,statement
2079,teamGeo,teamGeo,"Sedimentologist: (19, 02) - 96% loss, 348090.96 available, ?13,923.6384? after loss",2,16,4,question
2080,teamGeo,teamConstr,Hydrogeologist: And what do you think about 28*21 aaaand 13*16? ,2,16,4,question
2081,teamGeo,teamGeo,"Sedimentologist: (18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",2,16,4,question
2082,con1,geo3,"we like 46,32",2,16,0,statement
2083,eng2,eng1,"Can you try 46,32\n",2,16,0,statement
2084,teamvc,teamvc,"Martian Terrain Specialist: 46,32 is looking ok for our team",2,16,0,statement
2085,geo3,con1,"13, 14 is really our mega one",2,16,0,statement
2086,teamGeo,teamGeo,"Structural Geologist: 7:02 uhhhhh 46,32????",2,16,4,question
2087,geo3,con2,94% water loss sad day,2,16,0,statement
2088,teamConstr,teamGeo,"Operations Specialist: some of us like it, but it's bad for the mechanical engineer",2,16,0,statement
2089,teamConstr,teamConstr,Materials Specialist: That's great ??????,2,16,4,question
2090,eng2,eng1,water depth under 900 seems to have worst total water input \n,2,16,0,statement
2091,geo3,con1,"(46, 43) - 87% loss, 345982.62 available, ?44,977.7406? after loss",2,16,4,question
2092,teamConstr,teamvc,"Operations Specialist: 13,14 is fine for some of us, but it's pretty bad for the mechanical engineer",2,16,0,statement
2093,geo3,con1,Dece I think but other people haven't weighed in yet,2,16,0,statement
2094,teamConstr,teamConstr,"Materials Specialist: So let's finalize with (13,14)",2,16,0,statement
2095,geo3,con1,"48, 43 has 96% loss sad",2,16,0,statement
2096,geo3,con1,"(48, 43) - 96% loss, 317288.68 available, ?12,691.5472? after loss",2,16,4,question
2097,geo3,con1,"46, 43 is pretty bad on our end but it does have some sense of water.",2,16,0,statement
2098,teamGeo,teamGeo,"Sedimentologist: (48, 43) - 96% loss, 317288.68 available, ?12,691.5472? after loss",2,16,4,question
2099,teamGeo,teamConstr,"Structural Geologist: 7:06 not 28,21 only 51k water available",2,16,0,statement
2100,teamGeo,teamGeo,"Sedimentologist: (46, 32) - 59% loss, ?293080.31 available, 120,162.9271? after loss",2,16,4,question
2101,teamGeo,teamGeo,Sedimentologist: Looks dece to us,2,16,0,statement
2102,eng1,eng2,"10% loss, very good\n",2,16,0,statement
2103,con1,geo3,"13,16 imight be fine\n",2,16,0,statement
2104,geo3,con1,"(46, 32) - 59% loss, ?293080.31 available, 120,162.9271? after loss",2,16,4,question
2105,teamvc,teamvc,"Martian Meteorology Specialist: Ok, that one is decent for us actually, we could go for that one. ",2,16,0,statement
2106,teamvc,teamvc,"Martian Meteorology Specialist: Ok, that one is decent for us actually, we could go for that one. ",2,16,0,statement
2107,teamvc,teamvc,"Martian Meteorology Specialist: Ok, that one is decent for us actually, we could go for that one. ",2,16,0,statement
2108,geo3,con1,"46, 32 - looks dece on our end.",2,16,0,statement
2109,geo3,con2,"(46, 32) - 59% loss, ?293080.31 available, 120,162.9271? after loss",2,16,4,question
2110,teamGeo,teamConstr,"Sedimentologist: (46, 32) - 59% loss, ?293080.31 available, 120,162.9271? after loss",2,16,4,question
2111,teamGeo,teamConstr,Sedimentologist: Is a go from our end FYI,2,16,0,statement
2112,teamvc,teamConstr,"Martian Meteorology Specialist: gotcha. like how bad are we talking? Another point the martian terrain specialist mentioned to us was 46, 32 and that one is decent for us, as well.\n",2,16,4,question
2113,teamConstr,teamConstr,"Operations Specialist: I think we're considering 13,16 now",2,16,0,statement
2114,teamConstr,teamConstr,Operations Specialist: cause it works,2,16,0,statement
2115,teamGeo,teamConstr,"Structural Geologist: 7:09 we trying 13,16.",2,16,0,statement
2116,teamEng,teamvc,"Mechanical Engineer: (13,16)?",2,16,4,question
2117,con1,geo3,"either 46,32 or 13,16 is fine for us\n",2,16,0,statement
2118,teamGeo,teamGeo,"Structural Geologist: 7:10 ok we could do either 46,32 or 13,16 on our end. leaning towards 46,32",2,16,0,statement
2119,con1,geo3,"I think people like 46,32 better",2,16,0,statement
2120,eng2,eng1,awesome!,2,16,0,statement
2121,geo3,con1,"We loaded the point in but if y'all want to change it, go for it.",2,16,0,statement
2122,teamGeo,teamGeo,"Sedimentologist: We loaded the point in but if y'all want to change it, go for it.",2,16,0,statement
2123,teamGeo,teamGeo,"Structural Geologist: 7:11 ok if yall are cool with it lets just do 46,32!!!!",2,16,0,statement
2124,geo3,con1,Keep it real,2,16,0,statement
2125,geo3,con1,Anyone missing today?,2,16,4,question
2126,teamGeo,teamGeo,Sedimentologist: LETSGOOOOO,2,16,0,statement
2127,teamGeo,teamGeo,Sedimentologist: Let us know if anyone is missing today,2,16,0,statement
2128,teamGeo,teamGeo,"Sedimentologist: Otherwise, catch y'all in the relay!",2,16,0,statement
2129,teamGeo,teamGeo,Sedimentologist: COMMS CHECK 14:18 LETSGOOOOOOOOO,0,17,0,statement
2130,geo3,con1,COMMS CHECK 14:18,0,17,0,statement
2131,geo3,con1,WHAT,0,17,0,statement
2132,geo3,con1,IT,0,17,0,statement
2133,geo3,con1,DO,0,17,0,statement
2134,geo3,con1,LETSGOOOOOOO,0,17,0,statement
2135,geo1,geo2,?????? ?????? ??????!,0,17,4,question
2136,geo1,geo3,????? ???!,0,17,4,question
2137,geo3,geo1,fu,0,17,0,statement
2138,teamvc,teamvc,Martian Meteorology Specialist: Hello from Moscow from your Martian Meteorologist! How is everyone?! ,0,17,4,question
2139,geo1,geo3,?? ??????? ??????? ?? ?? ?????????,0,17,4,question
2140,teamvc,teamConstr,Martian Meteorology Specialist: Greetings from Moscow! We are here whenever you all are ready! :,0,17,0,statement
2141,teamGeo,teamGeo,Hydrogeologist: Fuuuuuuu,0,17,0,statement
2142,teamvc,teamEng,Martian Meteorology Specialist: Hello all! Moscow team is here and ready to go whenever you are :)\n,0,17,0,statement
2143,teamGeo,teamGeo,Hydrogeologist: ??????,0,17,4,question
2144,teamvc,teamGeo,Martian Meteorology Specialist: Hellooooo from Moscow! Let the team know whenever you all are ready! :)\n,0,17,0,statement
2145,teamConstr,teamConstr,Materials Specialist: Hello eveyone,0,17,0,statement
2146,teamGeo,teamGeo,"Sedimentologist: Little clarification here for those not in the know, \""fu\"" in Russian, is like \""ew\"" in English. The more you know!",0,17,0,statement
2147,teamGeo,teamGeo,"Sedimentologist: (35, 40) - 50% loss, 181301.55 available, ?90,650.775? after loss",0,17,4,question
2148,geo3,con1,"(35, 40) - 50% loss, 181301.55 available, ?90,650.775? after loss",0,17,4,question
2149,geo3,con2,WHAT'S UP DRILL,0,17,0,statement
2150,geo3,con2,"(35, 40) - 50% loss, 181301.55 available, ?90,650.775? after loss",0,17,4,question
2151,eng1,eng3,"Hi, we started. 35,40",0,17,0,statement
2152,eng1,eng2,"Hi, we started",0,17,0,statement
2153,teamGeo,teamGeo,"Sedimentologist: @structgeo - You're able to see if there is water in a place too, right?",0,17,4,question
2154,teamGeo,teamGeo,"Sedimentologist: (09, 28) - 57% loss, 305316.08 available, ?131,285.9144? after loss",0,17,4,question
2155,teamGeo,teamGeo,"Sedimentologist: 9, 28 is prob our top rn",0,17,0,statement
2156,geo3,con1,"(09, 28) - 57% loss, 305316.08 available, ?131,285.9144? after loss",0,17,4,question
2157,geo3,con1,"9, 28 is prob our top rn",0,17,0,statement
2158,geo3,con2,"9, 28 is prob our top rn",0,17,0,statement
2159,geo3,con2,"(09, 28) - 57% loss, 305316.08 available, ?131,285.9144? after loss",0,17,4,question
2160,teamGeo,teamGeo,"Structural Geologist: zdravstvuyte, solnechniy privet iz armenii <3",0,17,0,statement
2161,eng3,eng1,"Thanks, we are starting as well",0,17,0,statement
2162,teamGeo,teamGeo,"Structural Geologist: that means 'hello, a warm welcome from Armenia <3'",0,17,0,statement
2163,con1,geo3,DAMN y'all got a real jump on us this morning,0,17,0,statement
2164,teamvc,teamvc,Martian Terrain Specialist: Martian terrain specialist here! Sorry I'm late!,0,17,0,statement
2165,con1,geo3,some of our members are still rolling out of bed I think... 6:39am local,0,17,0,statement
2166,teamGeo,teamGeo,"Structural Geologist: what about 15, 17?",0,17,4,question
2167,con1,geo3,"our mech doesn't like 35, 40 I'm afraid...",0,17,0,statement
2168,teamGeo,teamGeo,"Structural Geologist: or 22,37\n\n",0,17,0,statement
2169,teamConstr,teamConstr,Operations Specialist: goooooooooooooooooooooooooooooood mornin!,0,17,0,statement
2170,teamConstr,teamConstr,Drilling Specialist: hello!\n,0,17,0,statement
2171,teamConstr,teamConstr,Materials Specialist: Guys where are you????,0,17,4,question
2172,teamConstr,teamConstr,"Drilling Specialist: we're looking at 35,40",0,17,0,statement
2173,teamEng,teamvc,"Fluid Engineer: Great, we started a few minutes ago ",0,17,0,statement
2174,con2,geo3,hellooooo\n,0,17,1,disruption
2175,geo3,con1,"Hi, I would like to order a large WHAT'S POPPIN",0,17,0,statement
2176,teamGeo,teamGeo,Sedimentologist: Whaaaaat,0,17,0,statement
2177,teamGeo,teamGeo,Sedimentologist: Is you in armenia? ,0,17,4,question
2178,teamGeo,teamGeo,"Sedimentologist: Haha, yes, that is correct",0,17,0,statement
2179,geo3,con1,AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,0,17,0,statement
2180,geo3,con1,Building wells like it's OUR JOB tho,0,17,0,statement
2181,geo3,con1,"But actually, it do be in this case",0,17,0,statement
2182,geo3,con1,06:39 - ouchie,0,17,0,statement
2183,teamConstr,teamvc,Materials Specialist: Hi Ashley!,0,17,0,statement
2184,geo3,con1,Literally why I'm not in the Army,1,17,0,statement
2185,geo3,con1,"Aight, what about 9, 28?",1,17,4,question
2186,teamGeo,teamGeo,Sedimentologist: Checking,1,17,0,statement
2187,geo2,geo1,zdravstvuyte,1,17,0,statement
2188,geo2,geo1,na atom kompyutere net russkoy klavi po-etomu ya improviziruyu ))),1,17,0,statement
2189,geo3,con2,AYOOOOOOOOOOOOOO IT'S GO TIME,1,17,0,statement
2190,teamConstr,teamConstr,Drilling Specialist: do we have a drill brand and head for 9.28,1,17,0,statement
2191,geo3,con1,not in the Army anymore*,1,17,0,statement
2192,teamvc,teamConstr,"Martian Meteorology Specialist: HEY! Most important question before we begin - I'm guessing (hoping) you all got our videos?! :) Second lol, we're looking at (9,28)",1,17,4,question
2193,con1,geo3,"definitely not 35, 40 if we're being honest",1,17,0,statement
2194,teamGeo,teamGeo,Hydrogeologist: Cool! Privet!,1,17,0,statement
2195,teamGeo,teamGeo,Structural Geologist: no I'm at northwestern but from Armenia,1,17,0,statement
2196,teamGeo,teamGeo,Structural Geologist: nu da ya nadeyus chat eto pravilno russkiy - moe perviy yazik,1,17,0,statement
2197,teamGeo,teamGeo,"Sedimentologist: (22, 37) - 32% loss, 152292.33 available, ?103,558.7844? after loss",1,17,4,question
2198,teamGeo,teamGeo,"Sedimentologist: 22, 37 is passable on our end",1,17,0,statement
2199,geo3,con1,"22, 37 is passable on our end",1,17,0,statement
2200,geo3,con2,"22, 37 is passable on our end",1,17,0,statement
2201,con1,geo3,I can't imagine y'all get an excess of sleep...,1,17,0,statement
2202,teamvc,teamvc,"Martian Meteorology Specialist: All good! Hope you all are doing great! What do you all think about (9,28)\n",1,17,0,statement
2203,con1,geo3,"liking 9, 28 so far - I think also our best choice",1,17,0,statement
2204,teamGeo,teamGeo,"Structural Geologist: also, this might be our last meeting so if anybody wants to stay in touch afterwards ( I would LOVE to)\nmy instagram is @davo_avagyan_",1,17,0,statement
2205,geo1,geo2,zdorovo!,1,17,0,statement
2206,geo1,geo2,Govorish na russkom?,1,17,4,question
2207,teamGeo,teamGeo,Sedimentologist: ????????,1,17,4,question
2208,teamvc,teamvc,"Martian Terrain Specialist: Looking at 9, 28 and 40, 45 at the moment. How are you feeling about those?",1,17,4,question
2209,teamGeo,teamGeo,Sedimentologist: ????????!? ??? ?? ???????! ?????? ?????!,1,17,4,question
2210,teamConstr,teamvc,Drilling Specialist: we did! thank you!,1,17,0,statement
2211,teamvc,teamConstr,Martian Terrain Specialist: We got your videos!! Thank you so much :)) ,1,17,0,statement
2212,geo3,con1,"Look, we are all out here tryinna be honest. Let's get this bread then at 9, 28",1,17,0,statement
2213,teamGeo,teamGeo,Sedimentologist: Nooooooooooooooo but aight.,1,17,0,statement
2214,teamGeo,teamGeo,"Sedimentologist: We don't have access to that because, you know, isolation, but I'm @etokrug",1,17,0,statement
2215,geo2,geo1,da ,1,17,0,statement
2216,teamGeo,teamGeo,"Sedimentologist: Dude, I love yerevan. But when COVID hit I was in a small village in the west called Gyumri",1,17,0,statement
2217,teamGeo,teamGeo,Sedimentologist: Got stuck there for a month or so before they opened the borders up again and I was able to fly out. Holla,1,17,0,statement
2218,teamConstr,teamConstr,"Materials Specialist: Dirll B, Head B, Material steel, Equip duty: 180",1,17,0,statement
2219,geo3,con1,We get enough sleep when we're not doing sleep studies/sleep deprivation studies. It be like that sometimes,1,17,0,statement
2220,teamGeo,teamGeo,Hydrogeologist: ?????? ???? ?????,1,17,4,question
2221,eng2,vc2, ?,1,17,4,question
2222,teamGeo,teamGeo,Sedimentologist: ? ???? ???? ?? ??????? ,1,17,4,question
2223,teamvc,teamvc,"Martian Meteorology Specialist: 40,45 has high loss of water and is very contaminated according to our side. We DO like 9,28 a lot though!\n",1,17,0,statement
2224,teamvc,teamEng,"Martian Meteorology Specialist: Would it be correct to assume we are all converging on 9,28? Seems to be what I'm hearing from different sides. ",1,17,4,question
2225,teamGeo,teamGeo,Hydrogeologist: @one_foot_on_a_rocket\n? ??? ???? ?? ?????...,1,17,4,question
2226,teamConstr,teamConstr,"Materials Specialist: let's agree on 9,28",1,17,0,statement
2227,teamvc,teamConstr,Martian Meteorology Specialist: Aww yay! Very happy to hear that! :)  ,1,17,0,statement
2228,eng2,eng3,?,1,17,4,question
2229,geo1,geo2,??? ???!!,1,17,4,question
2230,teamvc,teamvc,Martian Terrain Specialist: Sorry it's taking me a bit long the maintenance specialist isn't here so I'm kind of holding down the fort over here hahahaha ,1,17,0,statement
2231,eng2,con1,??,1,17,4,question
2232,eng2,con1,ahoy matey\n,1,17,0,statement
2233,geo1,geo2,"?????? ?????, ??????? ???? ????????",1,17,4,question
2234,teamGeo,teamGeo,Structural Geologist: email: avagyan-d@mail.ru\nalternative: davitavagyan2023@u.northwestern.edu,1,17,0,statement
2235,teamGeo,teamGeo,"Sedimentologist: 9, 28 is a go for us btw",1,17,0,statement
2236,eng2,geo2,?,1,17,4,question
2237,geo3,con1,"9, 28 is a go for us btw",1,17,0,statement
2238,eng2,geo2,this is a stickup\n,1,17,0,statement
2239,teamGeo,teamGeo,Structural Geologist: that's awesome Gyumri is my favorite city!!,1,17,0,statement
2240,geo3,con2,"9, 28 is a go for us btw",1,17,0,statement
2241,teamGeo,teamGeo,Structural Geologist: hopefully I will be home the next time you visit,1,17,0,statement
2242,teamvc,teamvc,"Martian Terrain Specialist: 9, 28 works!",1,17,0,statement
2243,teamEng,teamvc,"Fluid Engineer: We are also in favor of 9,28",1,17,0,statement
2244,teamvc,teamvc,Martian Terrain Specialist: what are your training decisions?,1,17,4,question
2245,con3,geo1,Impoooooootant ??,1,17,4,question
2246,geo2,geo1,avagyan-d@mail.ru\ndavitavagyan2023@u.northwestern.edu,1,17,0,statement
2247,eng2,con2,??\nthe hills are aliveeeeeee with the sound of musiccc,1,17,4,question
2248,con1,geo3,I think this would be such a cool job but I can never ever ever in my life imagine being voluntarily sleep deprived,1,17,0,statement
2249,teamEng,teamvc,"Fluid Engineer: Are we ready to sign off on 9,28?",1,17,4,question
2250,teamConstr,teamConstr,Materials Specialist: any update from you guys????,1,17,4,question
2251,teamGeo,teamGeo,Hydrogeologist: ??????? ????,1,17,4,question
2252,teamConstr,teamConstr,Materials Specialist: We still waiting your response,1,17,0,statement
2253,teamGeo,teamGeo,Sedimentologist: Lit,1,17,0,statement
2254,teamGeo,teamGeo,"Sedimentologist: Haha, it's beautiful in Gyumri. I love that you can see the mountains. And if you head out of town they have that sick 10th century church down in the river valley. It's incredibly peaceful. 10/10. The central park there is really cool, too",1,17,0,statement
2255,teamvc,teamvc,"Martian Meteorology Specialist: I'm going with 6 (hygiene), 7 (usability), 6 (maintenance), 8 (fundraising)",1,17,0,statement
2256,teamvc,teamEng,Martian Meteorology Specialist: great!\n,1,17,0,statement
2257,teamGeo,teamGeo,Sedimentologist: I had a friend there who was doing her PhD in Cali but studying the impact of the spitak earthquake on Armenia and the collapse of the USSR. Neato ,1,17,0,statement
2258,geo1,con3,???????????,1,17,4,question
2259,geo3,con1,"Haha, this is cake compared to living in Iraq and Afghanistan. hahaha",1,17,0,statement
2260,geo3,con1,"People here are less angry at me, too",1,17,0,statement
2261,teamConstr,teamConstr,Operations Specialist: 9. 28 is a go,1,17,0,statement
2262,teamvc,teamvc,Martian Meteorology Specialist: Is this the last time we will be interacting with this specific team from your side?\n,1,17,4,question
2263,geo3,eng3,FLUID ENGINEER YOU ROCK,1,17,0,statement
2264,teamvc,teamvc,Martian Terrain Specialist: Could you go any lower on the fundraising? Maybe 5 or 6?,2,17,4,question
2265,con1,geo3,that kinda makes sense to me,2,17,0,statement
2266,con1,geo3,how long did you serve?,2,17,4,question
2267,teamvc,teamvc,Martian Terrain Specialist: We will have one more session after this but this is the last time our team is meeting in person because we only have two weeks of school left! ;),2,17,0,statement
2268,eng3,geo3,THANKS SO DO YOU!!,2,17,0,statement
2269,eng3,geo3,"As the sedimentologist, \""you rock\"" is more fitting for you",2,17,0,statement
2270,teamvc,teamvc,Martian Terrain Specialist: also reminder that the maintenance specialist isn't here so don't pick him for the relay task!,2,17,0,statement
2271,teamvc,teamvc,Martian Meteorology Specialist: yes\nlets go with 6\n,2,17,0,statement
2272,geo3,con1,Peace out homie. Until after Isolation,2,17,0,statement
2273,teamvc,teamvc,Martian Meteorology Specialist: i'm having issues with the sign off\n,2,17,0,statement
2274,geo3,con1,A quick like 8.5 years,2,17,0,statement
2275,geo3,eng3,AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,2,17,0,statement
2276,geo3,eng3,Ayyy but yeah tru,2,17,0,statement
2277,teamvc,teamvc,"Martian Meteorology Specialist: oh man! 2 weeks of school left, that's awesome! hope you all have fun this summer! Connect with us on insta! we will have access to our phones and internet starting July 3rd!!! :)  @kowalskinat0r is mine!\n ",2,17,0,statement
2278,teamvc,teamvc,Martian Terrain Specialist: what are the issues?,2,17,4,question
2279,teamGeo,teamGeo,"Sedimentologist: Hmmm, our variables aren't showing what do?",2,17,4,question
2280,teamvc,teamvc,Martian Meteorology Specialist: btw i went lower in general with some of my values. decided it was ok to lower by one value for them. \n,2,17,0,statement
2281,geo3,con1,"Yo, for some reason the geology team variables aren't showing up. Weird.",2,17,0,statement
2282,con1,geo3,could I get your social media??,2,17,4,question
2283,teamvc,teamvc,"Martian Meteorology Specialist: issues are solved. my decisions were not holding, kept going back to \""no decision\"" on my side.  But we're all good now. ",2,17,0,statement
2284,teamvc,teamvc,Martian Terrain Specialist: Thank you so much! :)) I'm going home to Thailand for the first time in a year and a half so it's very exciting :) my instagram is @iamthepalm I just followed you!,2,17,0,statement
2285,teamvc,teamvc,Martian Terrain Specialist: I liked the new decisions a lot hahahaha great for my costs,2,17,0,statement
2286,geo3,con1,@etokrug - but we won't be able to access if for another month. Holla,2,17,0,statement
2287,teamvc,teamvc,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are! ~Ashley (Martian Meteorologist),0,18,0,statement
2288,teamvc,teamConstr,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are! ~Ashley (Martian Meteorologist),0,18,0,statement
2289,teamvc,teamEng,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are! ~Ashley (Martian Meteorologist),0,18,0,statement
2290,teamvc,teamGeo,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are! ~Ashley (Martian Meteorologist),0,18,0,statement
2291,teamGeo,teamGeo,Sedimentologist: HELLO TEAM WE ARE OUT HERE @ 14:30,0,18,0,statement
2292,geo3,con1,HI HELLO I DON'T KNOW WHAT HAPPENED WITH MY EARLIER MESSAGE BUT I WOULD LIKE TO REQUEST AN UPDATE AS TO WHAT'S POPPIN,0,18,0,statement
2293,geo3,con1,@ 14:31,0,18,1,disruption
2294,geo3,con2,HELLO DRILL,0,18,0,statement
